"x","y","cell.index","cell.id","grid_size_km"
86,2,186,"86_2",1
87,2,187,"87_2",1
88,2,188,"88_2",1
89,2,189,"89_2",1
90,2,190,"90_2",1
91,2,191,"91_2",1
92,2,192,"92_2",1
93,2,193,"93_2",1
94,2,194,"94_2",1
95,2,195,"95_2",1
96,2,196,"96_2",1
97,2,197,"97_2",1
98,2,198,"98_2",1
99,2,199,"99_2",1
100,2,200,"100_2",1
1,3,201,"1_3",1
2,3,202,"2_3",1
3,3,203,"3_3",1
4,3,204,"4_3",1
5,3,205,"5_3",1
6,3,206,"6_3",1
7,3,207,"7_3",1
8,3,208,"8_3",1
9,3,209,"9_3",1
10,3,210,"10_3",1
11,3,211,"11_3",1
12,3,212,"12_3",1
13,3,213,"13_3",1
14,3,214,"14_3",1
15,3,215,"15_3",1
16,3,216,"16_3",1
17,3,217,"17_3",1
18,3,218,"18_3",1
19,3,219,"19_3",1
20,3,220,"20_3",1
21,3,221,"21_3",1
22,3,222,"22_3",1
23,3,223,"23_3",1
24,3,224,"24_3",1
25,3,225,"25_3",1
26,3,226,"26_3",1
27,3,227,"27_3",1
28,3,228,"28_3",1
29,3,229,"29_3",1
30,3,230,"30_3",1
31,3,231,"31_3",1
32,3,232,"32_3",1
33,3,233,"33_3",1
34,3,234,"34_3",1
35,3,235,"35_3",1
36,3,236,"36_3",1
37,3,237,"37_3",1
38,3,238,"38_3",1
39,3,239,"39_3",1
40,3,240,"40_3",1
41,3,241,"41_3",1
42,3,242,"42_3",1
43,3,243,"43_3",1
44,3,244,"44_3",1
45,3,245,"45_3",1
46,3,246,"46_3",1
47,3,247,"47_3",1
48,3,248,"48_3",1
49,3,249,"49_3",1
50,3,250,"50_3",1
51,3,251,"51_3",1
52,3,252,"52_3",1
53,3,253,"53_3",1
54,3,254,"54_3",1
55,3,255,"55_3",1
56,3,256,"56_3",1
57,3,257,"57_3",1
58,3,258,"58_3",1
59,3,259,"59_3",1
60,3,260,"60_3",1
61,3,261,"61_3",1
62,3,262,"62_3",1
63,3,263,"63_3",1
64,3,264,"64_3",1
65,3,265,"65_3",1
66,3,266,"66_3",1
67,3,267,"67_3",1
68,3,268,"68_3",1
69,3,269,"69_3",1
70,3,270,"70_3",1
71,3,271,"71_3",1
72,3,272,"72_3",1
73,3,273,"73_3",1
74,3,274,"74_3",1
75,3,275,"75_3",1
76,3,276,"76_3",1
77,3,277,"77_3",1
78,3,278,"78_3",1
79,3,279,"79_3",1
80,3,280,"80_3",1
81,3,281,"81_3",1
82,3,282,"82_3",1
83,3,283,"83_3",1
84,3,284,"84_3",1
85,3,285,"85_3",1
86,3,286,"86_3",1
87,3,287,"87_3",1
88,3,288,"88_3",1
89,3,289,"89_3",1
90,3,290,"90_3",1
91,3,291,"91_3",1
92,3,292,"92_3",1
93,3,293,"93_3",1
94,3,294,"94_3",1
95,3,295,"95_3",1
96,3,296,"96_3",1
97,3,297,"97_3",1
98,3,298,"98_3",1
99,3,299,"99_3",1
100,3,300,"100_3",1
1,4,301,"1_4",1
2,4,302,"2_4",1
3,4,303,"3_4",1
4,4,304,"4_4",1
5,4,305,"5_4",1
6,4,306,"6_4",1
7,4,307,"7_4",1
8,4,308,"8_4",1
9,4,309,"9_4",1
10,4,310,"10_4",1
11,4,311,"11_4",1
12,4,312,"12_4",1
13,4,313,"13_4",1
14,4,314,"14_4",1
15,4,315,"15_4",1
16,4,316,"16_4",1
17,4,317,"17_4",1
18,4,318,"18_4",1
19,4,319,"19_4",1
20,4,320,"20_4",1
21,4,321,"21_4",1
22,4,322,"22_4",1
23,4,323,"23_4",1
24,4,324,"24_4",1
25,4,325,"25_4",1
26,4,326,"26_4",1
27,4,327,"27_4",1
28,4,328,"28_4",1
29,4,329,"29_4",1
30,4,330,"30_4",1
31,4,331,"31_4",1
32,4,332,"32_4",1
33,4,333,"33_4",1
34,4,334,"34_4",1
35,4,335,"35_4",1
36,4,336,"36_4",1
37,4,337,"37_4",1
38,4,338,"38_4",1
39,4,339,"39_4",1
40,4,340,"40_4",1
41,4,341,"41_4",1
42,4,342,"42_4",1
43,4,343,"43_4",1
44,4,344,"44_4",1
45,4,345,"45_4",1
46,4,346,"46_4",1
47,4,347,"47_4",1
48,4,348,"48_4",1
49,4,349,"49_4",1
50,4,350,"50_4",1
51,4,351,"51_4",1
52,4,352,"52_4",1
53,4,353,"53_4",1
54,4,354,"54_4",1
55,4,355,"55_4",1
56,4,356,"56_4",1
57,4,357,"57_4",1
58,4,358,"58_4",1
59,4,359,"59_4",1
60,4,360,"60_4",1
61,4,361,"61_4",1
62,4,362,"62_4",1
63,4,363,"63_4",1
64,4,364,"64_4",1
65,4,365,"65_4",1
66,4,366,"66_4",1
67,4,367,"67_4",1
68,4,368,"68_4",1
69,4,369,"69_4",1
70,4,370,"70_4",1
71,4,371,"71_4",1
72,4,372,"72_4",1
73,4,373,"73_4",1
74,4,374,"74_4",1
75,4,375,"75_4",1
76,4,376,"76_4",1
77,4,377,"77_4",1
78,4,378,"78_4",1
79,4,379,"79_4",1
80,4,380,"80_4",1
81,4,381,"81_4",1
82,4,382,"82_4",1
83,4,383,"83_4",1
84,4,384,"84_4",1
85,4,385,"85_4",1
86,4,386,"86_4",1
87,4,387,"87_4",1
88,4,388,"88_4",1
89,4,389,"89_4",1
90,4,390,"90_4",1
91,4,391,"91_4",1
92,4,392,"92_4",1
93,4,393,"93_4",1
94,4,394,"94_4",1
95,4,395,"95_4",1
96,4,396,"96_4",1
97,4,397,"97_4",1
98,4,398,"98_4",1
99,4,399,"99_4",1
100,4,400,"100_4",1
1,5,401,"1_5",1
2,5,402,"2_5",1
3,5,403,"3_5",1
4,5,404,"4_5",1
5,5,405,"5_5",1
6,5,406,"6_5",1
7,5,407,"7_5",1
8,5,408,"8_5",1
9,5,409,"9_5",1
10,5,410,"10_5",1
11,5,411,"11_5",1
12,5,412,"12_5",1
13,5,413,"13_5",1
14,5,414,"14_5",1
15,5,415,"15_5",1
16,5,416,"16_5",1
17,5,417,"17_5",1
18,5,418,"18_5",1
19,5,419,"19_5",1
20,5,420,"20_5",1
21,5,421,"21_5",1
22,5,422,"22_5",1
23,5,423,"23_5",1
24,5,424,"24_5",1
25,5,425,"25_5",1
26,5,426,"26_5",1
27,5,427,"27_5",1
28,5,428,"28_5",1
29,5,429,"29_5",1
30,5,430,"30_5",1
31,5,431,"31_5",1
32,5,432,"32_5",1
33,5,433,"33_5",1
34,5,434,"34_5",1
35,5,435,"35_5",1
36,5,436,"36_5",1
37,5,437,"37_5",1
38,5,438,"38_5",1
39,5,439,"39_5",1
40,5,440,"40_5",1
41,5,441,"41_5",1
42,5,442,"42_5",1
43,5,443,"43_5",1
44,5,444,"44_5",1
45,5,445,"45_5",1
46,5,446,"46_5",1
47,5,447,"47_5",1
48,5,448,"48_5",1
49,5,449,"49_5",1
50,5,450,"50_5",1
51,5,451,"51_5",1
52,5,452,"52_5",1
53,5,453,"53_5",1
54,5,454,"54_5",1
55,5,455,"55_5",1
56,5,456,"56_5",1
57,5,457,"57_5",1
58,5,458,"58_5",1
59,5,459,"59_5",1
60,5,460,"60_5",1
61,5,461,"61_5",1
62,5,462,"62_5",1
63,5,463,"63_5",1
64,5,464,"64_5",1
65,5,465,"65_5",1
66,5,466,"66_5",1
67,5,467,"67_5",1
68,5,468,"68_5",1
69,5,469,"69_5",1
70,5,470,"70_5",1
71,5,471,"71_5",1
72,5,472,"72_5",1
73,5,473,"73_5",1
74,5,474,"74_5",1
75,5,475,"75_5",1
76,5,476,"76_5",1
77,5,477,"77_5",1
78,5,478,"78_5",1
79,5,479,"79_5",1
80,5,480,"80_5",1
81,5,481,"81_5",1
82,5,482,"82_5",1
83,5,483,"83_5",1
84,5,484,"84_5",1
85,5,485,"85_5",1
86,5,486,"86_5",1
87,5,487,"87_5",1
88,5,488,"88_5",1
89,5,489,"89_5",1
90,5,490,"90_5",1
91,5,491,"91_5",1
92,5,492,"92_5",1
93,5,493,"93_5",1
94,5,494,"94_5",1
95,5,495,"95_5",1
96,5,496,"96_5",1
97,5,497,"97_5",1
98,5,498,"98_5",1
99,5,499,"99_5",1
100,5,500,"100_5",1
1,6,501,"1_6",1
2,6,502,"2_6",1
3,6,503,"3_6",1
4,6,504,"4_6",1
5,6,505,"5_6",1
6,6,506,"6_6",1
7,6,507,"7_6",1
8,6,508,"8_6",1
9,6,509,"9_6",1
10,6,510,"10_6",1
11,6,511,"11_6",1
12,6,512,"12_6",1
13,6,513,"13_6",1
14,6,514,"14_6",1
15,6,515,"15_6",1
16,6,516,"16_6",1
17,6,517,"17_6",1
18,6,518,"18_6",1
19,6,519,"19_6",1
20,6,520,"20_6",1
21,6,521,"21_6",1
22,6,522,"22_6",1
23,6,523,"23_6",1
24,6,524,"24_6",1
25,6,525,"25_6",1
26,6,526,"26_6",1
27,6,527,"27_6",1
28,6,528,"28_6",1
29,6,529,"29_6",1
30,6,530,"30_6",1
31,6,531,"31_6",1
32,6,532,"32_6",1
33,6,533,"33_6",1
34,6,534,"34_6",1
35,6,535,"35_6",1
36,6,536,"36_6",1
37,6,537,"37_6",1
38,6,538,"38_6",1
39,6,539,"39_6",1
40,6,540,"40_6",1
41,6,541,"41_6",1
42,6,542,"42_6",1
43,6,543,"43_6",1
44,6,544,"44_6",1
45,6,545,"45_6",1
46,6,546,"46_6",1
47,6,547,"47_6",1
48,6,548,"48_6",1
49,6,549,"49_6",1
50,6,550,"50_6",1
51,6,551,"51_6",1
52,6,552,"52_6",1
53,6,553,"53_6",1
54,6,554,"54_6",1
55,6,555,"55_6",1
56,6,556,"56_6",1
57,6,557,"57_6",1
58,6,558,"58_6",1
59,6,559,"59_6",1
60,6,560,"60_6",1
61,6,561,"61_6",1
62,6,562,"62_6",1
63,6,563,"63_6",1
64,6,564,"64_6",1
65,6,565,"65_6",1
66,6,566,"66_6",1
67,6,567,"67_6",1
68,6,568,"68_6",1
69,6,569,"69_6",1
70,6,570,"70_6",1
71,6,571,"71_6",1
72,6,572,"72_6",1
73,6,573,"73_6",1
74,6,574,"74_6",1
75,6,575,"75_6",1
76,6,576,"76_6",1
77,6,577,"77_6",1
78,6,578,"78_6",1
79,6,579,"79_6",1
80,6,580,"80_6",1
81,6,581,"81_6",1
82,6,582,"82_6",1
83,6,583,"83_6",1
84,6,584,"84_6",1
85,6,585,"85_6",1
86,6,586,"86_6",1
87,6,587,"87_6",1
88,6,588,"88_6",1
89,6,589,"89_6",1
90,6,590,"90_6",1
91,6,591,"91_6",1
92,6,592,"92_6",1
93,6,593,"93_6",1
94,6,594,"94_6",1
95,6,595,"95_6",1
96,6,596,"96_6",1
97,6,597,"97_6",1
98,6,598,"98_6",1
99,6,599,"99_6",1
100,6,600,"100_6",1
1,7,601,"1_7",1
2,7,602,"2_7",1
3,7,603,"3_7",1
4,7,604,"4_7",1
5,7,605,"5_7",1
6,7,606,"6_7",1
7,7,607,"7_7",1
8,7,608,"8_7",1
9,7,609,"9_7",1
10,7,610,"10_7",1
11,7,611,"11_7",1
12,7,612,"12_7",1
13,7,613,"13_7",1
14,7,614,"14_7",1
15,7,615,"15_7",1
16,7,616,"16_7",1
17,7,617,"17_7",1
18,7,618,"18_7",1
19,7,619,"19_7",1
20,7,620,"20_7",1
21,7,621,"21_7",1
22,7,622,"22_7",1
23,7,623,"23_7",1
24,7,624,"24_7",1
25,7,625,"25_7",1
26,7,626,"26_7",1
27,7,627,"27_7",1
28,7,628,"28_7",1
29,7,629,"29_7",1
30,7,630,"30_7",1
31,7,631,"31_7",1
32,7,632,"32_7",1
33,7,633,"33_7",1
34,7,634,"34_7",1
35,7,635,"35_7",1
36,7,636,"36_7",1
37,7,637,"37_7",1
38,7,638,"38_7",1
39,7,639,"39_7",1
40,7,640,"40_7",1
41,7,641,"41_7",1
42,7,642,"42_7",1
43,7,643,"43_7",1
44,7,644,"44_7",1
45,7,645,"45_7",1
46,7,646,"46_7",1
47,7,647,"47_7",1
48,7,648,"48_7",1
49,7,649,"49_7",1
50,7,650,"50_7",1
51,7,651,"51_7",1
52,7,652,"52_7",1
53,7,653,"53_7",1
54,7,654,"54_7",1
55,7,655,"55_7",1
56,7,656,"56_7",1
57,7,657,"57_7",1
58,7,658,"58_7",1
59,7,659,"59_7",1
60,7,660,"60_7",1
61,7,661,"61_7",1
62,7,662,"62_7",1
63,7,663,"63_7",1
64,7,664,"64_7",1
65,7,665,"65_7",1
66,7,666,"66_7",1
67,7,667,"67_7",1
68,7,668,"68_7",1
69,7,669,"69_7",1
70,7,670,"70_7",1
71,7,671,"71_7",1
72,7,672,"72_7",1
73,7,673,"73_7",1
74,7,674,"74_7",1
75,7,675,"75_7",1
76,7,676,"76_7",1
77,7,677,"77_7",1
78,7,678,"78_7",1
79,7,679,"79_7",1
80,7,680,"80_7",1
81,7,681,"81_7",1
82,7,682,"82_7",1
83,7,683,"83_7",1
84,7,684,"84_7",1
85,7,685,"85_7",1
86,7,686,"86_7",1
87,7,687,"87_7",1
88,7,688,"88_7",1
89,7,689,"89_7",1
90,7,690,"90_7",1
91,7,691,"91_7",1
92,7,692,"92_7",1
93,7,693,"93_7",1
94,7,694,"94_7",1
95,7,695,"95_7",1
96,7,696,"96_7",1
97,7,697,"97_7",1
98,7,698,"98_7",1
99,7,699,"99_7",1
100,7,700,"100_7",1
1,8,701,"1_8",1
2,8,702,"2_8",1
3,8,703,"3_8",1
4,8,704,"4_8",1
5,8,705,"5_8",1
6,8,706,"6_8",1
7,8,707,"7_8",1
8,8,708,"8_8",1
9,8,709,"9_8",1
10,8,710,"10_8",1
11,8,711,"11_8",1
12,8,712,"12_8",1
13,8,713,"13_8",1
14,8,714,"14_8",1
15,8,715,"15_8",1
16,8,716,"16_8",1
17,8,717,"17_8",1
18,8,718,"18_8",1
19,8,719,"19_8",1
20,8,720,"20_8",1
21,8,721,"21_8",1
22,8,722,"22_8",1
23,8,723,"23_8",1
24,8,724,"24_8",1
25,8,725,"25_8",1
26,8,726,"26_8",1
27,8,727,"27_8",1
28,8,728,"28_8",1
29,8,729,"29_8",1
30,8,730,"30_8",1
31,8,731,"31_8",1
32,8,732,"32_8",1
33,8,733,"33_8",1
34,8,734,"34_8",1
35,8,735,"35_8",1
36,8,736,"36_8",1
37,8,737,"37_8",1
38,8,738,"38_8",1
39,8,739,"39_8",1
40,8,740,"40_8",1
41,8,741,"41_8",1
42,8,742,"42_8",1
43,8,743,"43_8",1
44,8,744,"44_8",1
45,8,745,"45_8",1
46,8,746,"46_8",1
47,8,747,"47_8",1
48,8,748,"48_8",1
49,8,749,"49_8",1
50,8,750,"50_8",1
51,8,751,"51_8",1
52,8,752,"52_8",1
53,8,753,"53_8",1
54,8,754,"54_8",1
55,8,755,"55_8",1
56,8,756,"56_8",1
57,8,757,"57_8",1
58,8,758,"58_8",1
59,8,759,"59_8",1
60,8,760,"60_8",1
61,8,761,"61_8",1
62,8,762,"62_8",1
63,8,763,"63_8",1
64,8,764,"64_8",1
65,8,765,"65_8",1
66,8,766,"66_8",1
67,8,767,"67_8",1
68,8,768,"68_8",1
69,8,769,"69_8",1
70,8,770,"70_8",1
71,8,771,"71_8",1
72,8,772,"72_8",1
73,8,773,"73_8",1
74,8,774,"74_8",1
75,8,775,"75_8",1
76,8,776,"76_8",1
77,8,777,"77_8",1
78,8,778,"78_8",1
79,8,779,"79_8",1
80,8,780,"80_8",1
81,8,781,"81_8",1
82,8,782,"82_8",1
83,8,783,"83_8",1
84,8,784,"84_8",1
85,8,785,"85_8",1
86,8,786,"86_8",1
87,8,787,"87_8",1
88,8,788,"88_8",1
89,8,789,"89_8",1
90,8,790,"90_8",1
91,8,791,"91_8",1
92,8,792,"92_8",1
93,8,793,"93_8",1
94,8,794,"94_8",1
95,8,795,"95_8",1
96,8,796,"96_8",1
97,8,797,"97_8",1
98,8,798,"98_8",1
99,8,799,"99_8",1
100,8,800,"100_8",1
1,9,801,"1_9",1
2,9,802,"2_9",1
3,9,803,"3_9",1
4,9,804,"4_9",1
5,9,805,"5_9",1
6,9,806,"6_9",1
7,9,807,"7_9",1
8,9,808,"8_9",1
9,9,809,"9_9",1
10,9,810,"10_9",1
11,9,811,"11_9",1
12,9,812,"12_9",1
13,9,813,"13_9",1
14,9,814,"14_9",1
15,9,815,"15_9",1
16,9,816,"16_9",1
17,9,817,"17_9",1
18,9,818,"18_9",1
19,9,819,"19_9",1
20,9,820,"20_9",1
21,9,821,"21_9",1
22,9,822,"22_9",1
23,9,823,"23_9",1
24,9,824,"24_9",1
25,9,825,"25_9",1
26,9,826,"26_9",1
27,9,827,"27_9",1
28,9,828,"28_9",1
29,9,829,"29_9",1
30,9,830,"30_9",1
31,9,831,"31_9",1
32,9,832,"32_9",1
33,9,833,"33_9",1
34,9,834,"34_9",1
35,9,835,"35_9",1
36,9,836,"36_9",1
37,9,837,"37_9",1
38,9,838,"38_9",1
39,9,839,"39_9",1
40,9,840,"40_9",1
41,9,841,"41_9",1
42,9,842,"42_9",1
43,9,843,"43_9",1
44,9,844,"44_9",1
45,9,845,"45_9",1
46,9,846,"46_9",1
47,9,847,"47_9",1
48,9,848,"48_9",1
49,9,849,"49_9",1
50,9,850,"50_9",1
51,9,851,"51_9",1
52,9,852,"52_9",1
53,9,853,"53_9",1
54,9,854,"54_9",1
55,9,855,"55_9",1
56,9,856,"56_9",1
57,9,857,"57_9",1
58,9,858,"58_9",1
59,9,859,"59_9",1
60,9,860,"60_9",1
61,9,861,"61_9",1
62,9,862,"62_9",1
63,9,863,"63_9",1
64,9,864,"64_9",1
65,9,865,"65_9",1
66,9,866,"66_9",1
67,9,867,"67_9",1
68,9,868,"68_9",1
69,9,869,"69_9",1
70,9,870,"70_9",1
71,9,871,"71_9",1
72,9,872,"72_9",1
73,9,873,"73_9",1
74,9,874,"74_9",1
75,9,875,"75_9",1
76,9,876,"76_9",1
77,9,877,"77_9",1
78,9,878,"78_9",1
79,9,879,"79_9",1
80,9,880,"80_9",1
81,9,881,"81_9",1
82,9,882,"82_9",1
83,9,883,"83_9",1
84,9,884,"84_9",1
85,9,885,"85_9",1
86,9,886,"86_9",1
87,9,887,"87_9",1
88,9,888,"88_9",1
89,9,889,"89_9",1
90,9,890,"90_9",1
91,9,891,"91_9",1
92,9,892,"92_9",1
93,9,893,"93_9",1
94,9,894,"94_9",1
95,9,895,"95_9",1
96,9,896,"96_9",1
97,9,897,"97_9",1
98,9,898,"98_9",1
99,9,899,"99_9",1
100,9,900,"100_9",1
1,10,901,"1_10",1
2,10,902,"2_10",1
3,10,903,"3_10",1
4,10,904,"4_10",1
5,10,905,"5_10",1
6,10,906,"6_10",1
7,10,907,"7_10",1
8,10,908,"8_10",1
9,10,909,"9_10",1
10,10,910,"10_10",1
11,10,911,"11_10",1
12,10,912,"12_10",1
13,10,913,"13_10",1
14,10,914,"14_10",1
15,10,915,"15_10",1
16,10,916,"16_10",1
17,10,917,"17_10",1
18,10,918,"18_10",1
19,10,919,"19_10",1
20,10,920,"20_10",1
21,10,921,"21_10",1
22,10,922,"22_10",1
23,10,923,"23_10",1
24,10,924,"24_10",1
25,10,925,"25_10",1
26,10,926,"26_10",1
27,10,927,"27_10",1
28,10,928,"28_10",1
29,10,929,"29_10",1
30,10,930,"30_10",1
31,10,931,"31_10",1
32,10,932,"32_10",1
33,10,933,"33_10",1
34,10,934,"34_10",1
35,10,935,"35_10",1
36,10,936,"36_10",1
37,10,937,"37_10",1
38,10,938,"38_10",1
39,10,939,"39_10",1
40,10,940,"40_10",1
41,10,941,"41_10",1
42,10,942,"42_10",1
43,10,943,"43_10",1
44,10,944,"44_10",1
45,10,945,"45_10",1
46,10,946,"46_10",1
47,10,947,"47_10",1
48,10,948,"48_10",1
49,10,949,"49_10",1
50,10,950,"50_10",1
51,10,951,"51_10",1
52,10,952,"52_10",1
53,10,953,"53_10",1
54,10,954,"54_10",1
55,10,955,"55_10",1
56,10,956,"56_10",1
57,10,957,"57_10",1
58,10,958,"58_10",1
59,10,959,"59_10",1
60,10,960,"60_10",1
61,10,961,"61_10",1
62,10,962,"62_10",1
63,10,963,"63_10",1
64,10,964,"64_10",1
65,10,965,"65_10",1
66,10,966,"66_10",1
67,10,967,"67_10",1
68,10,968,"68_10",1
69,10,969,"69_10",1
70,10,970,"70_10",1
71,10,971,"71_10",1
72,10,972,"72_10",1
73,10,973,"73_10",1
74,10,974,"74_10",1
75,10,975,"75_10",1
76,10,976,"76_10",1
77,10,977,"77_10",1
78,10,978,"78_10",1
79,10,979,"79_10",1
80,10,980,"80_10",1
81,10,981,"81_10",1
82,10,982,"82_10",1
83,10,983,"83_10",1
84,10,984,"84_10",1
85,10,985,"85_10",1
86,10,986,"86_10",1
87,10,987,"87_10",1
88,10,988,"88_10",1
89,10,989,"89_10",1
90,10,990,"90_10",1
91,10,991,"91_10",1
92,10,992,"92_10",1
93,10,993,"93_10",1
94,10,994,"94_10",1
95,10,995,"95_10",1
96,10,996,"96_10",1
97,10,997,"97_10",1
98,10,998,"98_10",1
99,10,999,"99_10",1
100,10,1000,"100_10",1
1,11,1001,"1_11",1
2,11,1002,"2_11",1
3,11,1003,"3_11",1
4,11,1004,"4_11",1
5,11,1005,"5_11",1
6,11,1006,"6_11",1
7,11,1007,"7_11",1
8,11,1008,"8_11",1
9,11,1009,"9_11",1
10,11,1010,"10_11",1
11,11,1011,"11_11",1
12,11,1012,"12_11",1
13,11,1013,"13_11",1
14,11,1014,"14_11",1
15,11,1015,"15_11",1
16,11,1016,"16_11",1
17,11,1017,"17_11",1
18,11,1018,"18_11",1
19,11,1019,"19_11",1
20,11,1020,"20_11",1
21,11,1021,"21_11",1
22,11,1022,"22_11",1
23,11,1023,"23_11",1
24,11,1024,"24_11",1
25,11,1025,"25_11",1
26,11,1026,"26_11",1
27,11,1027,"27_11",1
28,11,1028,"28_11",1
29,11,1029,"29_11",1
30,11,1030,"30_11",1
31,11,1031,"31_11",1
32,11,1032,"32_11",1
33,11,1033,"33_11",1
34,11,1034,"34_11",1
35,11,1035,"35_11",1
36,11,1036,"36_11",1
37,11,1037,"37_11",1
38,11,1038,"38_11",1
39,11,1039,"39_11",1
40,11,1040,"40_11",1
41,11,1041,"41_11",1
42,11,1042,"42_11",1
43,11,1043,"43_11",1
44,11,1044,"44_11",1
45,11,1045,"45_11",1
46,11,1046,"46_11",1
47,11,1047,"47_11",1
48,11,1048,"48_11",1
49,11,1049,"49_11",1
50,11,1050,"50_11",1
51,11,1051,"51_11",1
52,11,1052,"52_11",1
53,11,1053,"53_11",1
54,11,1054,"54_11",1
55,11,1055,"55_11",1
56,11,1056,"56_11",1
57,11,1057,"57_11",1
58,11,1058,"58_11",1
59,11,1059,"59_11",1
60,11,1060,"60_11",1
61,11,1061,"61_11",1
62,11,1062,"62_11",1
63,11,1063,"63_11",1
64,11,1064,"64_11",1
65,11,1065,"65_11",1
66,11,1066,"66_11",1
67,11,1067,"67_11",1
68,11,1068,"68_11",1
