"model","period","value","msa","metric"
"homo","before",74.0640297151476,"Philadelphia","SMAPE"
"exp","before",64.5764199837452,"Philadelphia","SMAPE"
"power","before",754.874815072654,"Philadelphia","SMAPE"
"homo","during",50.7005432235685,"Philadelphia","SMAPE"
"exp","during",47.8621457153751,"Philadelphia","SMAPE"
"power","during",538.160645061246,"Philadelphia","SMAPE"
"homo","before",70.5782231764321,"San Francisco","SMAPE"
"exp","before",70.6020961829097,"San Francisco","SMAPE"
"power","before",794.197413245756,"San Francisco","SMAPE"
"homo","during",45.5198586160129,"San Francisco","SMAPE"
"exp","during",43.8331196766351,"San Francisco","SMAPE"
"power","during",491.95974060687,"San Francisco","SMAPE"
"homo","before",63.987876699628,"Seattle","SMAPE"
"exp","before",67.6227563221441,"Seattle","SMAPE"
"power","before",790.521144092507,"Seattle","SMAPE"
"homo","during",48.5905630487434,"Seattle","SMAPE"
"exp","during",50.4927418192768,"Seattle","SMAPE"
"power","during",540.489267037638,"Seattle","SMAPE"
"homo","before",83.2860124263789,"Washington, D.C.","SMAPE"
"exp","before",79.5771723713792,"Washington, D.C.","SMAPE"
"power","before",879.369630520909,"Washington, D.C.","SMAPE"
"homo","during",59.1004389062337,"Washington, D.C.","SMAPE"
"exp","during",55.3782553065202,"Washington, D.C.","SMAPE"
"power","during",589.745930468586,"Washington, D.C.","SMAPE"
"homo","before",0.700050244450073,"Atlanta","SSI"
"exp","before",0.806123886024782,"Atlanta","SSI"
"power","before",0.240595791142033,"Atlanta","SSI"
"homo","during",0.696670512054172,"Atlanta","SSI"
"exp","during",0.802833944868901,"Atlanta","SSI"
"power","during",0.241122771650143,"Atlanta","SSI"
"homo","before",0.735624716216044,"Boston","SSI"
"exp","before",0.771694483410064,"Boston","SSI"
"power","before",0.244229149999318,"Boston","SSI"
"homo","during",0.714658567105733,"Boston","SSI"
"exp","during",0.754136801868971,"Boston","SSI"
"power","during",0.244378458691849,"Boston","SSI"
"homo","before",0.720859563515704,"Chicago","SSI"
"exp","before",0.790365319072855,"Chicago","SSI"
"power","before",0.230724503975631,"Chicago","SSI"
"homo","during",0.707022911754945,"Chicago","SSI"
"exp","during",0.781434395121373,"Chicago","SSI"
"power","during",0.229876535006993,"Chicago","SSI"
"homo","before",0.685201462122387,"Dallas","SSI"
"exp","before",0.794925594917661,"Dallas","SSI"
"power","before",0.230794635014391,"Dallas","SSI"
"homo","during",0.681391892832619,"Dallas","SSI"
"exp","during",0.788675566463885,"Dallas","SSI"
"power","during",0.230384411144275,"Dallas","SSI"
"homo","before",0.641740325547086,"Houston","SSI"
"exp","before",0.75229429159484,"Houston","SSI"
"power","before",0.222540103291709,"Houston","SSI"
"homo","during",0.646620340641352,"Houston","SSI"
"exp","during",0.7533927070839,"Houston","SSI"
"power","during",0.222947721686776,"Houston","SSI"
"homo","before",0.736894474921614,"Los Angeles","SSI"
"exp","before",0.774195469925023,"Los Angeles","SSI"
"power","before",0.23071051248004,"Los Angeles","SSI"
"homo","during",0.7289822944585,"Los Angeles","SSI"
"exp","during",0.762266789836122,"Los Angeles","SSI"
"power","during",0.230095295701178,"Los Angeles","SSI"
"homo","before",0.702082356751367,"Miami","SSI"
"exp","before",0.74619210600566,"Miami","SSI"
"power","before",0.226422513759669,"Miami","SSI"
"homo","during",0.71990900921287,"Miami","SSI"
"exp","during",0.747172238784065,"Miami","SSI"
"power","during",0.226580145522009,"Miami","SSI"
"homo","before",0.517517418278333,"New York","SSI"
"exp","before",0.756337361646103,"New York","SSI"
"power","before",0.235427780743386,"New York","SSI"
"homo","during",0.504716591277064,"New York","SSI"
"exp","during",0.730548427975336,"New York","SSI"
"power","during",0.233455446702668,"New York","SSI"
"homo","before",0.736169343645293,"Philadelphia","SSI"
"exp","before",0.787912611746928,"Philadelphia","SSI"
"power","before",0.237836229040537,"Philadelphia","SSI"
"homo","during",0.72764043476794,"Philadelphia","SSI"
"exp","during",0.776367703062301,"Philadelphia","SSI"
"power","during",0.237468380480752,"Philadelphia","SSI"
"homo","before",0.709640058980998,"San Francisco","SSI"
"exp","before",0.722676231456483,"San Francisco","SSI"
"power","before",0.228838788300628,"San Francisco","SSI"
"homo","during",0.679821705324497,"San Francisco","SSI"
"exp","during",0.719748695254107,"San Francisco","SSI"
"power","during",0.22888947946756,"San Francisco","SSI"
"homo","before",0.770262687358219,"Seattle","SSI"
"exp","before",0.783293748629571,"Seattle","SSI"
"power","before",0.239583375714142,"Seattle","SSI"
"homo","during",0.751142207025137,"Seattle","SSI"
"exp","during",0.767481632652587,"Seattle","SSI"
"power","during",0.237379497808563,"Seattle","SSI"
"homo","before",0.727133375327235,"Washington, D.C.","SSI"
"exp","before",0.768909103160471,"Washington, D.C.","SSI"
"power","before",0.240089179422613,"Washington, D.C.","SSI"
"homo","during",0.722223569868647,"Washington, D.C.","SSI"
"exp","during",0.758469801296427,"Washington, D.C.","SSI"
"power","during",0.239768079411662,"Washington, D.C.","SSI"
"homo","before",0.64634544324983,"Atlanta","CPC"
"exp","before",0.786742524481702,"Atlanta","CPC"
"power","before",0.999908548758111,"Atlanta","CPC"
"homo","during",0.634562100658132,"Atlanta","CPC"
"exp","during",0.779229905129173,"Atlanta","CPC"
"power","during",0.999842234265623,"Atlanta","CPC"
"homo","before",0.658006356921731,"Boston","CPC"
"exp","before",0.689307097044964,"Boston","CPC"
"power","before",0.999978871217021,"Boston","CPC"
"homo","during",0.629524472531586,"Boston","CPC"
"exp","during",0.65608688499417,"Boston","CPC"
"power","during",0.999857055823122,"Boston","CPC"
"homo","before",0.616769919184687,"Chicago","CPC"
"exp","before",0.730920317034591,"Chicago","CPC"
"power","before",0.999970541859566,"Chicago","CPC"
"homo","during",0.596689961181309,"Chicago","CPC"
"exp","during",0.714591932562465,"Chicago","CPC"
"power","during",0.999390607672938,"Chicago","CPC"
"homo","before",0.628263057353474,"Dallas","CPC"
"exp","before",0.758282282016111,"Dallas","CPC"
"power","before",1,"Dallas","CPC"
"homo","during",0.606818007464987,"Dallas","CPC"
"exp","during",0.748768911751459,"Dallas","CPC"
"power","during",0.998367724150519,"Dallas","CPC"
"homo","before",0.55190506851482,"Houston","CPC"
"exp","before",0.694160998465281,"Houston","CPC"
"power","before",0.999934494467879,"Houston","CPC"
"homo","during",0.561203578793783,"Houston","CPC"
"exp","during",0.6968205579671,"Houston","CPC"
"power","during",0.999902527182497,"Houston","CPC"
"homo","before",0.649302550108146,"Los Angeles","CPC"
"exp","before",0.693167535882289,"Los Angeles","CPC"
"power","before",0.999999345226923,"Los Angeles","CPC"
"homo","during",0.637680307913393,"Los Angeles","CPC"
"exp","during",0.670971066770078,"Los Angeles","CPC"
"power","during",0.998891949732812,"Los Angeles","CPC"
"homo","before",0.60860355191558,"Miami","CPC"
"exp","before",0.642495705610578,"Miami","CPC"
"power","before",0.998949216065981,"Miami","CPC"
"homo","during",0.648713624500196,"Miami","CPC"
"exp","during",0.644429403069464,"Miami","CPC"
"power","during",0.999387014858168,"Miami","CPC"
"homo","before",0.355491009372334,"New York","CPC"
"exp","before",0.656092341018022,"New York","CPC"
"power","before",0.999788959862334,"New York","CPC"
"homo","during",0.343792797260149,"New York","CPC"
"exp","during",0.615060986776643,"New York","CPC"
"power","during",0.997132429649508,"New York","CPC"
"homo","before",0.665415913913446,"Philadelphia","CPC"
"exp","before",0.730828533771043,"Philadelphia","CPC"
"power","before",0.999864848917047,"Philadelphia","CPC"
"homo","during",0.641611827336555,"Philadelphia","CPC"
"exp","during",0.700195478238802,"Philadelphia","CPC"
"power","during",0.999509726779238,"Philadelphia","CPC"
"homo","before",0.621896580526139,"San Francisco","CPC"
"exp","before",0.598889026275384,"San Francisco","CPC"
"power","before",0.999992166383397,"San Francisco","CPC"
"homo","during",0.5684680726903,"San Francisco","CPC"
"exp","during",0.594951753250606,"San Francisco","CPC"
"power","during",0.999776343539731,"San Francisco","CPC"
"homo","before",0.719520550536986,"Seattle","CPC"
"exp","before",0.700022924479673,"Seattle","CPC"
"power","before",1,"Seattle","CPC"
"homo","during",0.681075172142679,"Seattle","CPC"
"exp","during",0.671867365862066,"Seattle","CPC"
"power","during",0.996453454556211,"Seattle","CPC"
"homo","before",0.654833519267776,"Washington, D.C.","CPC"
"exp","before",0.691697809237354,"Washington, D.C.","CPC"
"power","before",0.999918026373864,"Washington, D.C.","CPC"
"homo","during",0.663513794332218,"Washington, D.C.","CPC"
"exp","during",0.673276985992338,"Washington, D.C.","CPC"
"power","during",0.999433604911196,"Washington, D.C.","CPC"
"homo","before",0.0810577377040027,"Atlanta","PCC"
"exp","before",0.712948599931855,"Atlanta","PCC"
"power","before",0.712122069715439,"Atlanta","PCC"
"homo","during",0.101158982480792,"Atlanta","PCC"
"exp","during",0.701620467771039,"Atlanta","PCC"
"power","during",0.699242744666414,"Atlanta","PCC"
"homo","before",0.118547549324376,"Boston","PCC"
"exp","before",0.52440676689158,"Boston","PCC"
"power","before",0.532449972376519,"Boston","PCC"
"homo","during",0.0712716241012123,"Boston","PCC"
"exp","during",0.49739867199022,"Boston","PCC"
"power","during",0.503693132517195,"Boston","PCC"
"homo","before",0.0530087809636766,"Chicago","PCC"
"exp","before",0.644498926185798,"Chicago","PCC"
"power","before",0.647906988451054,"Chicago","PCC"
"homo","during",0.0824202686228025,"Chicago","PCC"
"exp","during",0.630946337966812,"Chicago","PCC"
"power","during",0.632812214564495,"Chicago","PCC"
"homo","before",0.0524215844367866,"Dallas","PCC"
"exp","before",0.714934299781603,"Dallas","PCC"
"power","before",0.712883851796373,"Dallas","PCC"
"homo","during",0.0781676740288774,"Dallas","PCC"
"exp","during",0.684047615835548,"Dallas","PCC"
"power","during",0.680480074000586,"Dallas","PCC"
"homo","before",0.0271142833944244,"Houston","PCC"
"exp","before",0.668109536929019,"Houston","PCC"
"power","before",0.668980587928826,"Houston","PCC"
"homo","during",0.036739740827676,"Houston","PCC"
"exp","during",0.669407158189113,"Houston","PCC"
"power","during",0.6705861992458,"Houston","PCC"
"homo","before",0.0854345248422495,"Los Angeles","PCC"
"exp","before",0.575916236896355,"Los Angeles","PCC"
"power","before",0.579688233801773,"Los Angeles","PCC"
"homo","during",0.090849294392783,"Los Angeles","PCC"
"exp","during",0.53992665500032,"Los Angeles","PCC"
"power","during",0.541745983200151,"Los Angeles","PCC"
"homo","before",0.0744397644246921,"Miami","PCC"
"exp","before",0.525260474111312,"Miami","PCC"
"power","before",0.520500740453482,"Miami","PCC"
"homo","during",0.0680580238004031,"Miami","PCC"
"exp","during",0.515299215595993,"Miami","PCC"
"power","during",0.511942969037461,"Miami","PCC"
"homo","before",0.121738414305683,"New York","PCC"
"exp","before",0.559744624324562,"New York","PCC"
"power","before",0.565629620025589,"New York","PCC"
"homo","during",0.0780592840925675,"New York","PCC"
"exp","during",0.485437365059617,"New York","PCC"
"power","during",0.488622109387975,"New York","PCC"
"homo","before",0.0768621096519024,"Philadelphia","PCC"
"exp","before",0.573402771895929,"Philadelphia","PCC"
"power","before",0.571654610031997,"Philadelphia","PCC"
"homo","during",0.0551056879123994,"Philadelphia","PCC"
"exp","during",0.538996937925973,"Philadelphia","PCC"
"power","during",0.53777009999121,"Philadelphia","PCC"
"homo","before",0.0706765597132256,"San Francisco","PCC"
"exp","before",0.622001080547483,"San Francisco","PCC"
"power","before",0.629852467422917,"San Francisco","PCC"
"homo","during",0.0747888420747038,"San Francisco","PCC"
"exp","during",0.605541667190412,"San Francisco","PCC"
"power","during",0.611531489270558,"San Francisco","PCC"
"homo","before",0.113510698530199,"Seattle","PCC"
"exp","before",0.540878629886923,"Seattle","PCC"
"power","before",0.549242624584656,"Seattle","PCC"
"homo","during",0.0834651527780155,"Seattle","PCC"
"exp","during",0.471674214322999,"Seattle","PCC"
"power","during",0.476142174168379,"Seattle","PCC"
"homo","before",0.0887646930771541,"Washington, D.C.","PCC"
"exp","before",0.563063507872302,"Washington, D.C.","PCC"
"power","before",0.568022731882403,"Washington, D.C.","PCC"
"homo","during",0.0590368613050834,"Washington, D.C.","PCC"
"exp","during",0.530660483080758,"Washington, D.C.","PCC"
"power","during",0.533668212411542,"Washington, D.C.","PCC"
"homo","before",-0.0605541022277586,"Atlanta","SRC"
"exp","before",0.754668804450705,"Atlanta","SRC"
"power","before",0.752346775518124,"Atlanta","SRC"
"homo","during",-0.0360800912988277,"Atlanta","SRC"
"exp","during",0.745753153022006,"Atlanta","SRC"
"power","during",0.741675188091183,"Atlanta","SRC"
"homo","before",-0.0227279487256325,"Boston","SRC"
"exp","before",0.562081587595068,"Boston","SRC"
"power","before",0.566165070378215,"Boston","SRC"
"homo","during",-0.0753054120967163,"Boston","SRC"
"exp","during",0.586811110720036,"Boston","SRC"
"power","during",0.589084916996891,"Boston","SRC"
"homo","before",-0.0543456286400105,"Chicago","SRC"
"exp","before",0.622899970970267,"Chicago","SRC"
"power","before",0.618329046715134,"Chicago","SRC"
"homo","during",-0.0251096781157719,"Chicago","SRC"
"exp","during",0.624723184425737,"Chicago","SRC"
"power","during",0.619338094754713,"Chicago","SRC"
"homo","before",-0.0718441500539311,"Dallas","SRC"
"exp","before",0.740019028934831,"Dallas","SRC"
"power","before",0.735531786694344,"Dallas","SRC"
"homo","during",-0.0529577259210843,"Dallas","SRC"
"exp","during",0.721705685976529,"Dallas","SRC"
"power","during",0.714641225932236,"Dallas","SRC"
"homo","before",-0.0910966843312671,"Houston","SRC"
"exp","before",0.721438397886807,"Houston","SRC"
"power","before",0.722123504507189,"Houston","SRC"
"homo","during",-0.0666777813507624,"Houston","SRC"
"exp","during",0.717264576277447,"Houston","SRC"
"power","during",0.716159110778168,"Houston","SRC"
"homo","before",-0.083551733211658,"Los Angeles","SRC"
"exp","before",0.558447391299636,"Los Angeles","SRC"
"power","before",0.555615836168409,"Los Angeles","SRC"
"homo","during",-0.0359398668161143,"Los Angeles","SRC"
"exp","during",0.556322393939475,"Los Angeles","SRC"
"power","during",0.55244967647563,"Los Angeles","SRC"
"homo","before",-0.0432441167423842,"Miami","SRC"
"exp","before",0.649459417608588,"Miami","SRC"
"power","before",0.648242826678445,"Miami","SRC"
"homo","during",-0.0564639762978761,"Miami","SRC"
"exp","during",0.626779257405433,"Miami","SRC"
"power","during",0.62538621205903,"Miami","SRC"
"homo","before",-0.0184945980597655,"New York","SRC"
"exp","before",0.561609718110908,"New York","SRC"
"power","before",0.568832725432193,"New York","SRC"
"homo","during",-0.0592785175720985,"New York","SRC"
"exp","during",0.543457186441567,"New York","SRC"
"power","during",0.548655865540273,"New York","SRC"
"homo","before",-0.0476058817235645,"Philadelphia","SRC"
"exp","before",0.606212405372346,"Philadelphia","SRC"
"power","before",0.60471684307887,"Philadelphia","SRC"
"homo","during",-0.0996201411151277,"Philadelphia","SRC"
"exp","during",0.591291799246762,"Philadelphia","SRC"
"power","during",0.588488599735121,"Philadelphia","SRC"
"homo","before",-0.0414086000701452,"San Francisco","SRC"
"exp","before",0.626615358269676,"San Francisco","SRC"
"power","before",0.627795689556631,"San Francisco","SRC"
"homo","during",-0.0553619959446131,"San Francisco","SRC"
"exp","during",0.63804860053826,"San Francisco","SRC"
"power","during",0.638480428626356,"San Francisco","SRC"
"homo","before",-0.015193121092408,"Seattle","SRC"
"exp","before",0.556418026237269,"Seattle","SRC"
"power","before",0.560788002571775,"Seattle","SRC"
"homo","during",-0.0572084480402029,"Seattle","SRC"
"exp","during",0.565223607882942,"Seattle","SRC"
"power","during",0.568462482075038,"Seattle","SRC"
"homo","before",-0.0520178780590026,"Washington, D.C.","SRC"
"exp","before",0.579663059963612,"Washington, D.C.","SRC"
"power","before",0.580359649462422,"Washington, D.C.","SRC"
"homo","during",-0.0855839515090915,"Washington, D.C.","SRC"
"exp","during",0.587521039346788,"Washington, D.C.","SRC"
"power","during",0.585917041224373,"Washington, D.C.","SRC"
