"model","period","value","msa","metric"
"exp","during",35.0582456732333,"New York","SMAPE"
"power","during",379.737521000398,"New York","SMAPE"
"homo","before",93.0763164672379,"Philadelphia","SMAPE"
"exp","before",80.9128955212579,"Philadelphia","SMAPE"
"power","before",623.605736242431,"Philadelphia","SMAPE"
"homo","during",37.4198224458735,"Philadelphia","SMAPE"
"exp","during",33.8259093647863,"Philadelphia","SMAPE"
"power","during",304.30122651002,"Philadelphia","SMAPE"
"homo","before",88.0309758051531,"San Francisco","SMAPE"
"exp","before",85.1477131141162,"San Francisco","SMAPE"
"power","before",756.842223824227,"San Francisco","SMAPE"
"homo","during",33.0946353571172,"San Francisco","SMAPE"
"exp","during",33.6081482542681,"San Francisco","SMAPE"
"power","during",448.988212273847,"San Francisco","SMAPE"
"homo","before",105.548390485238,"Seattle","SMAPE"
"exp","before",97.8541619242706,"Seattle","SMAPE"
"power","before",707.218628781618,"Seattle","SMAPE"
"homo","during",46.3714976613202,"Seattle","SMAPE"
"exp","during",42.9754474752989,"Seattle","SMAPE"
"power","during",345.983246693378,"Seattle","SMAPE"
"homo","before",101.752638230732,"Washington, D.C.","SMAPE"
"exp","before",88.7710391376052,"Washington, D.C.","SMAPE"
"power","before",699.64424097845,"Washington, D.C.","SMAPE"
"homo","during",43.0589748853992,"Washington, D.C.","SMAPE"
"exp","during",39.1989277798811,"Washington, D.C.","SMAPE"
"power","during",336.37325268174,"Washington, D.C.","SMAPE"
"homo","before",0.554813025602596,"Atlanta","SSI"
"exp","before",0.657851122023467,"Atlanta","SSI"
"power","before",0.225117381520902,"Atlanta","SSI"
"homo","during",0.582662792725448,"Atlanta","SSI"
"exp","during",0.680989846292819,"Atlanta","SSI"
"power","during",0.229348715138395,"Atlanta","SSI"
"homo","before",0.410281935197347,"Boston","SSI"
"exp","before",0.457647678175689,"Boston","SSI"
"power","before",0.223592918641784,"Boston","SSI"
"homo","during",0.390929441884168,"Boston","SSI"
"exp","during",0.481667354113056,"Boston","SSI"
"power","during",0.226311798071877,"Boston","SSI"
"homo","before",0.450774733732198,"Chicago","SSI"
"exp","before",0.547334523803731,"Chicago","SSI"
"power","before",0.206381138774337,"Chicago","SSI"
"homo","during",0.456619725119664,"Chicago","SSI"
"exp","during",0.55555935896924,"Chicago","SSI"
"power","during",0.207017298370299,"Chicago","SSI"
"homo","before",0.522314927923533,"Dallas","SSI"
"exp","before",0.64447457915806,"Dallas","SSI"
"power","before",0.206640432752769,"Dallas","SSI"
"homo","during",0.501840946459438,"Dallas","SSI"
"exp","during",0.658320174570047,"Dallas","SSI"
"power","during",0.208580355295718,"Dallas","SSI"
"homo","before",0.534078858908027,"Houston","SSI"
"exp","before",0.670573586488768,"Houston","SSI"
"power","before",0.210072715428942,"Houston","SSI"
"homo","during",0.570729271095393,"Houston","SSI"
"exp","during",0.68785979057109,"Houston","SSI"
"power","during",0.21004505066234,"Houston","SSI"
"homo","before",0.441999218168074,"Los Angeles","SSI"
"exp","before",0.514413453672159,"Los Angeles","SSI"
"power","before",0.203126895581375,"Los Angeles","SSI"
"homo","during",0.42355581472767,"Los Angeles","SSI"
"exp","during",0.501587442334429,"Los Angeles","SSI"
"power","during",0.205507020179458,"Los Angeles","SSI"
"homo","before",0.489144040275616,"Miami","SSI"
"exp","before",0.610515932165326,"Miami","SSI"
"power","before",0.204822114636082,"Miami","SSI"
"homo","during",0.533853779615353,"Miami","SSI"
"exp","during",0.645883256760319,"Miami","SSI"
"power","during",0.209531406446832,"Miami","SSI"
"homo","before",0.404568479723321,"New York","SSI"
"exp","before",0.336331578300582,"New York","SSI"
"power","before",0.209533793980768,"New York","SSI"
"homo","during",0.392990474299131,"New York","SSI"
"exp","during",0.334093233370668,"New York","SSI"
"power","during",0.210369067769227,"New York","SSI"
"homo","before",0.460222093145643,"Philadelphia","SSI"
"exp","before",0.624743608057981,"Philadelphia","SSI"
"power","before",0.213130983293433,"Philadelphia","SSI"
"homo","during",0.458106534639526,"Philadelphia","SSI"
"exp","during",0.61189766908605,"Philadelphia","SSI"
"power","during",0.215179399619811,"Philadelphia","SSI"
"homo","before",0.277121612703057,"San Francisco","SSI"
"exp","before",0.413465033193837,"San Francisco","SSI"
"power","before",0.198940033334028,"San Francisco","SSI"
"homo","during",0.338922162438614,"San Francisco","SSI"
"exp","during",0.241042970517521,"San Francisco","SSI"
"power","during",0.20075429913106,"San Francisco","SSI"
"homo","before",0.391596822491028,"Seattle","SSI"
"exp","before",0.531084066285776,"Seattle","SSI"
"power","before",0.210540390312872,"Seattle","SSI"
"homo","during",0.405306579500882,"Seattle","SSI"
"exp","during",0.533367839600432,"Seattle","SSI"
"power","during",0.213588552719336,"Seattle","SSI"
"homo","before",0.425944787557561,"Washington, D.C.","SSI"
"exp","before",0.591943791675465,"Washington, D.C.","SSI"
"power","before",0.216483338196569,"Washington, D.C.","SSI"
"homo","during",0.422766474996438,"Washington, D.C.","SSI"
"exp","during",0.564654232521915,"Washington, D.C.","SSI"
"power","during",0.220103738730228,"Washington, D.C.","SSI"
"homo","before",0.467722667203073,"Atlanta","CPC"
"exp","before",0.623706539893098,"Atlanta","CPC"
"power","before",0.995674608161561,"Atlanta","CPC"
"homo","during",0.472572199786536,"Atlanta","CPC"
"exp","during",0.628124249032382,"Atlanta","CPC"
"power","during",0.998906824962854,"Atlanta","CPC"
"homo","before",0.267385487279775,"Boston","CPC"
"exp","before",0.310301941691678,"Boston","CPC"
"power","before",0.988977838674222,"Boston","CPC"
"homo","during",0.246520031565368,"Boston","CPC"
"exp","during",0.325828293472948,"Boston","CPC"
"power","during",0.993052823157294,"Boston","CPC"
"homo","before",0.306406109572481,"Chicago","CPC"
"exp","before",0.406793804727587,"Chicago","CPC"
"power","before",0.997081125427585,"Chicago","CPC"
"homo","during",0.303686189688197,"Chicago","CPC"
"exp","during",0.405888597917896,"Chicago","CPC"
"power","during",0.994881132195841,"Chicago","CPC"
"homo","before",0.420687978716426,"Dallas","CPC"
"exp","before",0.605922725201646,"Dallas","CPC"
"power","before",0.998883795254367,"Dallas","CPC"
"homo","during",0.365901675535416,"Dallas","CPC"
"exp","during",0.589810703952795,"Dallas","CPC"
"power","during",0.994479699493398,"Dallas","CPC"
"homo","before",0.433047251635862,"Houston","CPC"
"exp","before",0.643215331643695,"Houston","CPC"
"power","before",0.998159834737414,"Houston","CPC"
"homo","during",0.462957193238096,"Houston","CPC"
"exp","during",0.64235169436124,"Houston","CPC"
"power","during",0.995742652306914,"Houston","CPC"
"homo","before",0.298078260298239,"Los Angeles","CPC"
"exp","before",0.370340179839561,"Los Angeles","CPC"
"power","before",0.994255670401785,"Los Angeles","CPC"
"homo","during",0.274576044325271,"Los Angeles","CPC"
"exp","during",0.349297437521918,"Los Angeles","CPC"
"power","during",0.993619251872254,"Los Angeles","CPC"
"homo","before",0.35000703447741,"Miami","CPC"
"exp","before",0.511417742585707,"Miami","CPC"
"power","before",0.998542247763991,"Miami","CPC"
"homo","during",0.390486142194934,"Miami","CPC"
"exp","during",0.541719717513004,"Miami","CPC"
"power","during",0.998413573888927,"Miami","CPC"
"homo","before",0.259944158001718,"New York","CPC"
"exp","before",0.204425169442715,"New York","CPC"
"power","before",0.990347464812105,"New York","CPC"
"homo","during",0.247609264250443,"New York","CPC"
"exp","during",0.201972576751147,"New York","CPC"
"power","during",0.989888695205749,"New York","CPC"
"homo","before",0.315107298783811,"Philadelphia","CPC"
"exp","before",0.538646320646829,"Philadelphia","CPC"
"power","before",0.997339428197243,"Philadelphia","CPC"
"homo","during",0.303897904743272,"Philadelphia","CPC"
"exp","during",0.481081525994846,"Philadelphia","CPC"
"power","during",0.995819995720531,"Philadelphia","CPC"
"homo","before",0.16230087274305,"San Francisco","CPC"
"exp","before",0.27015931459254,"San Francisco","CPC"
"power","before",0.997559562241049,"San Francisco","CPC"
"homo","during",0.206736813725897,"San Francisco","CPC"
"exp","during",0.137835731949549,"San Francisco","CPC"
"power","during",0.993983900203493,"San Francisco","CPC"
"homo","before",0.254319903503453,"Seattle","CPC"
"exp","before",0.406361626731525,"Seattle","CPC"
"power","before",0.98990089923846,"Seattle","CPC"
"homo","during",0.260346132972056,"Seattle","CPC"
"exp","during",0.390462060914589,"Seattle","CPC"
"power","during",0.987405647033569,"Seattle","CPC"
"homo","before",0.285889911886211,"Washington, D.C.","CPC"
"exp","before",0.495908187172483,"Washington, D.C.","CPC"
"power","before",0.995158303429131,"Washington, D.C.","CPC"
"homo","during",0.274828396223144,"Washington, D.C.","CPC"
"exp","during",0.424421052251453,"Washington, D.C.","CPC"
"power","during",0.992729852525487,"Washington, D.C.","CPC"
"homo","before",0.0614214381189527,"Atlanta","PCC"
"exp","before",0.534170355285616,"Atlanta","PCC"
"power","before",0.543560785578439,"Atlanta","PCC"
"homo","during",0.119320063388083,"Atlanta","PCC"
"exp","during",0.524659004636623,"Atlanta","PCC"
"power","during",0.534219350402072,"Atlanta","PCC"
"homo","before",0.0379421757786888,"Boston","PCC"
"exp","before",0.357094697432424,"Boston","PCC"
"power","before",0.401315554171483,"Boston","PCC"
"homo","during",0.0406948228097303,"Boston","PCC"
"exp","during",0.36532316049995,"Boston","PCC"
"power","during",0.367742431550617,"Boston","PCC"
"homo","before",0.0323399469906072,"Chicago","PCC"
"exp","before",0.500461693774407,"Chicago","PCC"
"power","before",0.508627525814817,"Chicago","PCC"
"homo","during",0.0734698116868363,"Chicago","PCC"
"exp","during",0.46010405283358,"Chicago","PCC"
"power","during",0.470970220596744,"Chicago","PCC"
"homo","before",0.0387345279416891,"Dallas","PCC"
"exp","before",0.562660402950161,"Dallas","PCC"
"power","before",0.56993812311788,"Dallas","PCC"
"homo","during",0.0682670897295822,"Dallas","PCC"
"exp","during",0.52964933440301,"Dallas","PCC"
"power","during",0.535977249201336,"Dallas","PCC"
"homo","before",0.0392786313987571,"Houston","PCC"
"exp","before",0.58768322568377,"Houston","PCC"
"power","before",0.594691656132303,"Houston","PCC"
"homo","during",0.0860881758820442,"Houston","PCC"
"exp","during",0.580711691193881,"Houston","PCC"
"power","during",0.586576575631715,"Houston","PCC"
"homo","before",0.0439595200470918,"Los Angeles","PCC"
"exp","before",0.445880266413698,"Los Angeles","PCC"
"power","before",0.452880570532529,"Los Angeles","PCC"
"homo","during",0.0735166621417373,"Los Angeles","PCC"
"exp","during",0.439246594088659,"Los Angeles","PCC"
"power","during",0.446885568377086,"Los Angeles","PCC"
"homo","before",0.0454352440841137,"Miami","PCC"
"exp","before",0.439127749416602,"Miami","PCC"
"power","before",0.442646656445019,"Miami","PCC"
"homo","during",0.0743610718542515,"Miami","PCC"
"exp","during",0.481069118139804,"Miami","PCC"
"power","during",0.485388945506209,"Miami","PCC"
"homo","before",0.0604716746865269,"New York","PCC"
"exp","before",0.473118655110832,"New York","PCC"
"power","before",0.484862896033642,"New York","PCC"
"homo","during",0.0443098031939618,"New York","PCC"
"exp","during",0.376799487275162,"New York","PCC"
"power","during",0.38361744926546,"New York","PCC"
"homo","before",0.0463782832006808,"Philadelphia","PCC"
"exp","before",0.495177733638941,"Philadelphia","PCC"
"power","before",0.499542340028891,"Philadelphia","PCC"
"homo","during",0.0609554043681225,"Philadelphia","PCC"
"exp","during",0.421775593328448,"Philadelphia","PCC"
"power","during",0.423505618606186,"Philadelphia","PCC"
"homo","before",0.0247972338556014,"San Francisco","PCC"
"exp","before",0.467073137444195,"San Francisco","PCC"
"power","before",0.477332725967159,"San Francisco","PCC"
"homo","during",0.0287269747878336,"San Francisco","PCC"
"exp","during",0.410092607812827,"San Francisco","PCC"
"power","during",0.442494355850433,"San Francisco","PCC"
"homo","before",0.00768960524310969,"Seattle","PCC"
"exp","before",0.428394212864953,"Seattle","PCC"
"power","before",0.449748930906749,"Seattle","PCC"
"homo","during",0.00723153868882585,"Seattle","PCC"
"exp","during",0.413415275733302,"Seattle","PCC"
"power","during",0.417532489655601,"Seattle","PCC"
"homo","before",0.0524002403551365,"Washington, D.C.","PCC"
"exp","before",0.527006915447293,"Washington, D.C.","PCC"
"power","before",0.533498714203296,"Washington, D.C.","PCC"
"homo","during",0.0694410393291717,"Washington, D.C.","PCC"
"exp","during",0.441576778789758,"Washington, D.C.","PCC"
"power","during",0.448551097621179,"Washington, D.C.","PCC"
"homo","before",-0.0716607586128043,"Atlanta","SRC"
"exp","before",0.56792612756799,"Atlanta","SRC"
"power","before",0.57815892546847,"Atlanta","SRC"
"homo","during",-0.00449001740178155,"Atlanta","SRC"
"exp","during",0.573090040792772,"Atlanta","SRC"
"power","during",0.578018602719458,"Atlanta","SRC"
"homo","before",-0.0688906314497059,"Boston","SRC"
"exp","before",0.415578894613314,"Boston","SRC"
"power","before",0.486574802684491,"Boston","SRC"
"homo","during",-0.079053735754772,"Boston","SRC"
"exp","during",0.476815004486519,"Boston","SRC"
"power","during",0.478797946484237,"Boston","SRC"
"homo","before",-0.097881595695324,"Chicago","SRC"
"exp","before",0.505658024623891,"Chicago","SRC"
"power","before",0.51568185759562,"Chicago","SRC"
"homo","during",-0.0169174254074847,"Chicago","SRC"
"exp","during",0.505318455191308,"Chicago","SRC"
"power","during",0.51932042116228,"Chicago","SRC"
"homo","before",-0.0914329405468539,"Dallas","SRC"
"exp","before",0.569140226649356,"Dallas","SRC"
"power","before",0.578788338652793,"Dallas","SRC"
"homo","during",-0.0325010534503698,"Dallas","SRC"
"exp","during",0.587295996837344,"Dallas","SRC"
"power","during",0.593978842518415,"Dallas","SRC"
"homo","before",-0.0937535481682022,"Houston","SRC"
"exp","before",0.613851137133243,"Houston","SRC"
"power","before",0.625195205043463,"Houston","SRC"
"homo","during",-0.0173181537809482,"Houston","SRC"
"exp","during",0.616714113926501,"Houston","SRC"
"power","during",0.623077955325319,"Houston","SRC"
"homo","before",-0.0791390097405818,"Los Angeles","SRC"
"exp","before",0.499544751329051,"Los Angeles","SRC"
"power","before",0.50856694687239,"Los Angeles","SRC"
"homo","during",-0.0395707169821501,"Los Angeles","SRC"
"exp","during",0.467983713799258,"Los Angeles","SRC"
"power","during",0.475549344318829,"Los Angeles","SRC"
"homo","before",-0.0614541641422067,"Miami","SRC"
"exp","before",0.502211772737411,"Miami","SRC"
"power","before",0.514861964369205,"Miami","SRC"
"homo","during",-0.0334241591733114,"Miami","SRC"
"exp","during",0.491395990784163,"Miami","SRC"
"power","during",0.5015911189879,"Miami","SRC"
"homo","before",-0.050701705647193,"New York","SRC"
"exp","before",0.498143155581505,"New York","SRC"
"power","before",0.509629202566471,"New York","SRC"
"homo","during",-0.0697069554617533,"New York","SRC"
"exp","during",0.459890710461374,"New York","SRC"
"power","during",0.466145083305206,"New York","SRC"
"homo","before",-0.0713998812578894,"Philadelphia","SRC"
"exp","before",0.526959113382845,"Philadelphia","SRC"
"power","before",0.533140932738488,"Philadelphia","SRC"
"homo","during",-0.0517247396292688,"Philadelphia","SRC"
"exp","during",0.499384290333244,"Philadelphia","SRC"
"power","during",0.500852189587406,"Philadelphia","SRC"
"homo","before",-0.0864833257868234,"San Francisco","SRC"
"exp","before",0.505852542368501,"San Francisco","SRC"
"power","before",0.521965377013775,"San Francisco","SRC"
"homo","during",-0.0621178872620284,"San Francisco","SRC"
"exp","during",0.477541463708453,"San Francisco","SRC"
"power","during",0.507141723827094,"San Francisco","SRC"
"homo","before",-0.141851687563156,"Seattle","SRC"
"exp","before",0.451950228149791,"Seattle","SRC"
"power","before",0.482162939532075,"Seattle","SRC"
"homo","during",-0.113447921229708,"Seattle","SRC"
"exp","during",0.486024640203366,"Seattle","SRC"
"power","during",0.489721214098321,"Seattle","SRC"
"homo","before",-0.0963071063982154,"Washington, D.C.","SRC"
"exp","before",0.465382651450667,"Washington, D.C.","SRC"
"power","before",0.476093327577976,"Washington, D.C.","SRC"
"homo","during",-0.0456634750649588,"Washington, D.C.","SRC"
"exp","during",0.463963876248233,"Washington, D.C.","SRC"
"power","during",0.472435707159387,"Washington, D.C.","SRC"
