"model","day","error","msa"
"power","2020-03-30",479.519209425789,"San Francisco"
"power","2020-03-31",429.348516767998,"San Francisco"
"power","2020-04-01",409.800577226541,"San Francisco"
"power","2020-04-02",436.03766900139,"San Francisco"
"power","2020-04-03",420.388094619549,"San Francisco"
"power","2020-04-04",489.822174535747,"San Francisco"
"power","2020-04-05",387.188558868509,"San Francisco"
"homo","2020-02-10",107.627238260866,"Seattle"
"homo","2020-02-11",102.94427497972,"Seattle"
"homo","2020-02-12",108.587808244579,"Seattle"
"homo","2020-02-13",109.218828402147,"Seattle"
"homo","2020-02-14",120.374863062591,"Seattle"
"homo","2020-02-15",100.03193565465,"Seattle"
"homo","2020-02-16",86.6651258185058,"Seattle"
"homo","2020-03-30",42.7552663869806,"Seattle"
"homo","2020-03-31",43.874959822938,"Seattle"
"homo","2020-04-01",48.8316199641035,"Seattle"
"homo","2020-04-02",49.5125448991126,"Seattle"
"homo","2020-04-03",53.0021003583409,"Seattle"
"homo","2020-04-04",46.1216918442835,"Seattle"
"homo","2020-04-05",38.6659981558945,"Seattle"
"exp","2020-02-10",95.9309206165567,"Seattle"
"exp","2020-02-11",93.5119289293776,"Seattle"
"exp","2020-02-12",104.882818991133,"Seattle"
"exp","2020-02-13",100.045593009897,"Seattle"
"exp","2020-02-14",109.63359606327,"Seattle"
"exp","2020-02-15",95.8957713855034,"Seattle"
"exp","2020-02-16",82.2740929120838,"Seattle"
"exp","2020-03-30",39.9004331146165,"Seattle"
"exp","2020-03-31",41.0365719677223,"Seattle"
"exp","2020-04-01",44.7660553736753,"Seattle"
"exp","2020-04-02",45.8214084413736,"Seattle"
"exp","2020-04-03",48.4731809260354,"Seattle"
"exp","2020-04-04",43.2518783888183,"Seattle"
"exp","2020-04-05",36.3194581284847,"Seattle"
"power","2020-02-10",694.551377315798,"Seattle"
"power","2020-02-11",690.1205536665,"Seattle"
"power","2020-02-12",829.378734712892,"Seattle"
"power","2020-02-13",716.383477538669,"Seattle"
"power","2020-02-14",754.062146136846,"Seattle"
"power","2020-02-15",645.680864021641,"Seattle"
"power","2020-02-16",559.936644117562,"Seattle"
"power","2020-03-30",331.063667871927,"Seattle"
"power","2020-03-31",339.876763563948,"Seattle"
"power","2020-04-01",358.912593244108,"Seattle"
"power","2020-04-02",359.400561342314,"Seattle"
"power","2020-04-03",378.174966782441,"Seattle"
"power","2020-04-04",341.929895372634,"Seattle"
"power","2020-04-05",303.173140050144,"Seattle"
"homo","2020-02-10",102.943121274006,"Washington, D.C."
"homo","2020-02-11",100.39405455061,"Washington, D.C."
"homo","2020-02-12",104.057771187742,"Washington, D.C."
"homo","2020-02-13",103.303910318795,"Washington, D.C."
"homo","2020-02-14",113.415583419987,"Washington, D.C."
"homo","2020-02-15",99.3291164205312,"Washington, D.C."
"homo","2020-02-16",86.1653728753347,"Washington, D.C."
"homo","2020-03-30",47.0997396870516,"Washington, D.C."
"homo","2020-03-31",38.3970934380731,"Washington, D.C."
