"day","r2_homo","r2_power","r2_exp","city","yname","grid_size_km","pearson_homo","pearson_power","pearson_exp","spearman_homo","spearman_power","spearman_exp","kendall_homo","kendall_power","kendall_exp"
48,-0.191337186859501,-33.4223875512231,0.277586510286404,"cityB","TO_in_OO",0.5,-1,0.838111244285935,0.836468155120677,-1,0.642826475853064,0.639445009858429,-1,0.525292840175427,0.519103593042967
49,-0.200583422479352,-32.9685951004893,0.267355288004096,"cityB","TO_in_OO",0.5,-1,0.824961952209813,0.823499438743239,-1,0.632789373900508,0.630021683160089,-1,0.516014781145908,0.510197041605954
50,-0.211750437144605,-33.2419129315981,0.221964961810108,"cityB","TO_in_OO",0.5,-0.999999999999999,0.825837136646773,0.824645884927959,-1,0.639835663509734,0.637219110620555,-1,0.522640908962943,0.516988659263457
51,-0.162932840464005,-33.540217192291,0.34530703465334,"cityB","TO_in_OO",0.5,-1,0.842563824673812,0.840703748295892,-1,0.644645525205692,0.640551388173859,-1,0.52728728908213,0.520677950029882
52,-0.16460396224554,-33.5581241610341,0.312310671209336,"cityB","TO_in_OO",0.5,-1,0.845042738044309,0.843222692661248,-1,0.644875383153842,0.641110879240588,-1,0.527518407806028,0.52119883478341
53,-0.16692195632325,-33.4118838397469,0.301783204972308,"cityB","TO_in_OO",0.5,-1,0.840668763784714,0.838937003223171,-1,0.642666507401507,0.63887363682962,-1,0.526168962668378,0.519610716182544
54,-0.159434243861143,-33.3823842957439,0.298337487956684,"cityB","TO_in_OO",0.5,-1,0.843967592794424,0.842186354669067,-1,0.643753628739249,0.640133718807762,-1,0.526600982161463,0.520288053042629
55,-0.186452622226087,-33.4359996878276,0.262298554128362,"cityB","TO_in_OO",0.5,-1,0.835560891243323,0.834154901063849,-1,0.644733697932999,0.641699318620241,-1,0.527304451181523,0.521284469442398
56,-0.193528296463053,-33.1548447162035,0.239255819523448,"cityB","TO_in_OO",0.5,-1,0.829475287508461,0.828250307853935,-1,0.631979230842057,0.629663472447966,-1,0.516099646228174,0.510676424267385
57,-0.162385698896982,-33.6460970313427,0.322488476957131,"cityB","TO_in_OO",0.5,-1,0.845148954941618,0.843340555808817,-1,0.645068853026559,0.641253886235661,-1,0.52782565701305,0.521574216911294
58,-0.165789978580534,-33.5559134511513,0.307393742465577,"cityB","TO_in_OO",0.5,-1,0.844436511401778,0.842583179902632,-1,0.645953774603589,0.642124970368028,-1,0.528507803406718,0.522076736158669
59,-0.161569088988419,-33.3169882028159,0.311592483410179,"cityB","TO_in_OO",0.5,-1,0.842443619288701,0.840535629394363,-1,0.644037383368174,0.640412669447305,-1,0.526579418788007,0.52017313929864
60,-0.164740974718287,-33.5036221218121,0.330305926515219,"cityB","TO_in_OO",0.5,-1,0.84389199470801,0.841923993390531,-1,0.642875750957372,0.639168254307964,-1,0.525988346736401,0.51989424776093
61,-0.160942487893295,-33.4197601431125,0.303117796435982,"cityB","TO_in_OO",0.5,-1,0.846206304576555,0.844280963776045,-1,0.64272671827492,0.639127587273211,-1,0.525991845815213,0.519631127224153
62,-0.185548476906475,-33.2630827428393,0.290530255066145,"cityB","TO_in_OO",0.5,-1,0.836507269650113,0.83480675677048,-1,0.638867009758288,0.635709190340324,-1,0.522371029489763,0.516421399153242
63,-0.197334684168789,-32.8214945156161,0.248976362391387,"cityB","TO_in_OO",0.5,-1,0.824554495295155,0.823200265576223,-1,0.626735075079896,0.624139775339486,-1,0.512450132988124,0.506861297677409
64,-0.160801655544057,-33.4517942895987,0.335565833730876,"cityB","TO_in_OO",0.5,-1,0.843681679364246,0.841754249964791,-1,0.637797799820691,0.634082274713041,-1,0.521896495131567,0.515736696401297
65,-0.161326099759264,-33.4775271349647,0.312913849976728,"cityB","TO_in_OO",0.5,-1,0.845664892589418,0.843716220828849,-1,0.639291793227858,0.63589468789352,-1,0.523567615692621,0.517480714955612
66,-0.160802413922856,-33.1269237897335,0.319618855776908,"cityB","TO_in_OO",0.5,-1,0.842853270974709,0.840728985348889,-1,0.641080018826663,0.637405557698499,-1,0.524611869739866,0.518141712777781
67,-0.162326622018145,-33.3128455999755,0.306501838475566,"cityB","TO_in_OO",0.5,-1,0.843351425085281,0.841475057678962,-1,0.638731923948479,0.635265519915116,-1,0.522384419413778,0.516377595467077
68,-0.154198161859391,-33.2727106214381,0.317804844796562,"cityB","TO_in_OO",0.5,-1,0.845011308424205,0.843060724026911,-1,0.639374040587973,0.635772431342529,-1,0.52362220247036,0.517506321673818
69,-0.174700924426351,-32.2023914406109,0.292156737606882,"cityB","TO_in_OO",0.5,-1,0.820494505959484,0.818548092290369,-1,0.630994784081966,0.628008174567547,-1,0.515291771476841,0.509470566722166
70,-0.181187367712059,-32.5817232623609,0.263343577583738,"cityB","TO_in_OO",0.5,-0.999999999999999,0.823445367914916,0.822099487233262,-1,0.619089595671708,0.61654795945037,-1,0.505964086247975,0.500828138577989
71,-0.165126292213486,-33.7914411574437,0.318327687068723,"cityB","TO_in_OO",0.5,-0.999999999999999,0.846264487245807,0.844619220843753,-1,0.638619721130637,0.634950704998364,-1,0.522572800656011,0.516478403079015
72,-0.163604607767308,-33.4012569786741,0.295317977974718,"cityB","TO_in_OO",0.5,-1,0.84279270388631,0.841082200558737,-1,0.641921285315116,0.638274999918825,-1,0.52561143607697,0.519619230868726
73,-0.165296622939512,-33.4832274091771,0.321363604475578,"cityB","TO_in_OO",0.5,-1,0.843849096605089,0.841907862992208,-1,0.638413041122011,0.634411283504576,-1,0.522785220623507,0.516119477737629
74,-0.162348421889476,-33.5765751404037,0.31790232847772,"cityB","TO_in_OO",0.5,-1,0.846101925645306,0.844249979240376,-1,0.637832377627341,0.634340917496791,-1,0.522126186039154,0.516180494130881
0,-0.00265906243385117,-31.4381583251316,0.158331583013723,"cityB","TO_in_OO",1,-1,0.81941408831996,0.818183063673742,-1,0.691136992501671,0.686695180492817,-1,0.551318133165106,0.544979256298118
1,-0.00288854077316203,-32.5217413431096,0.149475846539759,"cityB","TO_in_OO",1,-1,0.83557734185809,0.834129937083488,-1,0.692237116849359,0.688762937426666,-1,0.552875973810664,0.547539140079712
2,-0.00230603373086136,-31.5664559555128,0.220106488674122,"cityB","TO_in_OO",1,-1,0.854612439558232,0.85174885022318,-1,0.701852634086495,0.696044544298023,-1,0.563755010744779,0.556247289951402
3,-0.00235038622423378,-31.557139792245,0.193132799637386,"cityB","TO_in_OO",1,-1,0.85221742149636,0.849680798655985,-1,0.695950980906621,0.691235556651398,-1,0.558908908114206,0.552085940528427
4,-0.00234139147437751,-31.4561570651459,0.258069211896703,"cityB","TO_in_OO",1,-1,0.850658555223974,0.847273691576484,-1,0.702178068791145,0.695432759007281,-1,0.563682172848958,0.554945627406564
5,-0.00232121807136187,-31.3299792891573,0.178567557402443,"cityB","TO_in_OO",1,-1,0.847848667994213,0.84545365978186,-1,0.704469468371679,0.699835475403352,-1,0.56565276316371,0.559095968649937
6,-0.00256880838160356,-32.3009601287319,0.212443357656338,"cityB","TO_in_OO",1,-1,0.849111517628008,0.846780397906251,-1,0.697231949368839,0.692170606250822,-1,0.559896443749761,0.553124133183158
7,-0.00258594196073014,-31.8444059567518,0.140399714359714,"cityB","TO_in_OO",1,-1,0.838984345484589,0.837389394751006,-1,0.685269272478265,0.68179441404877,-1,0.550205934602228,0.545175049506545
8,-0.00284870940581117,-32.7852140146882,0.101752617137216,"cityB","TO_in_OO",1,-1,0.8395774703547,0.838555163952742,-1,0.703508957842823,0.700748064514864,-1,0.56381261301981,0.558951727260837
9,-0.00236889741326896,-31.563437880021,0.152036772891706,"cityB","TO_in_OO",1,-1,0.854882355356254,0.852670405133347,-1,0.696825736888281,0.692781943240547,-1,0.558698562268712,0.55258157879879
10,-0.00235161345558477,-31.2467811150669,0.214200731455598,"cityB","TO_in_OO",1,-1,0.849419160873658,0.846437725975921,-1,0.703005326878024,0.697762150485469,-1,0.563827689207737,0.556821072158513
11,-0.00239125061325418,-31.3788326073069,0.140450585628184,"cityB","TO_in_OO",1,-1,0.849273119180991,0.847283139051451,-1,0.699069631328421,0.694784670830774,-1,0.560276697632717,0.553880406815674
12,-0.00219206502830271,-31.2605915079731,0.241312634738157,"cityB","TO_in_OO",1,-1,0.842732968062525,0.840066377538016,-1,0.706478969768844,0.700154933773152,-1,0.567598656008711,0.55931188920468
13,-0.00271881803554708,-32.2720265606025,0.142566496056349,"cityB","TO_in_OO",1,-1,0.847229022660864,0.845449287599747,-1,0.692763393207846,0.689463207982039,-1,0.554317058318378,0.548558003034987
14,-0.00281308175623396,-32.4666147727954,0.142755553573639,"cityB","TO_in_OO",1,-1,0.841775731912427,0.840159077671165,-1,0.692080451855303,0.688421203377739,-1,0.553905561304545,0.548250686733203
15,-0.00233237932043218,-31.4799924874032,0.169434122057271,"cityB","TO_in_OO",1,-1,0.854067820734489,0.851659976657876,-1,0.7003938542439,0.695578285047099,-1,0.562443998771068,0.555506079094632
16,-0.00236002075924624,-31.7343652357943,0.192683222190923,"cityB","TO_in_OO",1,-1,0.853323002743991,0.850883258213804,-1,0.700440440051118,0.695423508940425,-1,0.561147759565787,0.554179136932067
17,-0.0023563142346763,-31.5599200100277,0.194153324517642,"cityB","TO_in_OO",1,-1,0.854725259608496,0.852060503188571,-1,0.701677954780938,0.695855687358701,-1,0.562925697337169,0.555397103267896
18,-0.00233206429375943,-31.3253233021184,0.0974903419551294,"cityB","TO_in_OO",1,-1,0.850595776962327,0.849110377077498,-1,0.701237257225589,0.698252759232581,-1,0.563233692409689,0.558369916727605
19,-0.00229938941438657,-31.2612738125363,0.163042874883923,"cityB","TO_in_OO",1,-1,0.848117341420905,0.845922196756347,-1,0.708334761312583,0.703335759070628,-1,0.567776871066612,0.560950410297528
20,-0.00275149184723444,-32.2662160215202,0.124319618765636,"cityB","TO_in_OO",1,-1,0.848454617476144,0.846887184927004,-1,0.699407190284908,0.695683486706534,-1,0.558368057734269,0.552219309102682
21,-0.00297434419273279,-32.5399304197315,0.115520242690456,"cityB","TO_in_OO",1,-1,0.842756503863399,0.841385620236119,-1,0.694054323120179,0.69122364010585,-1,0.554048011333459,0.549120649760069
22,-0.00239115743902429,-31.7428172802503,0.188434740753337,"cityB","TO_in_OO",1,-1,0.856706487519667,0.854151506795741,-1,0.702778187948104,0.69814630903121,-1,0.563988748035706,0.557512313651302
23,-0.00232368350906875,-31.5341746607598,0.204408238772708,"cityB","TO_in_OO",1,-1,0.853279263268429,0.850574563168609,-1,0.705498810111692,0.699945486531435,-1,0.566152457954388,0.558562323661225
24,-0.00236925990727732,-31.5451907463343,0.193539808256836,"cityB","TO_in_OO",1,-1,0.853552892917868,0.850977025778752,-1,0.705720808490753,0.70044382527004,-1,0.565378263680771,0.558356637413752
25,-0.0023580842257438,-31.4453988537654,0.159696739517818,"cityB","TO_in_OO",1,-1,0.853947478485801,0.85170280359236,-1,0.704967059505912,0.700416987437572,-1,0.564763390331299,0.558033042652723
26,-0.00226903470350859,-31.3139403692799,0.253021642223198,"cityB","TO_in_OO",1,-1,0.851256611131181,0.847958864703717,-1,0.703557766676357,0.697098391593343,-1,0.563815853950397,0.555383165160518
27,-0.00255362997200814,-30.721369951668,0.173493524317567,"cityB","TO_in_OO",1,-1,0.827097775292435,0.82486453751932,-1,0.699909738144928,0.695280181569319,-1,0.561180550201903,0.554972031787179
28,-0.00267035676796579,-30.3450975708845,0.120834763022746,"cityB","TO_in_OO",1,-1,0.810866913324393,0.809427989137615,-1,0.696136740473958,0.6930993264147,-1,0.556721420645911,0.551833378406672
29,-0.00311881824794069,-33.226300911329,0.20637932310974,"cityB","TO_in_OO",1,-1,0.85006730217996,0.84779561172713,-1,0.695396340938541,0.690786579380125,-1,0.554953953026387,0.548239687257024
30,-0.00228884382686267,-31.3046451812574,0.129592908131387,"cityB","TO_in_OO",1,-1,0.851235869041777,0.849410109362821,-1,0.706062709670604,0.702552565793143,-1,0.56578215352677,0.560457303372286
31,-0.00234680659550701,-31.5553972691527,0.245204912842327,"cityB","TO_in_OO",1,-1,0.85224958970664,0.849127264788736,-1,0.705475159546256,0.699624036647181,-1,0.565573510022519,0.557867730273065
32,-0.00236257698023268,-31.414923649941,0.166232433684871,"cityB","TO_in_OO",1,-1,0.849980888174055,0.847723308294616,-1,0.699100765348897,0.694696620666732,-1,0.560319436924398,0.553875597747289
33,-0.00226281446899845,-31.1413550078638,0.207197581730224,"cityB","TO_in_OO",1,-1,0.850024708138016,0.847202159822952,-1,0.70047037431465,0.694799304562453,-1,0.561688248780568,0.55387266818653
34,-0.00267179952475338,-32.2555482526226,0.106519654495606,"cityB","TO_in_OO",1,-1,0.847585679454263,0.846246565083467,-1,0.692773286962861,0.689684118894497,-1,0.554160059416315,0.548938619303329
35,-0.00295908825798286,-32.2948152381242,0.100516476328674,"cityB","TO_in_OO",1,-1,0.839177824904107,0.837931745186283,-1,0.691469107213594,0.688927679150808,-1,0.550982238399194,0.546237611373351
36,-0.00240041136547786,-31.5398741274321,0.234911862891538,"cityB","TO_in_OO",1,-1,0.853153963163221,0.850144419616836,-1,0.699315513779142,0.693887346018588,-1,0.559340936766632,0.551644503113497
37,-0.00297817577708148,-32.8247000064925,0.138316762920352,"cityB","TO_in_OO",1,-1,0.849055479999655,0.847490909192516,-1,0.701713259962879,0.698258114821253,-1,0.560290355169466,0.554545591934713
38,-0.00233876220222551,-31.4666677088641,0.224153343687292,"cityB","TO_in_OO",1,-1,0.852103819126412,0.849156694849537,-1,0.703301898199017,0.698200637454802,-1,0.563643588026876,0.55651212989755
39,-0.00230500895282715,-31.7932929102584,0.258208024584675,"cityB","TO_in_OO",1,-1,0.860507181451545,0.857062140699713,-1,0.70301424312586,0.69673563671318,-1,0.565279115583054,0.557175159863127
40,-0.00229082182091522,-31.3734772392832,0.253690128315631,"cityB","TO_in_OO",1,-1,0.85323738686555,0.849849459282829,-1,0.706781449726711,0.700638098817743,-1,0.567482394348965,0.559457882049148
41,-0.00251295517085492,-32.0209285223933,0.197023515602196,"cityB","TO_in_OO",1,-1,0.853483629827533,0.851093302298213,-1,0.696363454498497,0.691772033247333,-1,0.556915165558557,0.550271648798627
42,-0.00260313030606873,-32.0126894100087,0.116742831730462,"cityB","TO_in_OO",1,-1,0.853635184334338,0.851984335540726,-1,0.685338153245742,0.682608955110347,-1,0.54703952754628,0.541882920632897
43,-0.00236776821010998,-31.7498939683518,0.209171546967613,"cityB","TO_in_OO",1,-1,0.856160536524623,0.853454056894137,-1,0.704150002364914,0.698803520358077,-1,0.563663283797811,0.55635637930855
44,-0.00236646564643439,-31.8219164394592,0.102557968271218,"cityB","TO_in_OO",1,-1,0.858824374831661,0.857296581706348,-1,0.698794307484206,0.69643137492682,-1,0.558764921358151,0.554092902843271
45,-0.00237194474212976,-31.7086473187143,0.205269777649491,"cityB","TO_in_OO",1,-1,0.855713334192719,0.853022939830826,-1,0.7020584419001,0.697063605491107,-1,0.562339870574093,0.555225498863768
46,-0.00229893124114233,-31.385819871122,0.168198676151137,"cityB","TO_in_OO",1,-1,0.851889363675155,0.849611920101873,-1,0.700558703577325,0.696176223004476,-1,0.561861824619409,0.555404649400416
47,-0.00226663755213252,-31.3276474418899,0.271056926284113,"cityB","TO_in_OO",1,-1,0.849641650481355,0.846245008600162,-1,0.698925197397256,0.69238889778527,-1,0.56000360146788,0.551356628395818
48,-0.00275068723830629,-32.1723856335912,0.131870205269866,"cityB","TO_in_OO",1,-1,0.842614017636306,0.841109919046973,-1,0.69595581803398,0.692523587061332,-1,0.556194282108425,0.550502257398594
49,-0.00293646374509371,-32.5651646299919,0.128696731624673,"cityB","TO_in_OO",1,-1,0.84153604970758,0.840139875654891,-1,0.6869624532424,0.683667133825936,-1,0.546909351729868,0.541277302534499
50,-0.00311232623801283,-33.2873158510559,0.148766994423923,"cityB","TO_in_OO",1,-1,0.84872001194614,0.847126456820087,-1,0.693919660441098,0.690042102491151,-1,0.554530205066662,0.548578558687138
51,-0.00236164480298529,-31.8049013398644,0.217837930503243,"cityB","TO_in_OO",1,-1,0.857973390426788,0.855093163535102,-1,0.702920609734261,0.6973186723495,-1,0.563248088518582,0.555677671227502
52,-0.00236641472872434,-31.6344632785684,0.206452139960954,"cityB","TO_in_OO",1,-1,0.853585892927403,0.850881450063839,-1,0.70095664437848,0.694932138410346,-1,0.562021565741153,0.554090174600147
53,-0.00242008091792623,-31.8515337191033,0.240677384872012,"cityB","TO_in_OO",1,-1,0.852751916727987,0.849784310620062,-1,0.69872716261759,0.692560688685194,-1,0.560329237380824,0.552126956011723
54,-0.00230441668793957,-31.5060047098727,0.260570786363697,"cityB","TO_in_OO",1,-1,0.852511178202442,0.849172130766128,-1,0.698243937205771,0.691624524370945,-1,0.560151694494505,0.551491787931783
55,-0.00269761288966897,-32.409083119662,0.158010425462668,"cityB","TO_in_OO",1,-1,0.84753499331514,0.845798425155848,-1,0.699812911001364,0.695968475110746,-1,0.559530244791091,0.553606574617461
56,-0.00282688031704192,-32.4781100973416,0.187740873525003,"cityB","TO_in_OO",1,-1,0.846838809060933,0.844838310351076,-1,0.68615032375702,0.682261757280839,-1,0.54688419657669,0.54060460139226
57,-0.00235282456760832,-31.9833327084509,0.295940532851512,"cityB","TO_in_OO",1,-1,0.859432343975962,0.855758693134791,-1,0.703441176980585,0.69626509252524,-1,0.56425532415259,0.555333838267095
58,-0.0024005895958088,-31.9137486731578,0.226448066490537,"cityB","TO_in_OO",1,-1,0.856123828724717,0.853303351975059,-1,0.699103923087716,0.693615096832915,-1,0.560146326359402,0.552850973179245
59,-0.00233985775778889,-31.5229520364625,0.191768191815807,"cityB","TO_in_OO",1,-1,0.852153458495943,0.849701707181113,-1,0.694693842292125,0.689396753291956,-1,0.556310012430802,0.548991215056789
60,-0.00237875412281441,-31.7099669862094,0.265965573160256,"cityB","TO_in_OO",1,-1,0.854444455200049,0.85102418727122,-1,0.698622755599243,0.692527615073855,-1,0.560355214789997,0.552643922462723
61,-0.00232536616129164,-31.5139570944882,0.167609395880876,"cityB","TO_in_OO",1,-1,0.851744352699847,0.849513659128209,-1,0.696967084321544,0.692899389310949,-1,0.559033502196694,0.552708428768519
62,-0.002688694090621,-32.0871171007071,0.123984779508775,"cityB","TO_in_OO",1,-1,0.846099965844533,0.844537167155607,-1,0.695604295011795,0.692817404139335,-1,0.556462444692202,0.551314920409188
63,-0.00290053013592217,-32.2569494980075,0.134400159470326,"cityB","TO_in_OO",1,-1,0.84067558396484,0.839114487301496,-1,0.684415321925258,0.681157163697914,-1,0.546835339507706,0.541251199155407
64,-0.00232229394820083,-31.6097650818126,0.198806296620475,"cityB","TO_in_OO",1,-1,0.853141357803321,0.850550338548751,-1,0.694686239697624,0.689535469696254,-1,0.558397800525233,0.551149027901183
65,-0.0023349956799763,-31.6864305941315,0.177162901686119,"cityB","TO_in_OO",1,-1,0.854984233018027,0.852627901617711,-1,0.696591334553348,0.691696724332646,-1,0.560052038750012,0.552940921005227
66,-0.00233750685898015,-31.3147890020527,0.279715624996926,"cityB","TO_in_OO",1,-1,0.849068753238356,0.845357589784639,-1,0.70112239244215,0.694075496615146,-1,0.562271149422824,0.553123859941307
67,-0.00235375471211352,-31.5192253177807,0.206972236242708,"cityB","TO_in_OO",1,-1,0.850771822230295,0.848084345380209,-1,0.694126235483028,0.688713339823809,-1,0.556639358527536,0.549232511616742
68,-0.00223332314515345,-31.2367502556952,0.204285537118414,"cityB","TO_in_OO",1,-1,0.84890954294137,0.846201718828102,-1,0.700442059580618,0.694919744333645,-1,0.56313578163951,0.555548844123669
69,-0.00259482617853113,-32.0204697666039,0.159404963954425,"cityB","TO_in_OO",1,-1,0.833192803466873,0.83180526235037,-1,0.691375073218066,0.687623859636631,-1,0.551834004147885,0.545826269436995
70,-0.00267941877580813,-32.0218175774667,0.196367717444361,"cityB","TO_in_OO",1,-1,0.841391383233215,0.839166713702167,-1,0.684581863756931,0.680197597541088,-1,0.54889938182665,0.542344408201544
71,-0.00238321741540903,-32.0016957969404,0.236334031853272,"cityB","TO_in_OO",1,-1,0.860851016285467,0.857749404547439,-1,0.697698691992492,0.691897008870719,-1,0.561095652191926,0.553300945345901
72,-0.00237596320431677,-31.7002865792,0.198469897433345,"cityB","TO_in_OO",1,-1,0.854936133262616,0.852324805182965,-1,0.699856130686219,0.695176406291319,-1,0.56234290349527,0.555696509191283
73,-0.00239245978815439,-31.8115548999316,0.262665819916347,"cityB","TO_in_OO",1,-1,0.854643639767895,0.851335788969554,-1,0.693822316974149,0.687946898213331,-1,0.557355412643253,0.549114257141854
74,-0.00234659664009951,-31.7425279230265,0.276179073824237,"cityB","TO_in_OO",1,-1,0.855776856173336,0.852208736490329,-1,0.699595517220164,0.69233210548194,-1,0.562652604000464,0.55370450550515
0,-0.0442367776571011,-28.9607177938209,-0.0166197395271792,"cityB","TO_in_OO",2,-1,0.798033201845547,0.79754238997548,-1,0.712615941687092,0.711654070928281,-1,0.545959926346272,0.544452444153308
1,-0.0473150311343473,-30.2854504759372,0.0798764830387256,"cityB","TO_in_OO",2,-1,0.817254158842418,0.815809330083884,-1,0.722021543803315,0.719351872384097,-1,0.55604970680241,0.552639049228127
2,-0.0367180518710195,-27.8986992463271,0.357664607902152,"cityB","TO_in_OO",2,-1,0.798006784596374,0.791910851190556,-1,0.733256471126467,0.721137909531349,-1,0.570607574443837,0.558045415798669
3,-0.0374988904847349,-28.0714789167805,0.147998219458641,"cityB","TO_in_OO",2,-1,0.796734539802061,0.794262325169092,-1,0.733581034213643,0.728706319499246,-1,0.568889601246513,0.563476141519988
4,-0.0375019938549834,-28.1067841609564,0.228308332476395,"cityB","TO_in_OO",2,-1,0.795935425459176,0.792364065065314,-1,0.722496971248175,0.715414138435429,-1,0.560406718242127,0.552665019191855
5,-0.0371405058691812,-27.9942156983103,-0.003366670584529,"cityB","TO_in_OO",2,-1,0.793005234322679,0.79244791628079,-1,0.732713181928816,0.731560236505463,-1,0.568703305947979,0.566941511022291
6,-0.0411312629117884,-29.1966343135437,0.238703364963812,"cityB","TO_in_OO",2,-1,0.807631651645803,0.804062591438348,-1,0.724938985062273,0.717186086081184,-1,0.562129109248076,0.554061382824401
7,-0.0423221628373789,-29.2782394004274,0.0270010154307557,"cityB","TO_in_OO",2,-1,0.806347719211598,0.805426029955598,-1,0.719939517123404,0.717985026009767,-1,0.559138128923626,0.556681150221965
8,-0.0467129253331968,-30.5293396417538,-0.0242015294698235,"cityB","TO_in_OO",2,-1,0.821412293865636,0.82101559284401,-1,0.730709559815827,0.729759621918954,-1,0.567317705212575,0.565653548753458
9,-0.0378986714813463,-28.2510384517125,-0.000172364531750624,"cityB","TO_in_OO",2,-1,0.797209688308821,0.796601472595819,-1,0.727546307041342,0.726134912277939,-1,0.563386223035136,0.561371705357721
10,-0.0376121176196622,-27.9003811412717,0.220703110142392,"cityB","TO_in_OO",2,-1,0.78897302302864,0.785636538139919,-1,0.729896889086561,0.722464945836334,-1,0.564569441904977,0.556841761354031
11,-0.0383514132406355,-28.0352440623022,-0.0197969647066083,"cityB","TO_in_OO",2,-1,0.79062169163629,0.79022116554973,-1,0.730363342758099,0.729599294266419,-1,0.563630646993193,0.562238175410433
12,-0.0352543219428156,-27.7439638440617,0.126242932179491,"cityB","TO_in_OO",2,-1,0.794259356523229,0.792196631011605,-1,0.733224421398317,0.729219591574355,-1,0.56737157990582,0.562919701534153
13,-0.0438978713605978,-29.701757580947,0.0930224432741191,"cityB","TO_in_OO",2,-1,0.803327080105453,0.80179363388213,-1,0.715875592606182,0.713145485570415,-1,0.549382583713276,0.546125092813052
14,-0.0458905651247044,-30.2274766307041,-0.0135046052737418,"cityB","TO_in_OO",2,-1,0.814072110315118,0.813554715422801,-1,0.713582144776177,0.712727134715803,-1,0.548877418668556,0.547438299188682
15,-0.0372695402899641,-28.069881443519,0.0999190550242375,"cityB","TO_in_OO",2,-1,0.794727255839611,0.792950097828086,-1,0.729627933752001,0.726195693313939,-1,0.565602256046573,0.561766105432319
16,-0.0375905000604562,-28.2119304080487,-0.00570504107409331,"cityB","TO_in_OO",2,-1,0.799126701730503,0.798557838229428,-1,0.728787281327461,0.727639203917988,-1,0.564572427928188,0.562859029000632
17,-0.0375815292371049,-28.0647710348274,-0.00135542978652259,"cityB","TO_in_OO",2,-1,0.797174249294422,0.79655638185153,-1,0.723851787647918,0.722316709577247,-1,0.562133324538925,0.559976805003119
18,-0.0372136767477251,-27.8270439770614,-0.0107381433932774,"cityB","TO_in_OO",2,-1,0.789894064501958,0.789396657543555,-1,0.734785433268657,0.733633626020079,-1,0.570420087134617,0.568564696388327
19,-0.0366652297047427,-27.7352474388102,0.197652252070259,"cityB","TO_in_OO",2,-1,0.789212168248275,0.78611904072292,-1,0.73401214223362,0.727022312251647,-1,0.568638443432006,0.561588450209888
20,-0.0442420102970527,-29.3937018714282,0.0418976200465822,"cityB","TO_in_OO",2,-1,0.80124484120228,0.800085002713944,-1,0.722407723123352,0.720364709960093,-1,0.55523948234094,0.552760552953072
21,-0.048465912448785,-30.0044289778928,0.048811686905478,"cityB","TO_in_OO",2,-1,0.80976601352535,0.808506516070047,-1,0.71934567390598,0.717303917431439,-1,0.552258181995804,0.549572748625897
22,-0.037905668293936,-28.0826980617844,0.193971500531828,"cityB","TO_in_OO",2,-1,0.797087621242457,0.793899462245282,-1,0.734187347696561,0.728625378651381,-1,0.567796918568479,0.562255103697473
23,-0.0369829907612351,-27.9032875519528,0.106829407601912,"cityB","TO_in_OO",2,-1,0.796409459182894,0.794413607154191,-1,0.739003392150548,0.735172695014236,-1,0.573386185526077,0.568762710573681
24,-0.0378501403522484,-27.9285729310088,0.354046567450309,"cityB","TO_in_OO",2,-1,0.796644104985252,0.790602962074326,-1,0.734171742569955,0.723453818238135,-1,0.570515274286471,0.559779734932211
25,-0.0378021160713138,-27.8818579889399,0.178276802625979,"cityB","TO_in_OO",2,-1,0.795458215345733,0.792374415103058,-1,0.731149900385426,0.7259436113202,-1,0.565245604256248,0.559516920770544
26,-0.0361111636696878,-27.6188212175871,0.179606907577623,"cityB","TO_in_OO",2,-1,0.791558708751324,0.788599653876057,-1,0.73018261016201,0.723370722362269,-1,0.564395422533554,0.557321296073379
27,-0.0420388467701898,-28.3059436863172,0.102006132527971,"cityB","TO_in_OO",2,-1,0.783991860719543,0.782258179788327,-1,0.725237566271201,0.72126021492649,-1,0.56301348237693,0.558491820246401
28,-0.0449741685752996,-28.519504230031,0.220438108413135,"cityB","TO_in_OO",2,-1,0.778052307996286,0.775072088459048,-1,0.721755979227287,0.714707745475129,-1,0.555156581626677,0.547425683699579
29,-0.0507853786675192,-30.9830392388118,-0.0200719974187809,"cityB","TO_in_OO",2,-1,0.82325548248374,0.822733423502432,-1,0.722125119167558,0.721190792727077,-1,0.552502572676321,0.55097628204181
30,-0.0367128610857386,-27.7897694741356,0.0803508030965147,"cityB","TO_in_OO",2,-1,0.795869402804465,0.794201176612334,-1,0.733282916215051,0.729905226919259,-1,0.567798435431099,0.564078723602956
31,-0.0375714717369364,-27.9997514614029,-0.0127214063879588,"cityB","TO_in_OO",2,-1,0.798966230659702,0.798442862003945,-1,0.733554200947667,0.732628848246359,-1,0.568503550731909,0.567014914645533
32,-0.0379646369568138,-28.0256142504518,-0.026161375142161,"cityB","TO_in_OO",2,-1,0.796097009714171,0.795742488790972,-1,0.732165880290435,0.731606278682517,-1,0.567205389228452,0.565979593694436
33,-0.0362332038272428,-27.6173445332275,0.304486927347746,"cityB","TO_in_OO",2,-1,0.790228212861926,0.785216556956495,-1,0.729177695025564,0.719607033141887,-1,0.564999947029724,0.555168825084088
34,-0.0430268531732174,-29.2610560372278,0.181194230297161,"cityB","TO_in_OO",2,-1,0.80673983107905,0.803755175788495,-1,0.717371058115103,0.71196441514601,-1,0.552382511822354,0.546432389475139
