"urban_fips","urban_name","total_population","male_population","female_population","age_under_18","age_65_and_over","white_population","black_population","asian_population","hispanic_population","median_household_income","per_capita_income","poverty_population","total_housing_units","owner_occupied_housing_units","renter_occupied_housing_units","median_home_value","high_school_graduate","bachelors_degree","graduate_or_professional_degree","mean_commute_time","car_commute","public_transit_commute","walk_commute","work_from_home","families_with_children","single_parent_families","broadband_internet"
"77932","St. Marys--Kingsland, GA Urban Cluster (2010)",37376,19495,17881,1564,219,26919,6741,903,3228,54655,29543,5503,14820,7395,5953,165400,6098,3585,178,17734,16128,13,1334,368,5425,1627,11448
"77986","St. Pauls, NC Urban Cluster (2010)",2929,1532,1397,234,38,1505,506,0,977,32679,18843,519,1317,708,408,93100,542,128,19,1086,1045,0,35,5,292,104,691
"77014","Rutland, VT Urban Cluster (2010)",19510,9586,9924,503,249,18779,265,261,376,47806,29726,2215,10001,5046,3883,156000,4552,2857,76,9448,8518,207,616,223,1582,381,6806
"77027","Sabetha, KS Urban Cluster (2010)",2497,1198,1299,114,12,2418,20,0,88,54662,29344,156,1311,673,409,105800,562,335,25,1216,1132,9,72,15,367,26,847
"77041","Sabina, OH Urban Cluster (2010)",2603,1279,1324,72,35,2397,0,7,72,36445,21684,651,1206,592,485,82400,670,106,0,963,963,0,0,36,316,113,850
"77068","Sacramento, CA Urbanized Area (2010)",1849516,900905,948611,60312,17156,1134317,156144,267477,397976,71559,35031,246944,694703,389014,273861,375400,233737,273947,14093,781696,730341,19183,13802,57551,226948,45018,587513
"77095","Safford, AZ Urban Cluster (2010)",19274,9608,9666,777,178,17844,402,176,7292,52686,21444,3400,7794,4306,2141,153400,2326,1361,13,7633,7516,6,90,383,2470,542,5060
"77149","Saginaw, MI Urbanized Area (2010)",119736,56260,63476,3613,1285,75733,34195,1885,12891,39902,24667,27849,56996,31474,18844,77800,21628,10000,565,47406,45201,295,1215,1501,14169,5274,38403
"77161","Sahuarita--Green Valley, AZ Urban Cluster (2010)",44076,20398,23678,1211,540,40664,748,650,10581,60019,34069,3067,24895,16432,3606,180500,6361,8059,541,12256,11898,31,133,590,3781,527,17367
"77176","St. Albans, VT Urban Cluster (2010)",8925,4183,4742,246,64,8316,149,103,174,56650,31540,1076,4092,2183,1538,188200,1730,1254,64,4290,4103,3,148,213,1244,323,3006
"77203","St. Anthony, ID Urban Cluster (2010)",3436,1906,1530,116,12,2969,5,24,659,45441,17180,535,1207,660,400,124100,407,208,13,1221,1147,0,50,77,453,88,878
"77230","St. Augustine, FL Urbanized Area (2010)",78609,37515,41094,1917,1314,69039,6067,863,5205,58712,35911,10207,42160,22774,8400,255900,12954,12827,1150,33150,30865,44,752,2809,6411,1315,25289
"74827","Ridgecrest, CA Urban Cluster (2010)",32388,16164,16224,731,165,24558,1933,1737,6756,69348,32697,4538,13947,7703,4538,179700,4170,4134,143,12874,12151,16,297,698,3959,1038,10058
"77284","St. Charles, MN Urban Cluster (2010)",2994,1396,1598,98,17,2515,0,386,89,71583,31592,173,1166,796,310,160700,505,426,0,1512,1387,32,93,50,348,67,914
"77311","St. Clair, MO Urban Cluster (2010)",5732,2791,2941,312,51,5507,30,12,30,41712,21900,1044,2914,1320,1048,116400,979,297,4,2539,2532,0,2,54,766,200,1745
"77338","St. Cloud, MN Urbanized Area (2010)",115882,58002,57880,3700,1079,94799,12341,3459,3595,52721,28367,20258,47142,24246,20890,165600,14517,15013,1233,58496,53781,1384,2250,2325,13166,3292,37946
"77365","Ste. Genevieve, MO Urban Cluster (2010)",4226,2234,1992,80,59,3675,350,84,34,53472,27850,559,1840,1243,486,123500,1044,409,22,1870,1790,0,11,111,465,129,1232
"77392","St. Francis, MN Urban Cluster (2010)",6537,3225,3312,275,53,6125,108,12,238,83429,32013,456,2344,1910,332,216400,1156,578,10,3344,3247,36,18,177,920,160,2006
"77446","St. George, UT Urbanized Area (2010)",110673,53912,56761,3832,1542,98113,812,933,13620,59307,29788,13326,45463,26168,12901,274100,13993,12980,1137,42981,40782,351,637,3697,13045,2201,33613
"77500","St. Helena, CA Urban Cluster (2010)",6918,3193,3725,160,169,5698,96,144,2042,90141,63341,514,3758,1832,1225,1072800,833,1585,155,3201,2786,35,250,291,696,164,2778
"77527","St. Helens, OR Urban Cluster (2010)",26359,13201,13158,852,320,24333,122,396,1785,62197,31807,3379,10662,6788,3227,253300,4570,2375,101,11060,10512,95,283,886,3326,787,8840
"77554","St. Ignace, MI Urban Cluster (2010)",2293,1125,1168,55,28,1442,99,37,32,41474,27306,319,1415,715,505,108200,550,195,18,1064,902,33,63,11,200,43,1003
"77581","St. James, MN Urban Cluster (2010)",4439,2248,2191,193,8,3555,4,0,1860,48100,24333,671,1958,1241,519,82300,1181,259,8,1937,1804,8,125,82,548,100,1113
"77608","St. James, MO Urban Cluster (2010)",4068,2063,2005,172,51,3810,25,41,207,42463,20830,730,1843,874,788,92500,727,384,23,1885,1872,0,0,9,627,201,1265
"77618","St. James, NC Urban Cluster (2010)",3579,1774,1805,0,82,3579,0,0,81,89183,52327,114,2167,1643,114,390300,535,1203,118,519,500,0,19,210,60,0,1713
"77635","St. Johns, AZ Urban Cluster (2010)",2139,1103,1036,65,0,1622,103,0,1089,31935,13863,584,928,399,239,76100,278,46,0,505,478,0,27,29,249,79,316
"77662","St. Johns, MI Urban Cluster (2010)",8668,4199,4469,215,76,8321,125,42,114,56063,28548,997,3655,2305,1053,121500,1613,1069,34,3982,3745,46,177,101,1045,282,2865
"77689","St. Johnsbury, VT Urban Cluster (2010)",4736,2322,2414,105,62,4642,15,22,94,34120,22486,957,2430,988,1183,137900,1033,524,7,1955,1775,0,153,112,549,208,1677
"57196","Milford, DE Urban Cluster (2010)",20036,9903,10133,773,219,14060,4063,205,2906,54485,27511,2200,8443,4964,2719,197700,3698,1776,70,8671,8337,85,145,710,2596,758,5956
"57206","Milford, NJ--PA Urban Cluster (2010)",2929,1375,1554,47,59,2817,16,57,88,87440,42465,220,1388,843,386,273500,592,627,41,1489,1338,30,106,118,353,90,1066
"57223","Milledgeville, GA Urban Cluster (2010)",29196,14354,14842,665,234,14633,13349,483,727,33407,18575,8248,13718,4682,5783,125300,5098,2010,203,10048,9375,121,386,223,2314,822,7253
"57250","Millen, GA Urban Cluster (2010)",2765,1197,1568,135,71,1088,1573,0,104,25947,13278,1021,1501,656,414,54800,597,114,0,795,766,0,29,49,238,88,448
"57277","Millersburg, OH Urban Cluster (2010)",2965,1230,1735,60,16,2885,23,0,29,48047,24895,307,1399,670,602,108900,1083,219,0,1512,1435,0,62,18,305,86,992
"57304","Millersburg, PA Urban Cluster (2010)",4266,2058,2208,78,32,4125,35,105,32,50993,28716,455,2141,1177,720,119500,1186,515,0,2091,1955,0,103,28,416,96,1433
"57331","Millinocket, ME Urban Cluster (2010)",3794,1627,2167,0,70,3724,0,0,225,29318,27701,483,2682,1419,635,58800,1495,204,19,1075,1041,0,34,162,300,150,1605
"57358","Millsboro, DE Urban Cluster (2010)",10214,4754,5460,358,68,7450,1929,298,936,51265,27165,1640,4394,2770,965,231700,2308,715,17,4177,3993,0,131,203,1430,386,3059
"57368","Millsboro, PA Urban Cluster (2010)",3563,2689,874,28,33,2282,1083,0,180,31694,9762,341,810,366,250,56500,812,82,1,411,403,0,8,14,259,138,490
"57385","Millstadt, IL Urban Cluster (2010)",3718,1853,1865,193,22,3698,20,0,95,74242,37029,284,1456,1133,323,167600,626,499,6,2032,1996,0,0,16,485,103,1270
"34624","Grayling, MI Urban Cluster (2010)",3844,1853,1991,88,51,3566,94,96,162,34512,22436,892,1790,944,653,87700,796,348,26,1418,1298,10,97,67,525,140,1300
"34651","Grayson, KY Urban Cluster (2010)",5417,2505,2912,142,60,5104,123,0,271,32642,18838,961,2492,1255,687,134600,1258,243,22,1786,1560,0,218,99,473,136,1143
"34678","Great Barrington, MA Urban Cluster (2010)",4002,1843,2159,81,68,3619,157,7,422,48167,31934,391,2252,1120,734,336300,851,505,102,1868,1449,53,249,221,374,68,1640
"34705","Great Bend, KS Urban Cluster (2010)",15449,7495,7954,637,86,14356,179,37,3428,46646,25356,2901,7389,3939,2293,95000,2782,1392,57,7265,6969,52,169,139,1808,430,4879
"34759","Great Falls, MT Urbanized Area (2010)",64556,32210,32346,2181,612,55683,1004,454,3488,46769,29015,9062,30113,16357,11163,174500,11515,7481,170,30051,28463,293,820,1017,7601,1825,21334
"34786","Greeley, CO Urbanized Area (2010)",134047,66755,67292,4653,1015,118191,2848,2225,53036,57448,25911,20361,48146,27818,18053,239900,18288,11893,680,60281,57349,410,1423,2583,16975,3446,37748
"34813","Green Bay, WI Urbanized Area (2010)",213092,105105,107987,7063,1743,177032,6098,7819,21466,59403,31693,22230,90112,53296,33141,165300,35911,30273,995,106558,101870,940,2191,4483,26933,5879,73450
"34826","Greenbrier, AR Urban Cluster (2010)",4523,2338,2185,268,24,4179,82,0,203,51250,21810,704,1631,973,631,138900,678,297,20,1862,1846,0,0,0,692,134,1167
"34840","Greencastle, IN Urban Cluster (2010)",10363,5079,5284,347,28,9187,229,827,262,47040,22042,826,3972,1741,2035,105000,1811,703,162,4074,3265,0,703,187,986,362,2839
"34894","Greeneville, TN Urban Cluster (2010)",23664,10878,12786,588,187,21584,1037,148,1139,41313,24988,3282,10761,5641,3564,130200,4317,2302,172,8816,8579,0,171,218,2454,658,6945
"34921","Greenfield, CA Urban Cluster (2010)",17373,8634,8739,754,203,8019,190,139,15821,59595,15636,2274,3940,1815,1887,305000,1895,386,15,7005,5649,38,34,70,2282,527,2610
"34975","Greenfield, MA Urban Cluster (2010)",22942,11137,11805,539,315,20471,624,221,1637,48294,29895,2885,11190,5692,4816,189700,4318,3144,292,10389,9458,168,584,662,2453,696,8406
"34003","Gothenburg, NE Urban Cluster (2010)",3424,1666,1758,78,33,3369,0,0,31,66587,31458,261,1536,937,378,105500,606,242,8,1561,1518,0,43,67,466,75,1033
"34030","Gouverneur, NY Urban Cluster (2010)",4154,2124,2030,175,38,3859,88,0,149,34340,20150,965,2084,1125,771,91700,1109,146,12,1615,1615,0,0,18,460,81,1453
"34057","Gowanda, NY Urban Cluster (2010)",6609,4538,2071,217,83,4622,1131,22,730,43693,17720,604,1758,988,643,83800,1334,259,25,1591,1486,0,76,26,487,191,1173
"34072","Graceville, FL Urban Cluster (2010)",4139,3034,1105,74,49,2548,1427,21,379,34844,11531,507,908,376,329,103900,686,208,8,746,670,0,73,59,194,51,572
"34084","Grafton, ND Urban Cluster (2010)",4076,1978,2098,135,56,3728,42,39,719,52865,33189,366,1947,1117,647,83300,820,298,9,1871,1782,0,83,30,447,38,1208
"34111","Grafton, WV Urban Cluster (2010)",5773,2959,2814,40,39,5399,143,52,56,38219,19633,1250,2727,1716,571,80000,1705,522,0,2015,1962,0,27,32,517,134,1731
"34138","Graham, TX Urban Cluster (2010)",8863,4143,4720,328,74,8497,228,34,1810,44971,26581,948,3998,2479,1021,93400,1541,615,22,3858,3774,0,35,193,1197,268,2554
"34151","Gramercy--Lutcher, LA Urban Cluster (2010)",14057,6693,7364,374,152,7173,6849,35,84,57325,28256,1727,5913,4150,970,161100,3887,1280,21,5892,5639,68,85,131,1899,453,3729
"34165","Granbury, TX Urban Cluster (2010)",33184,15828,17356,868,624,31221,386,330,5284,62235,33980,2797,15704,9170,3624,181200,5947,3917,167,13421,13258,39,50,731,3508,496,10910
"34192","Grand Bay, AL Urban Cluster (2010)",4991,2251,2740,341,121,4899,0,0,107,67944,23758,849,1950,1284,260,107700,1063,344,0,1786,1786,0,0,122,688,186,1341
"34219","Grand Forks, ND--MN Urbanized Area (2010)",64417,33369,31048,2395,551,54989,2689,1874,2975,50495,31505,10805,30739,13173,15471,206700,7243,8686,1066,33901,31282,418,1625,970,7078,1684,23051
"35002","Greenfield, OH Urban Cluster (2010)",4936,2273,2663,180,117,4738,137,9,17,28674,19522,1373,2462,967,1165,83100,1385,163,0,1772,1611,0,161,64,484,175,1417
"35029","Green Forest, AR Urban Cluster (2010)",2637,1242,1395,89,13,2358,0,8,1350,41591,17270,631,1012,447,427,84800,512,84,4,1108,920,5,165,18,418,73,544
"35083","Green River, WY Urban Cluster (2010)",12272,6042,6230,347,92,11261,0,155,2060,74599,33682,1115,5090,3404,985,210900,2074,1301,66,5715,5344,270,96,91,1596,431,3740
"35137","Greensboro, GA Urban Cluster (2010)",2872,1260,1612,58,4,836,1793,0,302,26989,15420,983,1248,512,647,69200,665,80,0,1210,1158,0,32,17,355,265,587
"35164","Greensboro, NC Urbanized Area (2010)",336253,157817,178436,10597,2851,169645,129307,16187,26022,51978,31018,54428,148100,71861,60307,166200,41160,54504,4142,150769,143479,2603,2817,9323,40831,12741,97788
"35191","Greensburg, IN Urban Cluster (2010)",11380,5700,5680,419,184,10833,96,376,266,54419,27295,1056,5182,2760,1998,121300,2757,1122,27,5655,5533,17,91,93,1398,197,3743
"34613","Gray, GA Urban Cluster (2010)",4552,2200,2352,90,44,3536,916,22,50,56676,27614,527,1809,1062,595,154900,776,498,16,2128,2114,0,0,49,652,91,1401
"35218","Greentown, IN Urban Cluster (2010)",3032,1527,1505,81,39,2951,14,21,80,62517,30949,209,1390,897,310,116800,679,261,3,1420,1380,0,40,38,365,36,986
"35272","Greenville, AL Urban Cluster (2010)",5090,2193,2897,206,26,1956,3006,0,0,37639,19293,1114,2370,911,657,104500,1378,398,26,1757,1695,0,20,17,412,195,1008
"35299","Greenville, IL Urban Cluster (2010)",6578,3646,2932,28,34,5344,1110,42,455,50519,20269,1078,2470,1136,963,98500,859,630,47,2419,1931,2,464,135,516,127,1598
"35893","Guerneville, CA Urban Cluster (2010)",4855,2542,2313,81,126,4465,66,91,548,63365,44563,589,3704,1573,910,483400,768,934,83,2279,2058,128,72,173,316,110,2161
"35920","Gulfport, MS Urbanized Area (2010)",230273,111741,118532,7054,2170,156144,54679,7882,13947,47451,25919,44582,106000,49526,39261,146500,33452,24373,1742,100129,94439,350,4069,2292,29529,9440,70434
"35974","Gun Barrel City, TX Urban Cluster (2010)",16887,8077,8810,502,234,15813,512,82,1559,43599,27399,3831,8995,4643,2038,111900,4010,1006,66,6500,6301,0,36,227,1805,586,4801
"35987","Gun Lake, MI Urban Cluster (2010)",2432,1240,1192,71,18,2405,27,0,118,71524,45399,67,1832,1015,91,252000,571,357,27,1195,1187,0,0,53,247,10,971
"35326","Greenville, MI Urban Cluster (2010)",9577,4331,5246,299,60,9153,78,0,333,41325,22123,1757,4245,2399,1658,107700,2156,669,0,4069,3901,0,168,111,1362,413,2985
"35353","Greenville, MS Urban Cluster (2010)",31057,14018,17039,1113,367,4585,25784,241,228,26410,19014,11599,14666,5816,6483,75500,5238,2128,181,10366,10026,4,172,146,3776,1654,7755
"35380","Greenville, NC Urbanized Area (2010)",127966,59198,68768,4047,1210,69589,47884,2843,7344,44674,26517,30587,57000,21572,28689,158300,13780,16494,1538,57836,55374,1020,954,2800,14601,4708,41233
"35407","Greenville, OH Urban Cluster (2010)",12754,5825,6929,331,149,12245,108,196,146,41933,24779,2049,6542,3277,2586,99900,3583,1006,54,5175,4828,77,195,161,1300,359,4386
"35434","Greenville, PA Urban Cluster (2010)",9839,4606,5233,279,111,9477,127,53,169,46264,25178,1476,4165,2299,1462,90300,2489,772,21,3685,3461,12,199,123,1103,358,2895
"35461","Greenville, SC Urbanized Area (2010)",432186,210338,221848,14067,3719,320616,73786,10196,39866,51839,29816,62929,186209,102407,66204,164100,58624,56711,4395,195529,187681,1461,3686,10131,49489,10464,136145
"35488","Greenville, TX Urban Cluster (2010)",25234,12470,12764,1023,223,15720,4202,258,6390,41600,21623,5238,10016,4455,5020,98700,4737,2132,148,10151,9954,13,114,493,2935,821,7246
"35515","Greenwich, NY Urban Cluster (2010)",2657,1310,1347,72,41,2504,19,67,71,62500,35801,182,1275,724,338,177000,618,273,13,1292,1215,0,66,33,373,113,857
"35542","Greenwood, AR Urban Cluster (2010)",8414,4072,4342,327,32,7952,19,27,231,54759,25523,1102,3417,2236,986,125000,1166,994,22,3967,3867,0,32,16,1341,208,2480
"35569","Greenwood, MS Urban Cluster (2010)",20429,9498,10931,875,116,4593,15477,176,229,26802,20069,7176,9018,3529,3658,83000,4243,1637,95,6566,6472,80,9,198,2448,1261,3168
"35596","Greenwood, SC Urban Cluster (2010)",42232,19737,22495,1334,364,24226,16315,454,3146,40620,24563,9290,18848,9243,7578,126500,6670,5303,343,18163,17599,101,286,451,5170,2096,12403
"35623","Grenada, MS Urban Cluster (2010)",10088,4697,5391,433,69,4022,5991,24,65,33554,20499,2794,5225,2149,2000,90200,1238,998,23,3922,3765,21,62,6,1237,638,2711
"35677","Gridley, CA Urban Cluster (2010)",8904,4534,4370,357,56,6209,70,161,3957,54304,22313,1161,3152,1578,1233,205100,1059,486,21,3003,2922,0,53,212,1164,165,2387
"35690","Grifton, NC Urban Cluster (2010)",3428,1752,1676,126,25,1686,1430,0,464,34977,20846,870,1663,856,571,90200,704,204,0,1425,1414,0,11,19,381,107,1035
"56467","Metropolis, IL Urban Cluster (2010)",6088,2657,3431,164,39,5446,444,27,253,35905,20813,1446,3375,1673,1034,73300,1423,413,5,2046,2012,16,18,91,850,240,1695
"56494","Metter, GA Urban Cluster (2010)",3627,1823,1804,166,15,1931,1392,165,390,26790,16226,1161,1506,540,749,88200,661,209,22,1446,1430,0,0,7,486,283,720
"56521","Mexia, TX Urban Cluster (2010)",6939,3489,3450,284,50,4615,1772,51,2331,36173,18323,1876,2628,1374,918,74000,1121,362,10,2627,2573,0,49,49,857,267,1506
"56548","Mexico, MO Urban Cluster (2010)",11134,5486,5648,452,141,9784,645,3,568,39637,21610,1906,4958,2574,1845,88900,2833,670,38,4611,4398,0,168,170,1350,390,3334
"56575","Meyersdale, PA Urban Cluster (2010)",2357,1123,1234,30,36,2310,10,0,17,40268,26316,468,1252,723,363,88000,803,107,0,976,929,2,28,53,244,83,727
"56602","Miami, FL Urbanized Area (2010)",6009495,2914532,3094963,173190,58353,4224942,1269451,150198,2722826,56782,32563,863304,2507935,1248601,855698,279500,1013295,870681,52757,2714590,2505711,95326,45151,164219,621446,150568,1716845
"56629","Miami, OK Urban Cluster (2010)",15817,7721,8096,704,88,10530,293,92,1334,35828,18611,3684,7052,3415,2531,74800,2882,876,52,6193,5967,27,135,78,1993,610,4028
"56656","Michigan City--La Porte, IN--MI Urbanized Area (2010)",65279,32640,32639,2337,825,49603,10323,431,4957,45588,25270,12019,31722,16992,9831,112500,12951,5861,274,26389,24872,464,753,875,7727,2654,20935
"56710","Middlebury, IN Urban Cluster (2010)",4253,2246,2007,176,24,4077,145,0,329,88053,36066,167,1481,1195,256,179900,642,527,0,2278,2236,0,12,84,586,35,1372
"56737","Middlebury, VT Urban Cluster (2010)",5549,2767,2782,72,18,4632,202,457,346,54306,21248,306,1567,712,763,250800,573,428,196,2220,1268,11,901,219,326,107,1171
"56764","Middlefield, OH Urban Cluster (2010)",4703,2072,2631,62,85,4553,92,8,31,48564,26192,477,2173,1212,851,161400,1055,518,8,2152,1996,50,52,23,509,53,1547
"56791","Middleport, OH--WV Urban Cluster (2010)",8240,3755,4485,255,109,7935,88,0,19,37924,21432,1832,4282,2316,985,74000,2289,435,3,2966,2894,0,48,84,899,303,2268
"56818","Middlesborough, KY--TN--VA Urban Cluster (2010)",13672,6837,6835,452,103,12559,665,138,297,31616,17577,4122,6669,3306,2143,103700,2676,832,39,3901,3756,18,116,80,1489,316,3657
"56845","Middletown, DE Urban Cluster (2010)",32331,15282,17049,797,206,21603,7831,1244,2722,97151,40234,1754,11357,9151,1507,320800,5157,4822,240,14899,14611,121,41,705,4463,574,10195
"56872","Middletown, IN Urban Cluster (2010)",2701,1318,1383,96,9,2615,3,66,33,51912,24461,390,1187,732,392,75500,725,265,9,1301,1208,0,40,0,378,85,840
"56899","Middletown, NY Urbanized Area (2010)",59437,29491,29946,1849,632,32501,12230,2132,19969,62488,31931,7832,24537,11960,10083,218600,9912,5285,293,26690,24238,918,692,841,6901,1661,15722
"56926","Middletown, OH Urbanized Area (2010)",98278,47418,50860,2746,864,87761,6142,593,2916,50860,25789,17081,42939,23272,15574,121900,22604,6935,235,42364,41363,185,433,1067,12324,3259,31729
"56953","Middleville, MI Urban Cluster (2010)",3334,1614,1720,169,0,3248,22,19,171,59355,24181,202,1244,876,330,124400,721,298,0,1628,1604,1,23,92,525,89,1029
"56980","Midland, MI Urbanized Area (2010)",57828,28071,29757,1742,834,53095,987,1789,1817,65364,37700,4996,25760,16951,7266,145400,8540,9820,1329,25714,24842,212,403,1032,7155,1371,21151
"62893","Newport, TN Urban Cluster (2010)",10642,5037,5605,434,303,9675,178,67,235,28596,16101,3784,5176,2288,2029,91100,2922,485,0,3536,3492,0,44,28,1070,511,3081
"62920","Newport, VT Urban Cluster (2010)",3698,2020,1678,66,67,3512,22,0,75,33348,24550,574,2038,779,876,114300,975,298,14,1397,1210,18,99,83,388,153,1297
"62930","Newport, WA--ID Urban Cluster (2010)",2497,1186,1311,64,25,2183,47,0,225,32468,20576,544,1218,627,446,151700,432,123,6,687,632,0,15,55,312,102,746
"62947","New Prague, MN Urban Cluster (2010)",8332,4302,4030,234,127,7771,0,216,336,80128,33932,527,3145,2390,627,247700,1547,1067,12,4205,4120,13,68,238,1083,109,2614
"62964","New Richmond, OH Urban Cluster (2010)",2593,1297,1296,93,13,2414,64,6,128,65667,27873,319,1079,574,354,162700,528,330,12,1203,1186,6,5,50,326,92,740
"62974","New Richmond, WI Urban Cluster (2010)",8070,4120,3950,316,33,7840,106,9,209,55026,32327,407,3657,1907,1563,172000,1356,977,17,4193,4043,0,15,145,1105,221,2707
"62056","New Carlisle, IN Urban Cluster (2010)",4006,1977,2029,95,25,3924,10,45,46,63346,24340,430,1609,1133,258,128900,797,398,12,1601,1562,6,18,31,642,48,1166
"62110","New Castle, CO Urban Cluster (2010)",5609,2836,2773,151,21,5141,41,61,1306,81855,30945,311,1966,1365,447,323400,859,788,73,2959,2755,80,108,143,805,129,1580
"62137","New Castle, IN Urban Cluster (2010)",22297,12270,10027,499,198,20378,1119,33,562,42131,21037,3835,9947,5046,3074,80700,5281,1451,45,7418,7272,4,68,212,2342,565,5991
"62164","New Castle, PA Urban Cluster (2010)",40904,19285,21619,1041,645,36325,2660,143,911,44686,27745,6804,19909,12273,5544,88500,11488,4250,134,17168,16535,278,230,570,4848,1264,13523
