"urban_fips","urban_name","total_population","male_population","female_population","age_under_18","age_65_and_over","white_population","black_population","asian_population","hispanic_population","median_household_income","per_capita_income","poverty_population","total_housing_units","owner_occupied_housing_units","renter_occupied_housing_units","median_home_value","high_school_graduate","bachelors_degree","graduate_or_professional_degree","mean_commute_time","car_commute","public_transit_commute","walk_commute","work_from_home","families_with_children","single_parent_families","broadband_internet"
"76744","Rupert, ID Urban Cluster (2010)",6445,3405,3040,408,90,5822,2,0,2852,41395,18200,1628,2831,1490,904,115400,1124,281,0,2777,2763,2,0,93,904,281,1902
"76759","Rush City, MN Urban Cluster (2010)",2991,2019,972,80,12,2305,483,47,86,46440,19732,346,856,491,294,150100,604,121,0,932,888,11,25,33,273,68,645
"76771","Rushville, IL Urban Cluster (2010)",2724,1269,1455,71,14,2434,280,0,17,41599,24867,315,1642,831,502,70800,693,307,33,1266,1176,0,59,38,293,68,1039
"76798","Rushville, IN Urban Cluster (2010)",6443,2877,3566,169,94,6077,280,0,167,49805,23708,964,3070,1538,1069,89300,1801,436,0,2728,2667,0,49,64,855,172,1706
"76825","Rusk, TX Urban Cluster (2010)",4249,2817,1432,26,44,2698,1311,23,713,53015,15048,323,1051,644,285,84200,721,264,0,1029,972,0,57,81,372,119,784
"76852","Russell, KS Urban Cluster (2010)",4284,2129,2155,141,36,3960,160,0,205,39896,23689,607,2219,1359,478,98200,781,280,23,1753,1698,1,23,26,368,81,1251
"76879","Russells Point, OH Urban Cluster (2010)",6647,3498,3149,207,167,6288,9,73,178,43580,28660,1260,6158,2400,805,114600,1925,435,20,2518,2416,3,69,120,752,229,2492
"76906","Russellville, AL Urban Cluster (2010)",9899,5056,4843,350,55,5940,1163,105,4093,43526,19031,2192,3741,1827,1147,84700,1911,382,48,4401,4350,0,31,26,1103,274,2012
"76123","Rolla, MO Urban Cluster (2010)",20893,11490,9403,746,187,18142,821,1281,536,38503,21882,5160,9313,3454,4800,128600,2484,1933,565,8054,7161,45,585,263,2324,572,6680
"76933","Russellville, AR Urban Cluster (2010)",33495,16279,17216,1399,175,27879,1701,501,6459,36308,20352,6229,13521,6010,5698,117900,4604,2875,257,13867,13050,62,522,318,3756,1171,8957
"76960","Russellville, KY Urban Cluster (2010)",6567,3004,3563,113,45,5098,1326,30,94,36979,19153,1427,3166,1335,1426,86100,1559,314,14,2220,2195,0,16,32,685,197,1537
"76987","Ruston, LA Urban Cluster (2010)",27387,13113,14274,767,126,10975,14845,617,818,27433,17520,10130,11379,3494,6534,154700,2477,2920,433,11509,10972,0,514,540,3115,1352,8620
"74125","Refugio, TX Urban Cluster (2010)",2806,1377,1429,81,35,2040,371,2,1567,52929,24696,570,1354,598,374,78300,634,112,5,1012,990,0,22,35,331,90,691
"74142","Reidsville, GA Urban Cluster (2010)",2091,940,1151,45,10,739,1010,0,336,28732,17394,633,1221,452,540,78200,631,24,0,620,503,3,52,43,303,77,607
"74152","Reidsville, NC Urban Cluster (2010)",13660,6225,7435,399,151,7654,5221,44,335,32697,20858,3206,7207,3040,3018,103600,3108,1142,59,5018,4815,22,163,134,1612,636,3494
"74179","Reno, NV--CA Urbanized Area (2010)",425298,213733,211565,13411,4641,327209,10412,23764,108162,63340,34693,48669,179446,95421,73619,324800,56078,54867,5143,204244,190834,4119,5508,8956,50951,10505,143867
"74206","Rensselaer, IN Urban Cluster (2010)",6547,3143,3404,307,37,6137,94,56,353,47227,21542,710,2542,1405,888,113500,1348,386,12,2950,2732,27,175,44,853,165,1783
"74260","Rexburg, ID Urban Cluster (2010)",28483,14335,14148,1612,55,26085,59,550,2386,31116,14759,10940,11107,2773,5391,206300,1038,2820,303,12771,11001,40,1434,637,2907,277,6024
"74287","Reynoldsville, PA Urban Cluster (2010)",2716,1427,1289,100,14,2586,45,15,26,35148,20715,586,1396,650,581,75700,1036,103,10,988,926,0,58,42,350,123,775
"74314","Rhinebeck, NY Urban Cluster (2010)",2922,1232,1690,6,34,2610,42,218,135,61618,47688,347,1579,735,717,369400,502,427,113,1149,964,79,96,86,216,61,1294
"74341","Rhinelander, WI Urban Cluster (2010)",8646,4143,4503,308,83,7923,163,22,152,42882,28723,1066,4845,2503,1229,94000,1889,901,27,3964,3724,19,149,102,978,269,2862
"74368","Rice Lake, WI Urban Cluster (2010)",9246,4569,4677,264,13,8937,5,107,144,47941,31594,1238,4925,2718,1629,132900,2020,992,48,4329,4065,44,95,247,883,238,3341
"74395","Richfield, UT Urban Cluster (2010)",7491,3716,3775,326,38,6991,97,0,337,45455,20456,1581,2802,1614,924,173900,1093,607,6,2753,2574,26,126,123,1080,251,2160
"74449","Richgrove, CA Urban Cluster (2010)",2316,1285,1031,120,26,1531,0,19,2314,20962,9187,1283,662,286,354,111100,180,18,4,633,612,0,14,0,286,91,316
"74557","Richland Center, WI Urban Cluster (2010)",4763,2313,2450,142,49,4408,115,89,133,45341,24837,823,2447,1278,928,99800,1058,335,24,2060,1767,38,157,121,609,224,1627
"74584","Richlands, VA Urban Cluster (2010)",8611,4078,4533,249,117,8381,125,0,40,32662,21362,1966,4742,2408,1353,87500,1615,419,10,2880,2851,6,23,79,869,194,2585
"74601","Richlands South, NC Urban Cluster (2010)",6712,3351,3361,261,73,5226,896,84,1168,60308,23212,627,2621,1764,615,158400,1091,609,33,2632,2498,0,0,49,1289,143,2029
"74638","Richmond, IN--OH Urban Cluster (2010)",42832,20513,22319,1454,461,36650,3275,683,1813,41825,23971,7738,21118,10138,7305,90100,8751,3118,335,17951,16513,71,760,524,5110,1813,12936
"74665","Richmond, KY Urban Cluster (2010)",39920,18915,21005,1132,318,35302,2517,574,941,40607,23646,9317,16501,6214,8756,162100,3998,4232,627,18308,16935,65,978,546,3994,1281,12117
"74692","Richmond, MI Urban Cluster (2010)",6310,3246,3064,398,67,5778,91,0,296,59365,27424,801,2504,1839,478,183400,1256,514,53,2793,2768,0,0,245,709,55,1973
"74719","Richmond, MO Urban Cluster (2010)",5390,2512,2878,159,78,5108,167,0,272,51961,25397,1015,2505,1259,952,93800,1483,258,0,2506,2385,44,60,46,616,156,1492
"74746","Richmond, VA Urbanized Area (2010)",1016561,485644,530917,31856,10421,582958,328970,45888,72716,65526,36016,122113,419992,237091,152338,231900,134419,168567,12086,486194,457032,9503,9722,26183,116860,29123,326702
"44911","Kihei, HI Urban Cluster (2010)",27682,13463,14219,669,358,14746,201,5814,2896,80417,41638,2348,17724,5923,4354,638600,4569,4419,281,13532,12563,442,256,1049,2688,433,9117
"44925","Kilauea, HI Urban Cluster (2010)",2452,1171,1281,30,34,1584,2,602,137,82708,36049,166,872,563,188,715000,338,303,36,1286,1206,33,13,109,264,19,693
"44938","Kilgore, TX Urban Cluster (2010)",16456,7926,8530,618,163,13218,1897,226,3300,54696,23853,2293,6958,3803,2148,120400,2204,959,81,7320,7095,0,184,301,1962,466,3974
"44965","Kill Devil Hills, NC Urban Cluster (2010)",20307,10006,10301,421,242,19253,260,155,1207,65437,39528,1583,22589,6935,2063,306800,2563,3722,240,9576,9177,0,202,907,1904,311,8331
"44992","Killeen, TX Urbanized Area (2010)",228597,117263,111334,9616,1239,120945,71784,8808,55600,51088,23771,31022,91818,35054,42903,126600,26914,20276,591,100537,93719,605,4830,4079,33305,9272,67823
"44020","Karnes City, TX Urban Cluster (2010)",3428,1656,1772,141,11,2655,185,8,2490,55525,22889,587,940,496,213,80200,664,250,2,934,928,0,4,58,256,63,453
"44047","Kasson, MN Urban Cluster (2010)",7109,3483,3626,313,75,6771,16,128,117,76524,33533,217,2774,2269,366,179100,1282,883,0,3654,3471,98,67,196,1108,225,2402
"44074","Kaufman, TX Urban Cluster (2010)",6186,2850,3336,68,22,5388,513,0,2476,45109,18394,1600,2077,1026,818,85400,1033,277,40,2614,2549,0,19,9,789,160,1174
"44128","Kayenta, AZ Urban Cluster (2010)",5043,2505,2538,234,58,245,4,13,27,31852,13441,1973,1669,512,734,57700,1151,185,0,1257,1131,11,68,76,641,198,411
"44155","Kearney, MO Urban Cluster (2010)",8699,4291,4408,221,32,7998,0,18,685,80494,30547,248,3298,2145,816,178300,1608,1122,11,4634,4597,0,30,116,1160,179,2637
"44182","Kearney, NE Urban Cluster (2010)",32382,16104,16278,1148,368,29394,448,614,3029,56621,29674,5205,13459,7356,5105,177900,4084,4713,576,18013,17137,58,427,437,3666,829,10654
"44209","Keene, NH Urban Cluster (2010)",22032,10242,11790,348,262,20386,391,591,543,52754,29572,2614,9823,4291,4700,177700,3067,3341,273,10050,8825,25,695,978,1935,533,7406
"44236","Kekaha, HI Urban Cluster (2010)",5200,2582,2618,91,80,843,30,1866,701,86201,33355,358,2095,1043,696,405800,1172,648,28,2541,2384,18,111,92,430,65,1275
"44263","Kellogg, ID Urban Cluster (2010)",3498,1617,1881,183,65,3248,0,0,131,32841,19349,706,1876,811,628,107800,652,138,5,1350,1187,0,124,43,409,154,1100
"44290","Kelseyville, CA Urban Cluster (2010)",3477,1856,1621,130,32,2269,58,0,1541,47948,22743,573,1427,778,561,NA,688,215,0,1151,1084,0,52,110,444,95,852
"44317","Kemmerer, WY Urban Cluster (2010)",2942,1455,1487,72,79,2779,6,8,225,56144,31783,276,1594,978,353,155500,555,279,5,1364,1310,0,39,57,327,38,1059
"44344","Kenai, AK Urban Cluster (2010)",5135,2761,2374,151,36,3695,94,212,379,49235,31521,863,2320,1094,990,219500,875,391,16,1853,1638,0,69,193,570,179,1607
"44371","Kendallville, IN Urban Cluster (2010)",9659,4699,4960,319,144,9064,142,199,371,43164,23282,967,4667,2645,1559,98700,2068,517,26,4325,4203,13,73,74,1191,286,3169
"44398","Kenedy, TX Urban Cluster (2010)",5485,3876,1609,117,22,3543,789,153,3777,40348,12915,802,1495,748,317,74500,709,205,0,1287,1284,0,3,58,307,100,734
"44425","Kennebunk, ME Urban Cluster (2010)",8889,4262,4627,109,173,8627,10,207,200,72014,50464,678,5566,2856,1262,362900,1122,2182,88,3561,3489,23,36,396,785,158,3674
"44452","Kennett, MO Urban Cluster (2010)",10324,4905,5419,371,58,8052,1716,38,588,38524,24375,2455,5085,2466,1957,91500,1921,901,44,4066,3723,0,199,140,1220,381,3477
"44479","Kennewick--Pasco, WA Urbanized Area (2010)",235456,118651,116805,9719,2206,184464,4698,6310,72850,66722,30005,31462,85842,55349,26204,222400,28240,25425,2485,99909,96685,804,1147,4083,30717,6613,69784
"44506","Kenosha, WI--IL Urbanized Area (2010)",125720,61679,64041,3829,1059,102669,12303,2417,19877,59708,30575,17308,51107,28922,18864,164500,20568,13780,695,60182,57439,861,1135,1712,15295,3868,40040
"44533","Kenton, OH Urban Cluster (2010)",8278,3916,4362,249,54,8026,42,0,87,40714,19766,1442,3842,2017,1411,75100,2214,428,0,3198,3060,0,71,38,1128,277,2519
"44560","Keokuk, IA--IL Urban Cluster (2010)",13005,6058,6947,404,140,11782,469,184,347,40919,24105,2472,6278,3559,1930,77300,2661,1123,54,5343,4966,29,202,196,1760,550,3850
"44587","Kerman, CA Urban Cluster (2010)",14816,7382,7434,647,162,10128,55,633,12124,46449,17843,2887,3983,2134,1768,224500,2015,487,0,5580,5459,24,37,241,2061,460,3008
"44614","Kermit, TX Urban Cluster (2010)",6716,3458,3258,325,52,5796,377,0,4453,58640,23623,1045,2600,1794,478,61900,955,187,9,2762,2725,0,11,91,834,174,1654
"44641","Kerrville, TX Urban Cluster (2010)",29522,14089,15433,802,304,25680,680,226,8657,50080,27656,3724,13354,7696,4705,159800,4971,3364,280,11611,11224,2,278,545,3517,1095,10371
"44668","Ketchikan, AK Urban Cluster (2010)",10598,5411,5187,298,129,6434,97,1104,682,65521,35203,1138,4875,2309,1857,270500,1804,1155,48,5162,4237,242,527,133,1243,326,3450
"44884","Kiel--New Holstein, WI Urban Cluster (2010)",6857,3537,3320,151,81,6733,11,69,86,62523,30376,495,3302,2209,839,120400,1626,768,14,3598,3482,0,91,99,817,106,2647
"44695","Ketchum, ID Urban Cluster (2010)",4880,2628,2252,162,94,4555,47,74,1351,51414,26826,1209,4434,1127,530,553300,560,1190,60,2605,2233,47,158,197,468,131,1491
"44722","Kewanee, IL Urban Cluster (2010)",12345,5934,6411,432,113,10429,757,149,1343,41250,21437,2494,5738,3105,1731,59700,2676,829,40,4926,4805,12,81,55,1443,346,3241
"44738","Kewaunee, WI Urban Cluster (2010)",2598,1271,1327,27,18,2525,4,0,20,45469,27548,343,1412,753,544,93900,750,205,0,972,956,0,0,109,279,116,982
"44789","Key Largo, FL Urban Cluster (2010)",17950,8899,9051,159,353,17141,168,197,3716,73197,49061,2154,16031,5760,1864,490100,3231,3016,239,8064,7360,165,145,808,1385,228,6362
"44803","Keyser, WV--MD Urban Cluster (2010)",6761,3500,3261,40,124,5897,650,0,7,40527,18553,1225,3211,1631,1009,101600,1926,353,24,2175,1860,58,257,42,675,247,2024
"44830","Keystone Heights, FL Urban Cluster (2010)",7332,3647,3685,239,40,7043,23,130,286,51815,24102,1094,3253,2201,651,145100,1356,675,27,2531,2500,8,18,111,883,240,2442
"44857","Key West, FL Urban Cluster (2010)",33384,17596,15788,848,405,26942,4194,609,9502,69074,41488,3679,17602,5980,7631,556000,5983,4935,329,18431,13519,100,1121,766,3243,721,11103
"45032","Kimberling City, MO Urban Cluster (2010)",3230,1559,1671,13,49,3178,0,7,72,63935,40121,136,2123,1062,263,165100,744,484,44,1103,1054,0,7,139,237,29,1273
"45073","King City, CA Urban Cluster (2010)",16170,8516,7654,805,69,7428,144,241,13561,54152,18368,2760,4301,2100,1914,269300,1597,417,24,6725,5355,25,170,114,2156,425,3004
"45100","Kingfisher, OK Urban Cluster (2010)",4492,2490,2002,168,18,3768,123,28,728,51187,25930,669,1861,1106,494,128500,938,339,0,1819,1801,0,18,0,602,158,1224
"45112","King George, VA Urban Cluster (2010)",4277,2216,2061,258,23,3041,960,76,225,101553,37497,86,1478,1131,230,275900,511,589,58,2128,2068,47,0,90,627,39,1255
"45127","Kingman, AZ Urban Cluster (2010)",43565,21967,21598,1350,482,39327,618,559,5600,43062,24591,8434,20153,12017,5933,120900,7793,2797,191,15190,14346,315,215,554,4859,1258,14495
"45154","Kingman, KS Urban Cluster (2010)",2687,1282,1405,79,15,2589,24,0,211,49022,30924,221,1504,909,331,78000,726,289,8,1225,1152,1,36,21,316,98,856
"34470","Granite Falls, WA Urban Cluster (2010)",6326,3115,3211,246,88,5800,58,0,181,73000,34397,717,2847,1883,649,255400,1177,464,10,2945,2730,51,56,128,849,178,2313
"34478","Granite Shoals, TX Urban Cluster (2010)",5497,2402,3095,46,77,4887,0,0,2048,51061,22764,813,2941,1609,188,152900,1108,719,3,2446,2318,0,17,120,657,130,1545
"34489","Grants, NM Urban Cluster (2010)",11834,6256,5578,395,69,7948,165,15,6418,40299,19957,2766,4740,2333,1781,89300,2021,714,43,3647,3365,8,156,350,1690,361,2652
"34516","Grants Pass, OR Urbanized Area (2010)",52285,25051,27234,1434,511,47705,339,469,4499,43333,23746,9558,23322,12291,9761,229100,9131,3350,245,20065,18864,99,622,906,6039,1338,17674
"34543","Grantsville, UT Urban Cluster (2010)",7316,3890,3426,388,51,6734,51,129,353,67132,23176,451,2164,1687,374,223600,981,589,23,2722,2584,78,36,183,1176,189,1905
"34554","Grantville, GA Urban Cluster (2010)",2915,1299,1616,71,53,1928,874,19,73,70074,22903,234,963,586,337,121600,547,127,8,1385,1365,0,20,19,410,109,733
"34570","Granville, NY--VT Urban Cluster (2010)",2719,1216,1503,71,44,2636,2,64,18,42679,23753,712,1343,686,536,104600,655,160,31,1080,955,0,113,55,317,90,923
"34597","Grass Valley, CA Urban Cluster (2010)",35368,16587,18781,805,602,32155,149,401,3706,51528,33687,4934,16835,9329,6103,368000,4811,5055,249,12776,11682,134,647,1805,3350,1026,12762
"54442","Marianna, FL Urban Cluster (2010)",7074,3309,3765,309,44,3606,3241,38,131,23331,18864,2421,3684,1458,1665,89100,1496,288,0,2613,2502,0,73,28,786,402,2081
"55765","Mayfield, KY Urban Cluster (2010)",11235,5358,5877,332,132,8845,1429,67,1382,34110,18629,3630,5053,2211,2116,106200,2018,730,42,3715,3648,2,16,99,1253,494,3053
"55792","Mayodan, NC Urban Cluster (2010)",4350,2099,2251,145,58,3288,715,39,269,34172,22151,895,2230,1154,855,98800,907,361,7,1792,1740,7,15,25,535,161,1394
"55819","Maysville, KY--OH Urban Cluster (2010)",11003,5352,5651,287,93,9525,980,124,297,33470,24281,2536,5994,2428,2299,101400,2267,585,14,4246,4067,15,128,152,1273,408,3393
"55846","Mayville, WI Urban Cluster (2010)",4895,2346,2549,110,89,4710,1,0,83,46889,25617,380,2255,1379,755,130900,1237,357,0,2439,2325,1,102,39,627,221,1739
"55860","Mazomanie, WI Urban Cluster (2010)",3158,1586,1572,131,32,2977,24,11,59,64779,34248,336,1394,937,430,190500,638,460,7,1720,1637,4,60,62,375,57,1095
"55900","Meadville, PA Urban Cluster (2010)",23180,10891,12289,424,312,21064,837,258,428,44775,26162,3238,12208,5264,4601,113100,6219,2404,350,9633,8291,108,1138,444,2655,802,7998
"55927","Mecca, CA Urban Cluster (2010)",6919,3593,3326,393,99,2192,0,0,6907,19214,9625,2976,2365,1157,907,146100,585,37,0,2547,2463,0,84,35,914,135,1282
"55981","Medford, OR Urbanized Area (2010)",165934,79862,86072,4986,2124,149488,1283,2584,25190,51840,28622,27161,72095,39120,28251,262100,24315,19584,1294,68362,63785,882,2023,5112,19828,4651,57104
"55738","Mayagüez, PR Urbanized Area (2010)",95080,44849,50231,1816,981,26383,2975,39,94380,15242,11118,49665,50176,22401,14776,96200,15580,11469,1127,23524,22441,293,582,318,9353,4079,23410
"55009","Marshall, MO Urban Cluster (2010)",12598,6137,6461,441,81,10094,942,122,2220,42368,20305,2341,5170,2730,1619,109200,2317,1090,94,5539,5292,0,145,260,1310,211,3449
"55036","Marshall, TX Urban Cluster (2010)",21247,10035,11212,602,250,12044,8184,164,3922,40681,20634,5018,9268,4259,3082,95800,4207,1528,138,8281,7984,0,101,406,2506,930,4453
"55063","Marshall, WI Urban Cluster (2010)",3855,1917,1938,159,57,3603,111,112,854,61607,25242,551,1284,825,455,177200,803,348,19,2045,2036,0,9,28,503,105,1109
"55090","Marshalltown, IA Urban Cluster (2010)",26146,13280,12866,974,223,21111,417,1353,8064,51498,24296,3803,10826,6394,3592,93000,4916,2134,130,11349,10807,13,328,380,3343,749,7533
"55117","Marshfield, MO Urban Cluster (2010)",6835,3570,3265,272,55,6396,98,19,110,41076,18843,1452,2737,1262,1211,113900,1466,376,8,2451,2314,35,52,66,986,219,1732
"55144","Marshfield, WI Urban Cluster (2010)",18706,8928,9778,598,255,17652,135,545,460,53122,36649,1762,9554,5361,3548,143000,3799,2319,280,9425,8895,7,349,218,1983,452,7310
"55171","Martin, TN Urban Cluster (2010)",10196,4860,5336,202,15,7920,1800,16,320,32671,18991,2409,4490,1724,2123,126800,1078,847,178,4400,3899,12,299,49,912,319,2840
"55198","Martinsburg, PA Urban Cluster (2010)",2623,1195,1428,59,43,2605,0,0,6,46652,30594,292,1296,768,435,137700,1031,235,8,995,899,10,59,14,229,24,874
"55225","Martinsville, IN Urban Cluster (2010)",13112,6354,6758,342,109,12363,240,179,169,47078,23985,2344,5486,2664,2142,106300,3125,656,33,5151,4993,0,152,270,1456,327,3742
"55252","Martinsville, VA Urban Cluster (2010)",33964,16098,17866,990,325,22553,9548,240,2218,36809,21936,6901,17708,8797,5506,95400,5720,2822,182,12957,12566,129,69,419,3673,1296,10519
"55279","Marysville, KS Urban Cluster (2010)",2881,1390,1491,116,29,2788,22,0,133,42628,27051,357,1516,854,425,86100,638,236,19,1453,1306,0,126,11,360,59,1053
"55306","Marysville, OH Urban Cluster (2010)",24635,11130,13505,928,158,22253,1046,692,508,80361,31971,1709,8868,5593,2993,191100,4484,3664,101,10750,10413,212,42,468,3257,488,7667
"55333","Marysville, WA Urbanized Area (2010)",161471,79308,82163,5709,1354,136088,2070,7421,16460,86810,35651,10851,60625,41413,16764,347500,26392,17766,518,75789,72486,1593,913,3811,20804,3258,52968
"55360","Maryville, MO Urban Cluster (2010)",12812,6161,6651,209,159,11599,568,253,266,34897,18774,3028,5328,1939,2784,132400,1612,1115,323,6021,5521,5,401,167,906,242,3930
"55375","Mascoutah, IL Urban Cluster (2010)",7716,3619,4097,201,104,6965,302,116,179,79144,33652,461,3142,2079,593,171600,985,979,34,3833,3607,94,74,60,1078,129,2327
"55414","Mason City, IA Urban Cluster (2010)",26239,12768,13471,537,440,24417,645,192,1671,50036,30466,3086,13190,7721,4385,115400,4703,2624,165,12876,12071,73,475,543,2975,972,9384
"55441","Masontown, PA Urban Cluster (2010)",4158,2070,2088,134,77,3733,196,0,0,32279,20954,1119,1923,1208,599,78700,1226,195,0,1299,1199,22,78,6,589,197,1297
"56359","Merrill, WI Urban Cluster (2010)",9761,4772,4989,212,100,9472,56,33,80,49351,27463,1184,5023,2935,1687,89200,2297,815,10,4776,4504,24,191,144,1199,295,3580
"56386","Mescalero Park, TX Urban Cluster (2010)",2881,1332,1549,220,0,2738,47,0,524,61309,21067,418,1105,522,325,94300,412,124,0,1285,1274,0,11,0,398,29,648
"55468","Massena, NY Urban Cluster (2010)",10352,4759,5593,205,74,9580,13,168,114,44813,26685,1931,5057,3095,1607,76600,2113,941,33,4049,3821,16,151,133,1323,418,3767
"55495","Mathis, TX Urban Cluster (2010)",5626,3060,2566,206,99,5368,63,7,4621,34075,17661,1485,2426,1261,693,56800,830,148,1,2000,1949,0,40,24,714,159,1244
"55522","Mattawa, WA Urban Cluster (2010)",5301,2969,2332,239,0,2316,0,0,5200,51855,12973,970,1118,367,696,108100,340,63,0,2179,2104,0,23,37,853,242,795
"55576","Mattoon, IL Urban Cluster (2010)",17867,8510,9357,483,183,17262,291,16,333,40804,25965,3760,8625,4584,3279,87000,3468,1503,107,7878,7690,73,20,196,2075,729,6183
"55603","Mauldin--Simpsonville, SC Urbanized Area (2010)",144906,71325,73581,4587,1165,108185,24015,5459,10769,79805,36599,8271,55029,40737,11199,206700,16465,26565,1175,67951,66779,24,341,3987,19448,2910,47691
"55684","Mauston, WI Urban Cluster (2010)",4179,2218,1961,160,60,3946,117,7,66,46283,26084,766,1875,1037,626,95200,979,300,27,1886,1795,0,64,221,421,135,1291
"55750","Maybrook, NY Urban Cluster (2010)",3486,1590,1896,88,34,2709,608,30,600,75219,35299,226,1525,784,567,181700,514,403,5,1793,1567,158,33,110,398,137,1151
"56008","Medford, WI Urban Cluster (2010)",3862,1908,1954,108,24,3778,9,0,56,41224,24729,466,2002,1050,833,109500,936,360,1,1655,1551,6,53,129,492,173,1353
"56023","Medical Lake, WA Urban Cluster (2010)",4715,2205,2510,168,37,4260,14,93,105,60358,26003,499,1785,1154,549,197400,709,674,78,1791,1767,0,24,29,689,114,1564
"56035","Medina, NY Urban Cluster (2010)",8309,3936,4373,224,50,7322,324,93,623,46226,25153,1279,3944,2484,1216,80300,1702,662,3,3790,3442,35,227,103,1188,396,3137
"56072","Medina, TN Urban Cluster (2010)",4532,1939,2593,152,12,3849,587,14,159,69681,28634,203,1711,1099,502,183900,530,649,66,2128,2124,0,0,191,677,83,1391
"56089","Melrose, MN Urban Cluster (2010)",3223,1625,1598,131,18,3014,26,0,647,61635,26573,57,1285,880,295,135200,693,202,2,1643,1584,3,36,22,467,57,859
"56116","Memphis, TN--MS--AR Urbanized Area (2010)",1076417,509960,566457,38563,9677,442469,556356,25975,66621,51704,29271,196879,461566,225154,177890,146700,170622,127643,9045,480436,464486,4506,5486,15923,130025,43099,307819
"56143","Mena, AR Urban Cluster (2010)",5276,2350,2926,152,59,4930,14,48,152,36095,24635,1770,2616,1361,868,89600,866,321,0,1953,1903,0,48,23,619,281,1491
"56170","Mendota, CA Urban Cluster (2010)",11518,5769,5749,601,105,5290,0,0,11158,31145,10902,4701,2958,1103,1728,158400,1054,93,0,3437,3350,22,26,61,1649,497,1528
"56197","Mendota, IL Urban Cluster (2010)",6790,3456,3334,223,101,6067,18,105,2275,52227,26175,1034,2867,1697,938,106800,1369,356,21,2957,2871,5,11,77,868,231,2133
"56224","Menomonie, WI Urban Cluster (2010)",17837,8726,9111,287,86,16416,222,659,197,45745,23742,2764,6980,3075,3259,147500,2103,1910,231,8884,7511,17,1097,418,1197,229,5251
"56251","Merced, CA Urbanized Area (2010)",144721,72864,71857,5745,1120,78573,6785,13909,79553,50004,21889,34612,45871,20964,22595,234300,17021,8330,724,50598,45676,938,892,1848,18557,5490,37890
"56278","Mercer, PA Urban Cluster (2010)",3734,2535,1199,59,34,3027,516,11,91,47455,21387,279,1181,636,399,115700,916,227,13,953,897,0,48,27,230,49,742
"56305","Meridian, MS Urban Cluster (2010)",37787,17841,19946,1341,445,12359,24691,364,647,31209,22932,10401,19062,7866,8072,81800,5368,2982,211,14898,14254,2,132,136,4575,2249,10749
"56413","Mesquite, NV--AZ Urban Cluster (2010)",14932,7355,7577,372,254,12561,202,414,3902,49969,27145,1424,7982,4198,2083,197800,3168,1404,96,4623,4344,54,131,226,1259,285,4929
"56440","Metamora, IL Urban Cluster (2010)",3689,1562,2127,134,56,3506,19,17,70,62540,33430,337,1617,1220,335,168500,505,736,7,1663,1636,0,10,16,554,147,1400
"74840","Ridgefield, WA Urban Cluster (2010)",4547,2106,2441,59,38,4266,23,137,150,91301,37441,136,1595,1167,372,394900,648,461,0,1957,1957,0,0,57,767,123,1457
"74854","Ridgeland, SC Urban Cluster (2010)",4863,2423,2440,173,13,2020,2727,32,190,31003,17832,1045,1907,972,687,128800,1041,488,0,2313,2112,6,188,73,661,272,1083
"74881","Ridge Manor, FL Urban Cluster (2010)",2957,1358,1599,53,55,2835,106,0,176,41354,26843,248,1644,1063,286,107400,775,248,0,1251,1212,0,8,18,211,12,1127
"74908","Ridgway, PA Urban Cluster (2010)",4200,2265,1935,160,62,3963,115,0,85,44760,26381,839,2212,1244,710,75400,966,464,17,2045,1887,19,126,35,493,98,1470
"74935","Rifle, CO Urban Cluster (2010)",11103,5662,5441,403,39,9486,10,57,4047,65735,25378,1150,4020,2610,1240,229500,1882,733,23,5112,4889,136,53,246,1686,166,3197
"74962","Rigby, ID Urban Cluster (2010)",9488,4857,4631,566,122,7990,0,86,1358,56566,23228,926,3106,2084,872,177500,861,865,50,3828,3683,82,36,243,1252,109,2602
"74989","Rincon, GA Urban Cluster (2010)",12657,6481,6176,595,46,9887,2005,172,721,66644,29596,1158,4884,2873,1795,163600,1942,1279,15,6231,6061,8,79,85,1788,568,3901
"74044","Reedley--Dinuba, CA Urban Cluster (2010)",49829,25264,24565,2614,245,37455,392,1199,40809,44780,17099,11483,13712,7702,5561,203800,6288,2263,107,17798,16909,166,173,388,6998,1433,9398
"74071","Reedsburg, WI Urban Cluster (2010)",9271,4671,4600,236,56,8642,23,28,604,52846,26617,1244,3653,2128,1399,141500,1996,853,45,4866,4634,1,160,73,1281,260,3057
"74098","Reedsport, OR Urban Cluster (2010)",4911,2331,2580,291,75,4508,49,0,336,39107,20971,897,2394,1217,868,151600,1043,231,0,1591,1474,1,110,158,572,142,1667
"77851","St. Marys, OH Urban Cluster (2010)",9063,4265,4798,247,132,8637,12,47,61,58333,27573,932,4033,2607,1163,121400,2417,502,29,4516,4315,15,83,85,1249,298,3042
"77878","St. Marys, PA Urban Cluster (2010)",8881,4351,4530,272,108,8745,23,68,75,49538,31483,648,4257,3036,1153,114500,3037,1017,34,4368,4210,32,102,58,970,164,3229
"77905","St. Marys, WV--OH Urban Cluster (2010)",4522,2502,2020,98,55,4319,97,0,39,46389,28286,455,1920,1305,381,116700,1466,313,0,1635,1593,0,34,49,459,63,1246
