"msa_fips","msa_name","total_commute","drive_alone","carpool","public_transit","bicycle","walk","other_means","work_at_home"
"12300","Augusta-Waterville, ME Micro Area",58527,52725,46825,72,46,2207,493,2984
"12380","Austin, MN Micro Area",18855,17093,14761,353,115,511,143,640
"12420","Austin-Round Rock-Georgetown, TX Metro Area",1114985,952333,850278,22570,8492,20222,13285,98083
"12460","Bainbridge, GA Micro Area",10207,9631,8100,75,6,46,282,167
"12540","Bakersfield, CA Metro Area",337438,312464,271759,2760,1168,3416,6175,11455
"12580","Baltimore-Columbia-Towson, MD Metro Area",1402907,1187162,1073294,86943,4205,36361,16967,71269
"12620","Bangor, ME Metro Area",71300,63941,56872,301,160,2698,949,3251
"12660","Baraboo, WI Micro Area",33663,30416,27442,47,156,1158,427,1459
"12680","Bardstown, KY Micro Area",21133,19948,18082,0,0,211,166,808
"12700","Barnstable Town, MA Metro Area",103802,90685,82835,1526,507,2435,1072,7577
"12740","Barre, VT Micro Area",30659,25573,22793,298,116,1934,288,2450
"12780","Bartlesville, OK Micro Area",22017,20405,17802,32,96,409,257,818
"12860","Batavia, NY Micro Area",28903,26392,23960,51,191,983,456,830
"12900","Batesville, AR Micro Area",21554,20261,17490,43,12,277,250,711
"13020","Bay City, MI Metro Area",46051,43026,39817,272,234,618,228,1673
"13060","Bay City, TX Micro Area",15449,14565,13056,129,111,147,55,442
"13100","Beatrice, NE Micro Area",10816,9596,8687,11,28,385,108,688
"13140","Beaumont-Port Arthur, TX Metro Area",165383,158471,145958,789,104,1529,1330,3160
"13180","Beaver Dam, WI Micro Area",44569,41164,37186,49,46,1267,282,1761
"13220","Beckley, WV Metro Area",42991,39401,34815,113,17,1075,754,1631
"13260","Bedford, IN Micro Area",20717,19585,17713,8,0,250,198,676
"13300","Beeville, TX Micro Area",9851,9263,8245,0,52,171,150,215
"13340","Bellefontaine, OH Micro Area",21069,19418,17360,48,101,413,125,964
"13380","Bellingham, WA Metro Area",104723,88877,79910,2626,1874,3873,1083,6390
"13420","Bemidji, MN Micro Area",20638,17633,15513,412,80,922,195,1396
"13460","Bend, OR Metro Area",89194,74677,66401,236,1475,1883,901,10022
"13500","Bennettsville, SC Micro Area",8979,8729,7776,13,10,38,16,173
"13540","Bennington, VT Micro Area",16937,14196,12985,95,47,936,286,1377
"13620","Berlin, NH Micro Area",13972,12185,10660,26,26,341,362,1032
"13660","Big Rapids, MI Micro Area",17956,15740,14112,88,36,928,241,923
"13700","Big Spring, TX Micro Area",14115,13443,11185,25,17,209,151,270
"36780","Oshkosh-Neenah, WI Metro Area",86951,79777,73560,574,613,1926,653,3408
"36820","Oskaloosa, IA Micro Area",10927,9623,8632,57,58,511,131,547
"36830","Othello, WA Micro Area",7405,6710,5325,14,4,152,98,427
"36837","Ottawa, IL Micro Area",69307,64457,58747,155,357,1186,682,2470
"36840","Ottawa, KS Micro Area",12581,11737,10737,13,0,203,147,481
"36900","Ottumwa, IA Micro Area",15900,14848,13233,102,8,270,262,410
"36940","Owatonna, MN Micro Area",18660,17126,15869,157,13,420,142,802
"36980","Owensboro, KY Metro Area",52445,49554,45393,238,184,793,529,1147
"36020","Oak Harbor, WA Micro Area",37301,31361,27070,951,229,1450,542,2768
"36100","Ocala, FL Metro Area",123940,111973,99983,475,245,945,1907,8395
"36140","Ocean City, NJ Metro Area",41894,36559,33451,699,561,1954,344,1777
"36220","Odessa, TX Metro Area",73910,69671,60220,272,35,1308,565,2059
"36260","Ogden-Clearfield, UT Metro Area",314219,282572,252245,5480,1250,4017,3190,17710
"36300","Ogdensburg-Massena, NY Micro Area",42818,37344,32875,152,57,2718,362,2185
"36340","Oil City, PA Micro Area",22315,20651,18055,78,24,741,167,654
"36380","Okeechobee, FL Micro Area",15192,14213,12260,19,83,304,172,401
"36420","Oklahoma City, OK Metro Area",661603,612729,550251,2755,1914,10630,6574,27001
"36460","Olean, NY Micro Area",32891,29747,27157,128,108,1467,332,1109
"36500","Olympia-Lacey-Tumwater, WA Metro Area",129904,115072,102537,2631,917,2345,1642,7297
"36540","Omaha-Council Bluffs, NE-IA Metro Area",481819,443433,403925,4161,858,8315,4865,20187
"37060","Oxford, MS Micro Area",24559,22678,20163,183,254,532,101,811
"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",407902,366144,321004,4582,2033,7105,3574,24464
"37120","Ozark, AL Micro Area",20189,18851,17444,7,27,631,228,445
"37140","Paducah, KY-IL Micro Area",41215,38537,35765,202,29,533,574,1340
"37220","Pahrump, NV Micro Area",14521,12945,11136,102,30,573,255,616
"37260","Palatka, FL Micro Area",25535,23508,20692,71,223,365,199,1169
"37300","Palestine, TX Micro Area",18989,17899,15954,88,0,108,199,695
"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",249363,222892,203679,1338,1914,2779,4613,15827
"37420","Pampa, TX Micro Area",9206,8703,7539,0,0,206,239,58
"37460","Panama City, FL Metro Area",84130,77249,68460,877,343,900,1351,3410
"37500","Paragould, AR Micro Area",18088,17174,15092,18,0,323,206,367
"37540","Paris, TN Micro Area",12336,11349,10310,18,15,97,515,342
"37580","Paris, TX Micro Area",21258,19496,17647,30,14,727,339,652
"37620","Parkersburg-Vienna, WV Metro Area",37293,34457,30802,365,60,822,323,1266
"37660","Parsons, KS Micro Area",9386,8646,7901,27,34,270,86,323
"37740","Payson, AZ Micro Area",18221,16746,14623,30,0,319,173,953
"37770","Pearsall, TX Micro Area",6523,6102,5663,0,0,82,30,309
"37780","Pecos, TX Micro Area",5807,5483,4715,0,0,112,60,152
"37800","Pella, IA Micro Area",16705,14686,13027,83,94,829,96,917
"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",219952,193669,170387,949,1077,4831,3015,16411
"37900","Peoria, IL Metro Area",183209,168857,155527,1996,517,3778,1556,6505
"37940","Peru, IN Micro Area",15019,14204,12991,29,81,182,220,303
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2945223,2358757,2136151,279068,18882,105618,30676,152222
"38060","Phoenix-Mesa-Chandler, AZ Metro Area",2195573,1914171,1670926,41056,16566,33569,36937,153274
"38100","Picayune, MS Micro Area",21134,19646,17052,1,5,345,382,755
"38180","Pierre, SD Micro Area",11001,9954,9175,113,8,449,30,447
"38220","Pine Bluff, AR Metro Area",31740,29588,27569,75,22,705,517,833
"38240","Pinehurst-Southern Pines, NC Micro Area",42434,38026,34645,22,20,472,712,3182
"38260","Pittsburg, KS Micro Area",18343,17123,15767,11,87,525,171,426
"38300","Pittsburgh, PA Metro Area",1138648,965987,871741,64890,3641,38274,9030,56826
"38340","Pittsfield, MA Metro Area",62726,53315,47955,844,305,4033,536,3693
"38380","Plainview, TX Micro Area",13882,13210,11847,57,0,172,28,415
"38420","Platteville, WI Micro Area",25687,21854,20031,59,99,1474,395,1806
"38460","Plattsburgh, NY Micro Area",34916,31789,28297,246,82,1254,607,938
"38500","Plymouth, IN Micro Area",20733,18766,16426,105,424,479,257,702
"38540","Pocatello, ID Metro Area",40143,35600,30837,401,349,1302,462,2029
"38580","Point Pleasant, WV-OH Micro Area",21818,20438,19083,20,12,359,165,824
"38620","Ponca City, OK Micro Area",18511,17262,15319,32,19,407,196,595
"38660","Ponce, PR Metro Area",61231,57431,52460,170,225,1526,694,1185
"38700","Pontiac, IL Micro Area",15732,14106,12832,30,122,548,317,609
"38740","Poplar Bluff, MO Micro Area",22250,20183,17741,239,86,440,261,1041
"38780","Portales, NM Micro Area",8021,7059,6114,30,14,418,326,174
"38820","Port Angeles, WA Micro Area",28466,24732,21788,307,126,956,353,1992
"38860","Portland-South Portland, ME Metro Area",284995,246892,224363,2982,1769,11732,2804,18816
"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",1234660,980290,867544,80563,26807,41385,13654,91961
"38920","Port Lavaca, TX Micro Area",9405,8950,7795,44,6,61,19,325
"38940","Port St. Lucie, FL Metro Area",195596,175857,155925,679,1148,2494,3523,11895
"39020","Portsmouth, OH Micro Area",27477,25736,24032,59,40,608,113,921
"39060","Pottsville, PA Micro Area",61484,57291,51300,302,68,1599,514,1710
"39100","Poughkeepsie-Newburgh-Middletown, NY Metro Area",319119,265814,239931,16872,625,12186,4842,18780
"39150","Prescott Valley-Prescott, AZ Metro Area",86002,74495,65474,303,560,2507,1302,6835
"39220","Price, UT Micro Area",8398,7655,6919,40,21,286,49,347
"39260","Prineville, OR Micro Area",8777,8086,6968,0,34,213,64,380
"39300","Providence-Warwick, RI-MA Metro Area",801772,716381,647406,20928,1817,25130,6604,30912
"39340","Provo-Orem, UT Metro Area",281449,237791,205712,6195,2638,11527,3104,20194
"39380","Pueblo, CO Metro Area",67418,63003,55611,489,206,1390,465,1865
"39420","Pullman, WA Micro Area",22214,16064,13618,1240,218,3558,161,973
"39460","Punta Gorda, FL Metro Area",60672,53080,48223,113,573,495,932,5479
"39500","Quincy, IL-MO Micro Area",36501,33188,30058,211,89,849,289,1875
"39540","Racine, WI Metro Area",93229,86173,78551,1236,139,1321,1138,3222
"39580","Raleigh-Cary, NC Metro Area",680305,598626,542415,6068,1534,7355,6284,60438
"39660","Rapid City, SD Metro Area",69505,63265,57224,414,210,1387,562,3667
"39700","Raymondville, TX Micro Area",7622,7002,6346,0,0,274,36,310
"39740","Reading, PA Metro Area",201319,179304,161148,3121,475,6642,3308,8469
"39780","Red Bluff, CA Micro Area",24008,21877,19470,66,27,706,181,1151
"39820","Redding, CA Metro Area",72331,64829,58933,421,484,1531,808,4258
"39860","Red Wing, MN Micro Area",23845,21223,19530,359,24,786,149,1304
"39900","Reno, NV Metro Area",229889,204914,177418,4207,1440,5877,2582,10869
"39940","Rexburg, ID Micro Area",23172,19732,16832,159,192,1661,212,1216
"39980","Richmond, IN Micro Area",29642,26740,24233,86,25,850,744,1197
"40420","Rockford, IL Metro Area",155746,144763,129148,1512,454,1814,1313,5890
"40460","Rockingham, NC Micro Area",17588,16575,15265,81,0,418,110,404
"40530","Rockport, TX Micro Area",9531,8348,7360,19,30,180,84,870
"40540","Rock Springs, WY Micro Area",21188,19207,16003,612,33,655,210,471
"40580","Rocky Mount, NC Metro Area",63040,58168,52793,256,29,1023,1468,2096
"40620","Rolla, MO Micro Area",18739,17086,14943,61,43,692,291,566
"40660","Rome, GA Metro Area",41094,37223,33436,157,110,1329,455,1820
"40700","Roseburg, OR Micro Area",42205,38149,33376,121,149,1089,315,2382
"40740","Roswell, NM Micro Area",26631,24981,22267,284,23,472,280,591
"40760","Ruidoso, NM Micro Area",7533,6482,5624,11,0,234,9,797
"40780","Russellville, AR Micro Area",35259,32560,29107,165,53,710,389,1382
"40820","Ruston, LA Micro Area",20784,19174,17498,0,7,577,149,877
"40860","Rutland, VT Micro Area",29280,25961,23619,264,34,1316,220,1485
"40900","Sacramento-Roseville-Folsom, CA Metro Area",1046390,901566,803296,24241,14831,18404,12834,74514
"40940","Safford, AZ Micro Area",12848,11993,10094,22,9,221,83,520
"40980","Saginaw, MI Metro Area",81392,75631,67649,367,421,1689,625,2659
"40060","Richmond, VA Metro Area",633512,568035,513633,9905,2914,10768,8286,33604
"40080","Richmond-Berea, KY Micro Area",46186,41892,37071,75,68,1982,589,1580
"40100","Rio Grande City-Roma, TX Micro Area",21143,18622,14875,58,0,854,97,1512
"40140","Riverside-San Bernardino-Ontario, CA Metro Area",1913758,1730013,1510688,25171,5119,27778,24973,100704
"40180","Riverton, WY Micro Area",17093,14343,12724,192,335,688,327,1208
"40220","Roanoke, VA Metro Area",147191,132298,122001,1981,294,3030,1505,8083
"40260","Roanoke Rapids, NC Micro Area",25685,24292,21452,21,14,400,224,734
"40300","Rochelle, IL Micro Area",24628,22664,20066,124,11,338,245,1246
"40340","Rochester, MN Metro Area",114520,98078,84867,4640,674,4087,944,6097
"40380","Rochester, NY Metro Area",513924,457683,416782,11007,2100,16407,4314,22413
"41060","St. Cloud, MN Metro Area",105224,93103,85154,1512,547,3918,877,5267
"41100","St. George, UT Metro Area",67912,58815,52167,361,334,859,1038,6505
"41140","St. Joseph, MO-KS Metro Area",57039,53130,47660,256,52,1070,720,1811
"41180","St. Louis, MO-IL Metro Area",1378942,1243535,1145968,31472,2984,23066,11773,66112
"41220","St. Marys, GA Micro Area",25204,22838,20987,43,65,1377,260,621
"41260","St. Marys, PA Micro Area",15131,14240,12962,54,43,389,38,367
"41400","Salem, OH Micro Area",44198,41400,37834,145,0,879,429,1345
"41420","Salem, OR Metro Area",187025,165463,144546,2851,1031,5409,2276,9995
"41460","Salina, KS Micro Area",30059,27382,24737,247,195,593,603,1039
"41500","Salinas, CA Metro Area",189872,155684,136038,3006,1076,5421,15871,8814
"41540","Salisbury, MD-DE Metro Area",178366,160947,146933,1373,460,3161,2007,10418
"41620","Salt Lake City, UT Metro Area",613428,530658,462289,21838,4719,13164,5266,37783
"41660","San Angelo, TX Metro Area",58346,52152,46594,125,161,2245,1191,2472
"41700","San Antonio-New Braunfels, TX Metro Area",1141218,1029634,907110,22468,1761,19431,14507,53417
"41740","San Diego-Chula Vista-Carlsbad, CA Metro Area",1627544,1380466,1240027,48043,10032,47774,27697,113532
"41760","Sandpoint, ID Micro Area",17787,14948,13034,180,216,501,211,1731
"41780","Sandusky, OH Micro Area",35413,33079,30253,404,23,451,489,967
"41820","Sanford, NC Micro Area",26409,25107,21646,140,0,261,146,755
"41860","San Francisco-Oakland-Berkeley, CA Metro Area",2373021,1591967,1365800,417810,45243,111365,48944,157692
"41900","San Germán, PR Metro Area",31486,28912,27654,109,11,889,159,1406
"41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area",995229,851042,745233,43142,17241,21077,13160,49567
"41980","San Juan-Bayamón-Caguas, PR Metro Area",685356,620199,562898,15482,1261,19180,13553,15681
"42380","Sayre, PA Micro Area",26361,23479,21315,50,69,1035,321,1407
"42420","Scottsbluff, NE Micro Area",17779,16453,14595,23,38,298,110,857
"42460","Scottsboro, AL Micro Area",19927,19001,17222,9,19,267,118,513
"42500","Scottsburg, IN Micro Area",10078,9490,8554,0,123,112,77,276
"42540","Scranton--Wilkes-Barre, PA Metro Area",259480,236209,208579,2525,384,7296,2103,10963
"42620","Searcy, AR Micro Area",32106,29902,26589,71,74,905,240,914
"42660","Seattle-Tacoma-Bellevue, WA Metro Area",2005245,1554687,1354325,200482,21850,80981,22633,124612
"42680","Sebastian-Vero Beach, FL Metro Area",57577,51256,46336,224,435,472,762,4428
"42700","Sebring-Avon Park, FL Metro Area",32924,29577,26117,349,144,699,455,1700
"42740","Sedalia, MO Micro Area",18339,16850,15300,57,18,238,241,935
"42780","Selinsgrove, PA Micro Area",19747,17230,15487,23,224,850,118,1302
"42820","Selma, AL Micro Area",14029,13385,12734,0,13,211,154,266
"42860","Seneca, SC Micro Area",31411,29652,26382,185,0,314,194,1066
"42900","Seneca Falls, NY Micro Area",14992,13469,12001,92,67,503,209,652
"42940","Sevierville, TN Micro Area",45553,41589,35027,196,335,740,221,2472
"42980","Seymour, IN Micro Area",20463,19184,16808,98,51,490,276,364
"42020","San Luis Obispo-Paso Robles, CA Metro Area",130710,109505,95359,1752,2655,6014,1112,9672
"42100","Santa Cruz-Watsonville, CA Metro Area",132921,103999,91775,3997,3953,6537,4035,10400
"42140","Santa Fe, NM Metro Area",69747,60946,54822,727,308,1406,481,5879
"42180","Santa Isabel, PR Micro Area",7623,7233,6939,14,10,199,0,167
"42200","Santa Maria-Santa Barbara, CA Metro Area",209569,172144,142415,6277,6734,9273,2025,13116
"42220","Santa Rosa-Petaluma, CA Metro Area",249638,214381,186165,4526,2395,6677,3131,18528
"42300","Sault Ste. Marie, MI Micro Area",15271,13599,11643,49,48,767,227,581
"42340","Savannah, GA Metro Area",184454,164583,146732,3479,1434,4365,2829,7764
"43020","Shawano, WI Micro Area",21208,18867,17322,75,36,547,178,1505
"43060","Shawnee, OK Micro Area",29767,27387,25076,20,40,615,721,984
"43100","Sheboygan, WI Metro Area",58620,53783,49358,197,447,1425,518,2250
"43140","Shelby, NC Micro Area",39146,36975,33052,105,7,889,446,724
"43180","Shelbyville, TN Micro Area",21611,20301,17143,35,0,209,311,755
"43220","Shelton, WA Micro Area",24593,22064,18670,399,7,380,281,1462
"43260","Sheridan, WY Micro Area",14985,13157,11803,10,86,446,44,1242
"43300","Sherman-Denison, TX Metro Area",59942,54631,47613,196,163,960,698,3294
"43320","Show Low, AZ Micro Area",32824,27129,23939,442,141,1642,824,2646
"43340","Shreveport-Bossier City, LA Metro Area",171037,160693,147184,1954,305,2124,1441,4520
"43380","Sidney, OH Micro Area",24734,23147,20951,21,123,394,141,908
"43420","Sierra Vista-Douglas, AZ Metro Area",46499,41345,36683,311,206,1346,1139,2152
"43460","Sikeston, MO Micro Area",16574,15773,13783,33,0,232,45,491
"43500","Silver City, NM Micro Area",10077,9121,8298,103,74,197,31,551
"43580","Sioux City, IA-NE-SD Metro Area",72133,66792,59233,512,72,1616,344,2797
"43620","Sioux Falls, SD Metro Area",140786,130085,118737,752,522,2895,817,5715
"43660","Snyder, TX Micro Area",6793,6547,5669,0,76,73,47,50
"43700","Somerset, KY Micro Area",25175,23957,22135,64,0,291,296,567
"43740","Somerset, PA Micro Area",31529,28575,25774,29,22,825,364,1714
"43760","Sonora, CA Micro Area",20071,17981,16644,111,68,429,291,1191
"43780","South Bend-Mishawaka, IN-MI Metro Area",149802,134797,121815,1644,895,5233,1150,6083
"43900","Spartanburg, SC Metro Area",138757,131108,117661,502,177,1608,989,4373
"43940","Spearfish, SD Micro Area",13315,11874,10232,30,28,699,55,629
"43980","Spencer, IA Micro Area",7903,7035,6184,65,24,209,56,514
"44020","Spirit Lake, IA Micro Area",9078,8105,7388,39,109,229,117,479
"44060","Spokane-Spokane Valley, WA Metro Area",246510,214639,191207,6295,1136,6848,2586,15006
"44100","Springfield, IL Metro Area",99025,90327,82454,1336,504,1650,976,4232
"44140","Springfield, MA Metro Area",332243,288018,262329,7509,1631,14742,3566,16777
"44180","Springfield, MO Metro Area",212871,195810,175426,1507,664,4063,1750,9077
"44220","Springfield, OH Metro Area",60047,55216,49278,446,243,1457,396,2289
"44260","Starkville, MS Micro Area",23835,22054,20143,127,31,505,343,775
"44300","State College, PA Metro Area",75715,58673,51753,4342,1311,6792,861,3736
"44340","Statesboro, GA Micro Area",33599,30277,27048,384,343,749,332,1514
"44420","Staunton, VA Metro Area",56766,52579,48192,286,42,1082,420,2357
"44460","Steamboat Springs, CO Micro Area",14210,10930,9729,358,628,740,54,1500
"44500","Stephenville, TX Micro Area",19736,17997,16092,8,0,575,89,1067
"44540","Sterling, CO Micro Area",10990,9862,8474,76,31,355,82,584
"44580","Sterling, IL Micro Area",25942,24224,21739,113,39,677,163,726
"44620","Stevens Point, WI Micro Area",37104,32617,29802,188,453,2004,284,1558
"44660","Stillwater, OK Micro Area",36428,32459,29036,277,458,1790,273,1171
"44700","Stockton, CA Metro Area",303147,277817,238729,5055,1228,4164,2455,12428
"44740","Storm Lake, IA Micro Area",10176,8650,7196,32,156,760,63,515
"44780","Sturgis, MI Micro Area",27394,24979,20621,167,149,932,173,994
"44860","Sulphur Springs, TX Micro Area",16125,15267,13694,46,30,121,84,577
"44900","Summerville, GA Micro Area",8827,8465,7543,21,26,143,30,142
"44940","Sumter, SC Metro Area",56653,53224,47563,153,147,1109,574,1446
"44980","Sunbury, PA Micro Area",40846,37750,34053,80,81,1088,316,1531
"45000","Susanville, CA Micro Area",8340,7552,6713,26,19,206,8,529
"45020","Sweetwater, TX Micro Area",6159,5793,4924,0,0,144,125,97
"45060","Syracuse, NY Metro Area",305311,269413,245154,6906,917,11712,2779,13584
"45140","Tahlequah, OK Micro Area",19404,17762,15498,46,53,548,167,828
"45180","Talladega-Sylacauga, AL Micro Area",30439,28542,25405,70,32,571,458,766
"45220","Tallahassee, FL Metro Area",178756,161538,145036,2596,1035,3631,2240,7716
"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",1419997,1244458,1120016,18206,9155,20116,22507,105555
"45340","Taos, NM Micro Area",13553,10961,9078,262,65,492,163,1610
"45380","Taylorville, IL Micro Area",14508,13453,11913,76,30,363,88,498
"45460","Terre Haute, IN Metro Area",81066,74837,66467,481,304,2447,725,2272
"45500","Texarkana, TX-AR Metro Area",58890,55821,51357,252,52,571,682,1512
"45520","The Dalles, OR Micro Area",11471,9896,8749,29,52,517,116,861
"45540","The Villages, FL Metro Area",24569,19811,18431,39,16,251,1744,2708
"45580","Thomaston, GA Micro Area",10063,9723,8892,0,0,35,198,107
"45620","Thomasville, GA Micro Area",19068,18140,15224,39,97,215,126,451
"45660","Tiffin, OH Micro Area",26039,23822,21724,107,78,1091,382,559
"45700","Tifton, GA Micro Area",18231,17444,15409,52,75,218,161,281
"45740","Toccoa, GA Micro Area",10371,9606,8696,0,0,213,78,474
"45780","Toledo, OH Metro Area",302645,278829,256204,3784,936,7514,2766,8816
"45820","Topeka, KS Metro Area",110625,102722,91264,1005,134,1910,877,3977
"45860","Torrington, CT Micro Area",95123,84820,79132,1345,157,2324,1114,5363
"45900","Traverse City, MI Micro Area",71056,63198,56372,760,460,1580,625,4433
"45940","Trenton-Princeton, NJ Metro Area",176016,143642,124442,13357,720,7616,1782,8899
"45980","Troy, AL Micro Area",13900,13127,11878,38,20,235,179,301
"46020","Truckee-Grass Valley, CA Micro Area",42907,34464,31190,151,318,1199,922,5853
"46060","Tucson, AZ Metro Area",442389,384105,339953,10109,6583,10013,7515,24064
"46100","Tullahoma-Manchester, TN Micro Area",45167,42247,38366,24,51,911,153,1781
"46140","Tulsa, OK Metro Area",459388,424732,380533,2168,888,5738,6781,19081
"46180","Tupelo, MS Micro Area",70735,68005,61687,41,25,435,798,1431
"46220","Tuscaloosa, AL Metro Area",106708,100618,90994,531,257,1159,516,3627
"46300","Twin Falls, ID Metro Area",50265,45956,41005,158,123,1152,464,2412
"46340","Tyler, TX Metro Area",100354,92652,83605,360,450,915,1151,4826
"46380","Ukiah, CA Micro Area",36446,30220,26446,108,235,2280,252,3351
"46420","Union, SC Micro Area",11470,11005,9870,11,8,119,113,214
"46460","Union City, TN Micro Area",12615,11895,10964,27,0,235,126,332
"46500","Urbana, OH Micro Area",17769,16816,14926,0,19,381,94,459
"46520","Urban Honolulu, HI Metro Area",500034,394225,323443,40274,4676,27287,13519,20053
"46540","Utica-Rome, NY Metro Area",128193,115475,104857,1166,122,4676,1112,5642
"46620","Uvalde, TX Micro Area",11037,10403,8762,0,38,152,135,309
"46660","Valdosta, GA Metro Area",61463,57367,51812,199,105,1435,805,1552
"46700","Vallejo, CA Metro Area",205287,184262,157069,6552,692,2437,2109,9235
"46780","Van Wert, OH Micro Area",13490,12756,11826,28,0,214,223,269
"46820","Vermillion, SD Micro Area",7323,5676,5083,65,142,926,23,491
"46860","Vernal, UT Micro Area",14657,13583,11309,54,56,305,98,561
"46900","Vernon, TX Micro Area",6089,5877,4803,3,11,87,46,65
"46980","Vicksburg, MS Micro Area",19136,18393,16646,47,14,171,288,223
"47020","Victoria, TX Metro Area",44669,41108,35551,439,141,732,267,1982
"47080","Vidalia, GA Micro Area",13546,12859,11314,57,39,243,128,220
"47180","Vincennes, IN Micro Area",17778,16575,15315,66,105,432,262,338
"47220","Vineland-Bridgeton, NJ Metro Area",60362,55679,48628,960,134,1074,1044,1471
"47240","Vineyard Haven, MA Micro Area",8372,6596,6158,96,203,292,141,1044
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",880062,788826,715715,13431,3395,28826,12282,33302
"47300","Visalia, CA Metro Area",173640,160561,137084,1192,660,2512,2368,6347
"47340","Wabash, IN Micro Area",14341,13144,12359,100,0,625,90,382
"47380","Waco, TX Metro Area",118971,110256,98428,472,255,2508,1227,4253
"47420","Wahpeton, ND-MN Micro Area",11469,10258,9207,29,20,384,107,671
"47460","Walla Walla, WA Metro Area",26080,22024,18981,223,254,1878,231,1470
"47540","Wapakoneta, OH Micro Area",23216,21731,20316,78,63,485,130,729
"47580","Warner Robins, GA Metro Area",83056,78972,70655,215,229,848,972,1820
"47620","Warren, PA Micro Area",17845,16304,14519,87,37,643,178,596
"28700","Kingsport-Bristol, TN-VA Metro Area",125563,117495,107769,273,138,1632,1624,4401
"28740","Kingston, NY Metro Area",85533,71979,65653,2195,233,3325,997,6804
"28780","Kingsville, TX Micro Area",13417,12215,10630,0,0,800,184,218
"28820","Kinston, NC Micro Area",22447,21302,18125,156,84,270,241,394
"28860","Kirksville, MO Micro Area",12395,11274,9840,30,37,370,97,587
"28900","Klamath Falls, OR Micro Area",26196,23718,21441,150,92,545,244,1447
"28940","Knoxville, TN Metro Area",392829,361683,330638,1985,606,5412,2827,20316
"28020","Kalamazoo-Portage, MI Metro Area",130681,117785,107826,2221,628,3889,930,5228
"28060","Kalispell, MT Micro Area",47648,41305,38227,300,309,1314,566,3854
"28100","Kankakee, IL Metro Area",50062,45206,40989,793,139,1121,1059,1744
"28140","Kansas City, MO-KS Metro Area",1072695,981429,897400,9488,1586,13367,8903,57922
"28180","Kapaa, HI Micro Area",35697,31673,28107,219,103,670,347,2685
"28260","Kearney, NE Micro Area",30259,27803,25158,58,191,857,312,1038
"28300","Keene, NH Micro Area",39297,33441,30227,103,269,1238,508,3738
"28340","Kendallville, IN Micro Area",22584,21112,18734,25,115,341,284,707
"28380","Kennett, MO Micro Area",11375,10476,8920,34,81,314,91,379
"28420","Kennewick-Richland, WA Metro Area",126231,116926,101864,826,327,1548,1166,5438
"28500","Kerrville, TX Micro Area",21747,19914,17101,8,53,451,158,1163
"28540","Ketchikan, AK Micro Area",7104,5886,4605,273,13,537,204,191
"28580","Key West, FL Micro Area",40537,30819,27891,398,2791,1910,2031,2588
"28620","Kill Devil Hills, NC Micro Area",18016,15650,13882,9,184,421,254,1498
"28660","Killeen-Temple, TX Metro Area",195807,178159,155889,824,426,6055,1905,8438
"29020","Kokomo, IN Metro Area",36380,33861,30388,163,96,464,358,1438
"29060","Laconia, NH Micro Area",30807,27608,24690,49,90,754,487,1819
"29100","La Crosse-Onalaska, WI-MN Metro Area",71704,63387,57980,528,858,3143,768,3020
"29180","Lafayette, LA Metro Area",217978,202682,184782,1079,978,4222,2462,6555
"29200","Lafayette-West Lafayette, IN Metro Area",110576,95503,84969,2885,1258,6680,900,3350
"29260","La Grande, OR Micro Area",11333,9719,8607,31,98,720,73,692
"29300","LaGrange, GA-AL Micro Area",43406,41237,36572,54,0,510,777,828
"29340","Lake Charles, LA Metro Area",91835,86400,78833,388,240,1436,1154,2217
"29380","Lake City, FL Micro Area",25974,24325,20904,23,139,198,257,1032
"29420","Lake Havasu City-Kingman, AZ Metro Area",71243,65011,56329,704,112,751,1466,3199
"29460","Lakeland-Winter Haven, FL Metro Area",281139,260788,234448,1476,1002,2703,3815,11355
"29500","Lamesa, TX Micro Area",4299,3968,3302,0,0,104,44,183
"29540","Lancaster, PA Metro Area",267221,235043,208063,3177,1968,10538,2942,13553
"29620","Lansing-East Lansing, MI Metro Area",260984,231426,207970,5896,2463,8633,2077,10489
"29660","Laramie, WY Micro Area",20741,16563,14725,284,873,2037,98,886
"29700","Laredo, TX Metro Area",108124,100518,88263,1274,97,1675,1517,3043
"29740","Las Cruces, NM Metro Area",88174,80504,70923,391,672,1983,759,3865
"29780","Las Vegas, NM Micro Area",10884,9127,7819,91,103,562,105,896
"29820","Las Vegas-Henderson-Paradise, NV Metro Area",1018288,902254,802144,34323,2675,14806,21929,42301
"29860","Laurel, MS Micro Area",34318,32776,30040,37,0,553,624,328
"29900","Laurinburg, NC Micro Area",11704,11289,10140,27,25,147,63,153
"29940","Lawrence, KS Metro Area",67000,57929,52083,1379,587,3558,614,2933
"29980","Lawrenceburg, TN Micro Area",16399,15188,13785,16,0,351,309,535
