"msa_fips","msa_name","total_commute","under_5_mins","mins_5_to_9","mins_10_to_14","mins_15_to_19","mins_20_to_24","mins_25_to_29","mins_30_to_34","mins_35_to_39","mins_40_to_44","over_60_mins"
"42660","Seattle-Tacoma-Bellevue, WA Metro Area",1880633,28948,115942,180140,236475,260896,130702,298235,74552,106328,214853
"42680","Sebastian-Vero Beach, FL Metro Area",53149,1226,6475,9750,10944,6754,3280,5840,1699,1466,2823
"42700","Sebring-Avon Park, FL Metro Area",31224,1255,5217,6526,5918,4901,1066,2805,460,357,1029
"42740","Sedalia, MO Micro Area",17404,1034,3418,3760,3401,1774,639,1373,315,232,531
"42780","Selinsgrove, PA Micro Area",18445,1224,2827,2794,2394,2415,1378,1920,494,462,1149
"42820","Selma, AL Micro Area",13763,418,2026,2515,2678,1443,665,1265,342,107,977
"42860","Seneca, SC Micro Area",30345,953,2719,4753,5851,4370,2189,2940,797,728,2307
"42900","Seneca Falls, NY Micro Area",14340,776,2429,2497,2085,1704,884,1387,340,484,1008
"42940","Sevierville, TN Micro Area",43081,615,3573,5039,7273,6875,3083,7368,1738,1951,3374
"42980","Seymour, IN Micro Area",20099,881,3652,3569,2598,2948,1289,2242,537,663,643
"42020","San Luis Obispo-Paso Robles, CA Metro Area",121038,4995,19414,21807,19562,18494,7355,11997,2421,3361,5946
"42100","Santa Cruz-Watsonville, CA Metro Area",122521,3433,14498,19692,17260,15842,5357,12619,2896,3932,11074
"42140","Santa Fe, NM Metro Area",63868,1560,6694,9871,12914,11208,3457,7794,1395,1937,3809
"42180","Santa Isabel, PR Micro Area",7456,68,885,1142,1146,806,368,1529,335,248,468
"42200","Santa Maria-Santa Barbara, CA Metro Area",196453,7383,31212,43198,37161,25575,8002,15797,3320,5045,9848
"42220","Santa Rosa-Petaluma, CA Metro Area",231110,8005,26914,37137,37293,32915,14188,26451,5746,6517,13432
"42300","Sault Ste. Marie, MI Micro Area",14690,1327,3586,2860,2088,1377,979,1152,299,187,342
"42340","Savannah, GA Metro Area",176690,4719,14653,23918,30092,31091,11562,25740,6385,5420,13586
"43020","Shawano, WI Micro Area",19703,1629,2972,2941,2521,2094,1201,2057,745,730,1546
"43060","Shawnee, OK Micro Area",28783,1150,4228,4631,5069,2969,1054,2563,736,1306,2900
"43100","Sheboygan, WI Metro Area",56370,3144,10049,12922,11652,6929,2809,2868,790,1000,1733
"43140","Shelby, NC Micro Area",38422,1529,4047,5267,6614,5673,2050,4121,1536,1739,3388
"43180","Shelbyville, TN Micro Area",20856,707,2991,3818,3279,2019,1034,1701,564,868,1832
"43220","Shelton, WA Micro Area",23131,1010,2141,2262,2119,1914,1542,3195,1256,1500,2770
"43260","Sheridan, WY Micro Area",13743,1094,3109,3735,2569,1057,321,1110,66,44,238
"43300","Sherman-Denison, TX Metro Area",56648,2103,8120,9818,8863,6998,2751,5072,1590,1641,3795
"43320","Show Low, AZ Micro Area",30178,3096,6695,5238,3975,2289,850,2904,367,708,1509
"43340","Shreveport-Bossier City, LA Metro Area",166517,3868,15647,26800,39351,30718,12122,19443,3033,2626,5875
"43380","Sidney, OH Micro Area",23826,1355,4602,4504,3965,3512,1424,1897,449,454,903
"43420","Sierra Vista-Douglas, AZ Metro Area",44347,2506,8228,7850,7394,6492,1883,3431,793,954,2191
"43460","Sikeston, MO Micro Area",16083,1136,2585,2724,2544,2025,1194,1820,335,365,646
"43500","Silver City, NM Micro Area",9526,573,2406,1844,1573,1279,318,756,27,129,289
"43580","Sioux City, IA-NE-SD Metro Area",69336,4010,11180,14543,15708,10050,2654,4572,1084,1155,2234
"43620","Sioux Falls, SD Metro Area",135071,5691,16546,25801,33573,24704,8471,9789,1903,1853,3194
"43660","Snyder, TX Micro Area",6743,627,1835,1507,1379,511,78,200,28,64,211
"43700","Somerset, KY Micro Area",24608,772,3331,5022,4800,3819,1378,2051,329,460,1125
"43740","Somerset, PA Micro Area",29815,1557,3469,4476,5158,4264,1936,3281,658,874,1771
"43760","Sonora, CA Micro Area",18880,840,2799,3241,3088,2440,1113,1676,276,313,738
"43780","South Bend-Mishawaka, IN-MI Metro Area",143719,4380,14323,22033,30356,25508,10928,17250,4085,3483,6509
"43900","Spartanburg, SC Metro Area",134384,3509,12065,18859,25191,23247,11580,19262,3979,3647,7576
"43940","Spearfish, SD Micro Area",12686,1047,2971,3083,1751,1165,378,866,135,173,676
"43980","Spencer, IA Micro Area",7389,870,1930,1237,886,620,440,680,123,88,249
"44020","Spirit Lake, IA Micro Area",8599,834,2299,1523,1285,948,395,684,114,100,223
"44060","Spokane-Spokane Valley, WA Metro Area",231504,7722,25066,34382,43606,39047,19280,29624,5380,6273,11441
"44100","Springfield, IL Metro Area",94793,3079,11737,17690,22648,16056,6309,8064,1356,1495,2571
"44140","Springfield, MA Metro Area",315466,10556,34607,47235,52997,50254,23396,40492,9137,11622,19609
"44180","Springfield, MO Metro Area",203794,6587,19163,31551,38447,37879,14407,27556,5349,5389,10042
"44220","Springfield, OH Metro Area",57758,2792,7406,9537,10146,7885,3505,5914,2253,1558,3974
"44260","Starkville, MS Micro Area",23060,640,3892,5444,4641,1831,834,2456,554,663,921
"44300","State College, PA Metro Area",71979,2607,9553,12958,15121,11825,4376,7112,1697,1309,2892
"44340","Statesboro, GA Micro Area",32085,1403,5032,7340,5199,3148,1202,2514,644,810,2450
"44420","Staunton, VA Metro Area",54409,2159,6311,7804,7889,8889,4438,8004,1853,1898,3027
"44460","Steamboat Springs, CO Micro Area",12710,774,2435,2531,1789,1507,319,1850,151,374,448
"44500","Stephenville, TX Micro Area",18669,1518,4754,4535,2284,1629,306,1501,222,234,712
"44540","Sterling, CO Micro Area",10406,961,2845,2879,1117,645,287,473,179,76,421
"44580","Sterling, IL Micro Area",25216,1588,5049,5220,3695,3139,1523,1823,454,545,1121
"44620","Stevens Point, WI Micro Area",35546,1407,6490,8020,6661,4254,1690,2317,878,961,1447
"44660","Stillwater, OK Micro Area",35257,2567,7378,8859,6449,2915,747,2376,382,576,950
"44700","Stockton, CA Metro Area",290719,7723,27615,37835,43740,36758,13656,29880,4915,7557,19752
"44740","Storm Lake, IA Micro Area",9661,1720,2783,1576,1139,775,335,541,196,129,243
"44780","Sturgis, MI Micro Area",26400,1806,4942,4142,3341,2791,1471,2995,1023,990,1624
"44860","Sulphur Springs, TX Micro Area",15548,911,2918,3456,2181,1566,523,1163,395,229,772
"44900","Summerville, GA Micro Area",8685,358,796,1096,1343,1151,541,1247,259,378,792
"44940","Sumter, SC Metro Area",55207,2108,5934,10917,10406,8117,2207,4712,988,1511,3345
"44980","Sunbury, PA Micro Area",39315,1564,5051,5821,5738,6451,2498,4778,1135,1536,2181
"45000","Susanville, CA Micro Area",7811,223,1298,1472,1622,1229,248,637,57,316,341
"45020","Sweetwater, TX Micro Area",6062,614,1713,1561,688,316,81,404,89,123,172
"45060","Syracuse, NY Metro Area",291727,10714,32871,49209,57472,52255,21016,28921,7428,7927,12739
"45140","Tahlequah, OK Micro Area",18576,882,2992,2937,2782,2212,886,2042,426,414,1236
"45180","Talladega-Sylacauga, AL Micro Area",29673,1425,3763,4414,4942,4285,1190,3221,737,574,2535
"45220","Tallahassee, FL Metro Area",171040,3851,14939,24270,34394,29906,12575,24790,4707,5404,9557
"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",1314442,24698,101618,160816,192558,199455,84441,197757,45217,59343,132379
"45340","Taos, NM Micro Area",11943,834,2077,2590,2561,956,218,1012,45,272,497
"45380","Taylorville, IL Micro Area",14010,745,2533,1967,1239,1306,587,1624,600,935,1636
"45460","Terre Haute, IN Metro Area",78794,3293,10190,13960,13192,11339,4914,8396,2060,2316,4122
"45500","Texarkana, TX-AR Metro Area",57378,1952,8541,14713,9430,8386,2174,5849,902,1009,2219
"45520","The Dalles, OR Micro Area",10610,808,2360,2449,1486,853,409,836,242,186,618
"45540","The Villages, FL Metro Area",21861,871,2733,3485,4228,2712,704,2424,550,758,1719
"45580","Thomaston, GA Micro Area",9956,323,1646,1820,1940,1090,289,921,188,230,692
"45620","Thomasville, GA Micro Area",18617,724,3729,3767,3248,2679,620,1401,192,293,884
"45660","Tiffin, OH Micro Area",25480,1560,3696,4771,3604,3430,1942,2290,741,854,1439
"45700","Tifton, GA Micro Area",17950,613,2343,5102,4734,1718,569,1061,178,213,889
"45740","Toccoa, GA Micro Area",9897,236,1403,2255,1967,989,357,866,422,197,389
"45780","Toledo, OH Metro Area",293829,11280,37252,48262,54118,52471,23213,30976,6261,5810,11931
"45820","Topeka, KS Metro Area",106648,3627,12920,20299,25199,15699,5413,9987,2176,2280,4411
"45860","Torrington, CT Micro Area",89760,4001,9170,11476,10676,11944,6060,10085,3255,4028,8858
"45900","Traverse City, MI Micro Area",66623,2515,7839,10796,12173,10757,4865,7445,1768,1954,3355
"45940","Trenton-Princeton, NJ Metro Area",167117,3893,15732,24128,29583,26729,9313,17927,3599,4794,9964
"45980","Troy, AL Micro Area",13599,465,2361,2827,1905,2318,496,1451,79,238,645
"46020","Truckee-Grass Valley, CA Micro Area",37054,2077,5334,6098,6230,4521,1640,3424,867,1105,2248
"46060","Tucson, AZ Metro Area",418325,8252,36498,53492,67592,69249,33557,68073,13648,16976,30836
"46100","Tullahoma-Manchester, TN Micro Area",43386,2041,5394,6799,6652,5497,2861,5648,1073,1089,3274
"46140","Tulsa, OK Metro Area",440307,12563,46208,67448,81982,82289,34284,59025,10650,10228,20032
"46180","Tupelo, MS Micro Area",69304,1504,6175,12409,12599,11141,5689,9937,1707,1893,3026
"46220","Tuscaloosa, AL Metro Area",103081,2311,9361,15827,17571,20181,7109,11981,2218,2764,6797
"46300","Twin Falls, ID Metro Area",47853,2981,10188,9578,8419,5648,2328,4451,712,636,1164
"46340","Tyler, TX Metro Area",95528,2287,9376,14330,16285,17649,6074,14932,2148,2106,4936
"46380","Ukiah, CA Micro Area",33095,2051,6946,7278,5205,3243,1094,2915,431,284,1038
"46420","Union, SC Micro Area",11256,389,1438,1818,1588,1092,398,1287,479,408,1338
"46460","Union City, TN Micro Area",12283,811,2182,2242,2050,1548,583,1309,272,201,551
"46500","Urbana, OH Micro Area",17310,980,2172,2073,1960,2478,1195,2247,999,687,1540
"46520","Urban Honolulu, HI Metro Area",479981,8271,35082,54600,64745,68154,25722,86883,12302,22087,46871
"46540","Utica-Rome, NY Metro Area",122551,6112,18811,23491,21435,17550,7101,10907,2769,2885,5836
"46620","Uvalde, TX Micro Area",10728,825,2480,2696,1474,727,346,555,186,250,406
"46660","Valdosta, GA Metro Area",59911,2212,7185,10524,13847,10252,4126,5726,1016,721,1843
"46700","Vallejo, CA Metro Area",196052,4373,16922,27322,27382,19263,8365,21772,5518,7863,19687
"46780","Van Wert, OH Micro Area",13221,888,2766,2529,1802,1206,616,1162,304,484,850
"46820","Vermillion, SD Micro Area",6832,740,2674,1085,437,236,381,295,134,222,304
"46860","Vernal, UT Micro Area",14096,804,4131,3228,1739,797,352,969,85,296,725
"46900","Vernon, TX Micro Area",6024,642,2420,1121,753,291,3,264,36,113,177
"46980","Vicksburg, MS Micro Area",18913,656,2581,4398,4246,2586,641,1295,469,255,881
"47020","Victoria, TX Metro Area",42687,1239,6544,10425,8208,5006,1626,3268,558,1094,2389
"47080","Vidalia, GA Micro Area",13326,761,1657,2874,2361,1834,604,1093,84,289,821
"47180","Vincennes, IN Micro Area",17440,1476,3643,3594,2045,2257,727,1833,180,243,477
"47220","Vineland-Bridgeton, NJ Metro Area",58891,1788,7608,11013,9100,7166,3993,5898,1145,1745,4763
"47240","Vineyard Haven, MA Micro Area",7328,608,1683,2053,1706,735,115,287,2,32,56
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",846760,23855,72149,112627,146174,138292,63730,125217,25866,29840,60420
"47300","Visalia, CA Metro Area",167293,5912,23356,31210,27088,22929,8573,19127,3539,4974,10944
"47340","Wabash, IN Micro Area",13959,984,2905,2507,1952,1434,792,1236,205,379,679
"47380","Waco, TX Metro Area",114718,3530,15051,20851,28751,17620,6442,11276,2424,1626,2991
"47420","Wahpeton, ND-MN Micro Area",10798,1509,2864,1578,933,687,456,1043,270,326,674
"47460","Walla Walla, WA Metro Area",24610,1841,7142,6144,3910,1618,557,1105,204,304,552
"47540","Wapakoneta, OH Micro Area",22487,1783,3874,3366,2843,4079,2040,2102,536,401,806
"47580","Warner Robins, GA Metro Area",81236,1733,7285,12392,17010,13737,6529,13317,1934,1403,2511
"47620","Warren, PA Micro Area",17249,986,3106,3188,2898,2393,929,1492,377,409,747
"28700","Kingsport-Bristol, TN-VA Metro Area",121162,3537,12612,18688,23126,18043,8851,16081,3594,3590,7244
"28740","Kingston, NY Metro Area",78729,3112,8191,11111,11164,9202,4872,9011,2323,3203,7526
"28780","Kingsville, TX Micro Area",13199,651,3226,3267,2138,1025,200,697,128,184,983
"28820","Kinston, NC Micro Area",22053,812,2251,4300,4522,3019,1001,2148,449,682,1329
"28860","Kirksville, MO Micro Area",11808,982,2969,2691,1249,1166,466,917,161,259,446
"28900","Klamath Falls, OR Micro Area",24749,1602,4787,6392,5034,2692,757,1396,375,457,651
"28940","Knoxville, TN Metro Area",372513,8056,32669,51095,65754,64935,30829,55301,10900,11675,24624
"28020","Kalamazoo-Portage, MI Metro Area",125453,3698,15268,23252,27164,21555,9504,10703,2801,2623,4048
"28060","Kalispell, MT Micro Area",43794,1989,6747,8055,7432,6980,2327,6394,517,759,1464
"28100","Kankakee, IL Metro Area",48318,2399,7429,8865,7822,5599,2005,3720,1118,1352,3095
"28140","Kansas City, MO-KS Metro Area",1014773,24747,98756,139453,171974,172828,82402,147973,34933,37426,67198
"28180","Kapaa, HI Micro Area",33012,949,4698,5092,5443,3970,1706,5519,464,811,2953
"28260","Kearney, NE Micro Area",29221,2512,7878,8319,3101,2005,945,1683,306,454,1038
"28300","Keene, NH Micro Area",35559,2123,5468,5996,4499,5242,2201,3906,975,839,1657
"28340","Kendallville, IN Micro Area",21877,1159,2935,3196,3379,2581,1550,2499,1202,811,1788
"28380","Kennett, MO Micro Area",10996,1313,2447,1333,1210,1021,422,915,383,314,914
"28420","Kennewick-Richland, WA Metro Area",120793,4447,14326,19177,26886,20918,6443,10083,1951,3379,7099
"28500","Kerrville, TX Micro Area",20584,1091,3781,4390,3184,2490,1112,1828,279,408,609
"28540","Ketchikan, AK Micro Area",6913,709,1670,1436,1366,882,282,374,25,49,26
"28580","Key West, FL Micro Area",37949,2597,6812,9186,6409,4417,1447,2750,523,665,1491
"28620","Kill Devil Hills, NC Micro Area",16518,1388,2927,2740,2673,2332,796,1548,156,236,552
"28660","Killeen-Temple, TX Metro Area",187369,7669,26300,33830,38931,26662,8805,16868,3172,3877,9775
"29020","Kokomo, IN Metro Area",34942,1508,6844,7951,6684,3522,1227,1818,559,501,2093
"29060","Laconia, NH Micro Area",28988,1207,3719,4934,3635,3387,1329,3277,987,1480,2463
"29100","La Crosse-Onalaska, WI-MN Metro Area",68684,3301,11139,13481,13282,10676,4095,5560,1428,1331,2396
"29180","Lafayette, LA Metro Area",211423,8832,23056,34427,34086,31681,12629,29451,4266,5271,10917
"29200","Lafayette-West Lafayette, IN Metro Area",107226,3136,15292,23904,24528,15085,5284,7643,1554,2383,4323
"29260","La Grande, OR Micro Area",10641,1095,2798,2319,1357,963,493,663,81,75,310
"29300","LaGrange, GA-AL Micro Area",42578,1348,4484,7505,8012,6314,1957,4815,650,944,3285
"29340","Lake Charles, LA Metro Area",89618,3015,11775,15420,19683,14623,5312,9652,1131,1235,3305
"29380","Lake City, FL Micro Area",24942,383,2808,4007,4561,3745,1609,1917,545,912,2652
"29420","Lake Havasu City-Kingman, AZ Metro Area",68044,3209,12985,14826,12892,7297,2765,4485,813,1004,2985
"29460","Lakeland-Winter Haven, FL Metro Area",269784,4714,18045,34273,46566,42562,16086,37581,8312,10824,26671
"29500","Lamesa, TX Micro Area",4116,397,1718,637,257,208,34,193,49,85,212
"29540","Lancaster, PA Metro Area",253668,9896,29462,38426,41550,41009,19241,30106,7650,7171,14986
"29620","Lansing-East Lansing, MI Metro Area",250495,8070,29483,43029,47800,41442,17411,24855,6330,6494,11701
"29660","Laramie, WY Micro Area",19855,1653,7740,5670,2147,754,88,494,67,93,652
"29700","Laredo, TX Metro Area",105081,2249,10496,18766,24829,17923,5879,13041,1242,1949,4679
"29740","Las Cruces, NM Metro Area",84309,3198,9835,15719,18241,13018,4646,8918,1200,1745,3870
"29780","Las Vegas, NM Micro Area",9988,802,2126,1784,1107,728,137,1064,63,179,870
"29820","Las Vegas-Henderson-Paradise, NV Metro Area",975987,13277,58970,113641,154981,191073,91695,189015,29129,36298,52654
"29860","Laurel, MS Micro Area",33990,891,2880,4222,8249,6371,1401,4536,607,1088,1679
"29900","Laurinburg, NC Micro Area",11551,278,1182,2227,2027,2059,736,1151,351,293,441
"29940","Lawrence, KS Metro Area",64067,2821,11090,13709,11032,5413,2830,5674,1870,2462,4885
"29980","Lawrenceburg, TN Micro Area",15864,874,1728,2731,2265,1810,845,1665,311,474,1492
"30020","Lawton, OK Metro Area",50882,2872,8342,11368,11620,7328,2041,3510,715,596,885
"30060","Lebanon, MO Micro Area",14937,704,2603,2670,3189,1551,582,1387,196,383,985
"30100","Lebanon, NH-VT Micro Area",102133,5395,12815,13725,14660,14477,6755,12732,3711,4129,7608
"30140","Lebanon, PA Metro Area",64819,2879,8043,10870,9851,8743,4085,7509,1928,2450,5014
"30220","Levelland, TX Micro Area",9721,1058,2195,1287,997,652,569,1265,162,313,594
"30260","Lewisburg, PA Micro Area",16483,821,2651,2816,2596,2268,1004,1780,392,525,701
"30280","Lewisburg, TN Micro Area",14042,437,1420,1997,1688,1045,483,1712,603,722,2041
"30300","Lewiston, ID-WA Metro Area",26787,1641,5097,7489,5792,2538,630,1115,134,364,962
"30340","Lewiston-Auburn, ME Metro Area",50764,1838,7082,8357,7761,5715,2908,4200,2201,2358,5527
"30380","Lewistown, PA Micro Area",20197,1008,3323,4083,2778,2242,852,1712,432,684,1330
"30420","Lexington, NE Micro Area",12601,1645,3838,2113,1313,880,346,848,145,191,551
"30460","Lexington-Fayette, KY Metro Area",242027,7389,27220,37314,46436,43634,17032,30534,6458,5943,10814
"30580","Liberal, KS Micro Area",10424,1078,3223,2641,1460,530,105,482,22,103,178
"30620","Lima, OH Metro Area",46046,2175,7337,8964,8759,6864,2796,3660,816,1002,1986
"30660","Lincoln, IL Micro Area",11612,1012,2440,1890,1317,774,488,1111,501,664,888
"30700","Lincoln, NE Metro Area",172466,5488,23983,33094,39067,29801,11193,14455,2205,2742,4954
"30780","Little Rock-North Little Rock-Conway, AR Metro Area",331239,9779,32114,51353,57912,55534,22006,45585,9288,11012,23048
"30820","Lock Haven, PA Micro Area",16939,1027,2927,2657,2444,1632,964,1615,519,897,1236
"30860","Logan, UT-ID Metro Area",61808,3287,14371,15541,10560,5807,2107,3646,778,702,2032
"30900","Logansport, IN Micro Area",17028,783,2549,3810,2965,2119,749,1346,517,449,1048
"30940","London, KY Micro Area",49650,2078,6581,8940,9167,6575,2477,6256,794,721,2681
"30980","Longview, TX Metro Area",115469,4693,16962,18169,18914,17681,6008,14476,2706,3030,6447
"31020","Longview, WA Metro Area",41570,1229,4787,6995,8429,4924,2160,3619,1003,1249,2920
"31060","Los Alamos, NM Micro Area",9313,120,1482,2390,2779,1409,254,464,19,91,168
"31080","Los Angeles-Long Beach-Anaheim, CA Metro Area",6005033,71173,344793,638103,824401,831050,341135,1054290,171466,300284,615390
"31140","Louisville/Jefferson County, KY-IN Metro Area",582639,11613,44710,74458,99961,106387,52909,91762,19745,20342,37095
"31180","Lubbock, TX Metro Area",147934,5103,23797,37530,39375,19698,4290,8008,1094,1276,3260
"31220","Ludington, MI Micro Area",12222,843,2858,2490,1981,1374,604,927,128,162,447
"31260","Lufkin, TX Micro Area",34851,1552,6259,8624,7130,3527,1237,2526,390,595,1009
"31300","Lumberton, NC Micro Area",47223,1765,4817,6561,8665,7285,2967,6296,1575,1031,2834
"31340","Lynchburg, VA Metro Area",114370,2969,11979,17757,20838,18170,7547,14067,3700,3474,7470
"31380","Macomb, IL Micro Area",12715,1297,3400,2469,1593,1421,384,697,161,176,468
"31420","Macon-Bibb County, GA Metro Area",89960,2664,8413,12497,17000,16178,6282,12381,2531,2172,4952
"31460","Madera, CA Metro Area",52938,2068,6861,7829,5611,5521,2514,7680,1350,2716,4858
"31500","Madison, IN Micro Area",13574,545,2400,2697,1807,1715,535,754,416,395,1105
"31540","Madison, WI Metro Area",347864,11376,42885,54847,58543,56291,28403,42448,10968,11458,18128
"31580","Madisonville, KY Micro Area",18159,544,3176,3585,2976,2035,785,1938,511,372,1089
"31620","Magnolia, AR Micro Area",8732,518,2028,1701,1678,1076,306,426,134,139,357
"31660","Malone, NY Micro Area",17811,1506,3591,3123,2530,2133,880,1395,325,356,880
"31680","Malvern, AR Micro Area",12760,503,1620,1686,1211,1239,756,2431,480,517,1222
"31700","Manchester-Nashua, NH Metro Area",208441,4432,18642,29921,32039,27084,14031,25046,6985,9190,17867
"31740","Manhattan, KS Metro Area",66984,3961,15224,14647,12328,7654,3284,4612,1036,530,1475
"31820","Manitowoc, WI Micro Area",38411,2671,6812,7779,6047,4555,2183,2953,1082,1054,1987
"31860","Mankato, MN Metro Area",51288,2105,10662,13288,9768,5172,2198,3189,720,786,1186
"31900","Mansfield, OH Metro Area",49859,1647,7370,9765,9646,7053,3083,4122,718,800,1859
"31930","Marietta, OH Micro Area",25614,1410,2935,4218,3660,3950,2011,3557,744,812,881
"31940","Marinette, WI-MI Micro Area",28000,2039,5566,4988,4200,3183,1479,2025,709,679,1490
"31980","Marion, IN Micro Area",27061,1995,5155,6124,4604,3078,1066,1406,371,539,1289
"32580","McAllen-Edinburg-Mission, TX Metro Area",303102,7718,33878,49116,64572,55201,20525,40149,4734,5629,9196
"32620","McComb, MS Micro Area",13589,543,1916,3145,2221,1592,617,1334,257,95,787
"32660","McMinnville, TN Micro Area",16423,830,1628,3112,3168,1849,775,1767,376,286,1052
"32700","McPherson, KS Micro Area",14043,1938,4592,2294,1690,1162,490,978,135,202,367
"32740","Meadville, PA Micro Area",36085,2279,6002,6042,5373,4686,1965,3444,866,1080,2080
"32780","Medford, OR Metro Area",85681,3736,13044,17427,19405,11625,4831,7378,1289,1453,2893
"32820","Memphis, TN-MS-AR Metro Area",592923,10462,49956,71970,95553,108860,49233,101995,19522,21534,40599
"32860","Menomonie, WI Micro Area",21594,1493,3381,3832,2969,2398,1373,2213,753,741,951
"32900","Merced, CA Metro Area",97330,4456,14273,17512,14509,11304,3469,8082,1507,2801,5043
"32940","Meridian, MS Micro Area",40603,1533,4478,7484,7267,6840,2505,4688,858,1183,1937
"32000","Marion, NC Micro Area",17587,583,1513,2702,3342,2462,1624,2042,560,590,1284
"32020","Marion, OH Micro Area",25159,937,3795,5250,4269,2716,1092,1811,689,705,1778
"32100","Marquette, MI Micro Area",28872,2106,7072,6014,3776,3336,1512,2381,491,544,639
"32140","Marshall, MN Micro Area",12507,1569,3751,2304,1566,1260,520,712,116,82,246
"32180","Marshall, MO Micro Area",9735,807,2719,1920,1214,833,419,632,192,74,400
"32260","Marshalltown, IA Micro Area",17915,946,4170,4777,2496,1751,666,745,247,228,847
"32280","Martin, TN Micro Area",13871,990,2314,2403,2164,1878,699,1331,313,221,734
"32300","Martinsville, VA Micro Area",24000,841,2544,3996,4730,4615,1273,2228,672,573,1018
"32340","Maryville, MO Micro Area",10453,967,3534,1820,1190,1030,252,521,93,172,517
"32380","Mason City, IA Micro Area",24379,1620,5456,5518,3778,2893,1199,1505,460,208,931
"32420","Mayagüez, PR Metro Area",24687,429,1993,4181,5167,3870,1508,3768,174,952,1298
"32460","Mayfield, KY Micro Area",15105,408,2322,2019,2462,2236,794,2320,364,559,1066
"32500","Maysville, KY Micro Area",6886,357,902,1296,1287,883,372,582,59,154,232
"32540","McAlester, OK Micro Area",16432,946,2677,3231,2952,2042,912,1680,240,277,607
"33020","Mexico, MO Micro Area",10208,598,2387,1783,1285,715,333,1153,136,324,822
"33060","Miami, OK Micro Area",12357,697,2219,2363,1937,1290,637,1244,253,398,790
"33100","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2743364,33256,143611,265944,352701,420322,183679,532952,96351,136251,282785
"33140","Michigan City-La Porte, IN Metro Area",45045,1362,7170,8581,6422,5183,2172,4845,1354,1202,3345
"33180","Middlesborough, KY Micro Area",7197,617,1467,773,1089,775,308,977,152,179,463
"33220","Midland, MI Metro Area",36110,930,4607,6968,6590,5095,2111,3969,954,1468,1805
"33260","Midland, TX Metro Area",84134,2873,10438,20463,18409,12303,2773,8904,929,664,2618
"33300","Milledgeville, GA Micro Area",19370,701,2693,4350,3658,2182,505,1205,687,568,1305
"33340","Milwaukee-Waukesha, WI Metro Area",751418,17589,71542,106903,130534,131633,62188,109230,25195,25748,41361
"33380","Minden, LA Micro Area",13814,614,1892,2529,1582,1496,545,1663,532,360,1484
"33420","Mineral Wells, TX Micro Area",10845,1023,1844,1728,1354,673,385,1313,253,225,976
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1809313,33445,151303,219046,274189,296489,157841,270964,71859,85343,146005
"33500","Minot, ND Micro Area",41092,3146,8126,9264,8040,4042,1785,2207,325,366,1128
"33540","Missoula, MT Metro Area",60329,2333,8667,12675,15282,9698,2152,5039,554,445,1500
"33580","Mitchell, SD Micro Area",11585,1302,4028,2623,1405,825,450,301,18,111,111
"33620","Moberly, MO Micro Area",9997,267,2017,2437,1419,866,177,665,348,521,809
"33660","Mobile, AL Metro Area",170513,3248,11424,19982,31547,28995,11423,33741,4156,4559,12333
"33700","Modesto, CA Metro Area",210559,7044,24407,31569,31528,27878,10222,23890,5237,6586,13466
"33740","Monroe, LA Metro Area",78680,1622,8931,16022,14743,12202,3295,12378,1451,1698,3063
"33780","Monroe, MI Metro Area",66373,2025,6665,9257,9355,8923,5730,8188,3285,2959,6062
"33860","Montgomery, AL Metro Area",156823,3751,14629,23750,29580,27109,12309,22000,5039,3363,9005
"33940","Montrose, CO Micro Area",18006,778,3685,4486,3332,1898,333,1333,98,131,427
"33980","Morehead City, NC Micro Area",29090,1452,3697,4798,4676,3867,1479,3807,864,1036,1708
"34540","Mount Vernon, OH Micro Area",26586,1267,3976,3869,3532,3274,1426,2174,586,912,2095
"34580","Mount Vernon-Anacortes, WA Metro Area",52468,2313,6631,7991,7661,7295,3163,4769,1558,1854,3969
"34620","Muncie, IN Metro Area",49967,2363,8222,10008,10657,5791,1922,3703,810,821,2187
"34660","Murray, KY Micro Area",17239,1136,4390,4178,2404,1665,535,1179,169,223,728
"34700","Muscatine, IA Micro Area",20199,855,4280,4944,3571,2154,1021,1105,464,476,801
"34740","Muskegon, MI Metro Area",72639,2109,9028,11955,15284,12015,4765,6027,1261,2298,4686
"34780","Muskogee, OK Micro Area",25334,1101,4621,4908,4731,2951,977,1972,480,543,1518
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",184846,4962,17673,26496,37721,32699,13461,24246,5319,4651,9461
"34860","Nacogdoches, TX Micro Area",26431,1115,4987,6021,5027,2834,1114,1808,495,477,1000
"34900","Napa, CA Metro Area",65157,2746,9013,10619,9731,7402,3696,7427,1320,2034,3966
"34940","Naples-Marco Island, FL Metro Area",142967,2461,12699,19368,24341,22961,11559,22155,4711,5519,9876
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",899009,17238,65745,103352,134591,133687,61233,135949,32595,41479,95672
"34020","Morgan City, LA Micro Area",18440,1412,2880,4121,3461,2052,534,1096,227,365,973
"34060","Morgantown, WV Metro Area",60251,1669,6699,11149,11064,8839,3594,6757,1543,1778,3349
